Start_Date,Start_Time,Stop_Date,Stop_Time,Seq.Program,Site,Treatment,Core,Valve,Mass_g,Initials,Notes1,Notes2,time,date,error,error,edits made
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,39,4,281.22,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,9,5,237.49,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,54,6,297.84,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,72,7,321.16,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,2,8,253.47,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,48,9,251.51,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,87,10,283.1,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,15,11,250.38,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,5,12,246.73,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,37,13,289.67,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,73,14,331.25,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,10,15,253.79,CGN,,,,,,,
2019-07-08,11:36,2019-07-08,12:31,,SR,drydown,,16,,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,49,1,240.85,CGN,CO2 level: 517ppm,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,86,2,272.34,CGN,"Rerun the whole thing twice accidentially, blame it on lunch break",,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,27,3,272.98,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,60,4,313.76,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,61,5,300.28,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,76,6,276.7,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,67,7,329.87,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,38,8,271.07,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,36,9,276.4,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,52,10,286.78,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,70,11,219.92,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,75,12,304.74,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,55,13,281.46,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,6,14,250.41,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,28,15,260.37,CGN,,,,,,,
2019-07-08,12:34,2019-07-08,13:55,,SR,drydown,,16,,CGN,,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,drydown,33,1,245.43,CGN,CO2 level: 526ppm,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,drydown,66,2,343.76,CGN,Stopped at step #22,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,drydown,40,3,268.85,CGN,,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,drydown,80,4,311.25,CGN,,,,,,,
2019-07-08,13:57,2019-07-08,14:44,,SR,drydown,68,5,271.61,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,75,1,301.26,CGN,CO2 level: 512ppm,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,86,2,266.57,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,49,3,229.19,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,60,4,310.77,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,67,5,325.64,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,38,6,258.69,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,27,7,265.08,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,36,8,267.46,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,52,9,283.22,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,76,10,274.21,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,6,11,244.14,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,70,12,217.04,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,61,13,296.65,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,28,14,253.47,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,55,15,277.97,CGN,,,,,,,
2019-07-10,7:43,2019-07-10,8:45,,SR,drydown,,16,,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,64,1,227.74,CGN,CO2 level: 509ppm,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,16,2,262.72,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,66,3,338.78,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,63,4,274.66,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,62,5,314.04,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,40,6,259.5,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,17,7,269.67,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,8,8,238.92,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,44,9,232.93,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,68,10,268.68,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,46,11,227.83,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,51,12,247.51,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,80,13,308.26,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,33,14,239.5,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,18,15,251.86,CGN,,,,,,,
2019-07-10,8:47,2019-07-10,9:48,,SR,drydown,,16,,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,57,1,236.48,CGN,CO2 level: 527ppm,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,20,2,257.43,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,13,3,240.61,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,11,4,279.93,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,56,5,285.1,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,78,6,331.09,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,59,7,295.85,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,42,8,259.08,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,31,9,253.52,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,82,10,268.88,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,83,11,232.32,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,1,12,226.72,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,26,13,263,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,29,14,231.69,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,35,15,243.93,CGN,,,,,,,
2019-07-10,9:51,2019-07-10,11:17,,SR,drydown,,16,,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,54,1,293.84,CGN,CO2 level: 498ppm,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,73,2,328.22,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,87,3,278.87,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,15,4,242.97,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,37,5,279.6,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,72,6,316.02,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,10,7,245.68,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,48,8,241.79,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,5,9,237.47,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,9,10,229.28,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,39,11,254.78,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,4,12,249.99,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,14,13,220.13,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,3,14,224.57,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,2,15,242.33,CGN,,,,,,,
2019-07-10,11:19,2019-07-10,12:10,,SR,drydown,,16,,CGN,,,,,,,
2019-07-10,12:12,2019-07-10,12:59,,SR,drydown,34,1,266.88,CGN,CO2 level: 485ppm,,,,,,
2019-07-10,12:12,2019-07-10,12:59,,SR,drydown,65,2,317.56,CGN,,,,,,,
2019-07-10,12:12,2019-07-10,12:59,,SR,drydown,53,3,253.86,CGN,,,,,,,
2019-07-10,12:12,2019-07-10,12:59,,SR,drydown,74,4,295.32,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,76,1,270.73,CGN,CO2 level: 554ppm,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,52,2,278.78,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,75,3,297.82,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,70,4,213.75,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,61,5,292.44,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,36,6,257.54,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,49,7,219.69,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,67,8,321.22,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,28,9,245.99,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,6,10,236.95,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,86,11,262.33,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,60,12,307.75,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,27,13,258.94,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,38,14,249.89,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,55,15,274.58,CGN,,,,,,,
2019-07-12,10:35,2019-07-12,11:41,,SR,drydown,,16,,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,14,1,213.62,CGN,CO2 level: 541ppm,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,37,2,268.67,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,2,3,232.89,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,4,4,243.07,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,39,5,255.69,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,10,6,239.46,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,3,7,218.37,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,9,8,221.81,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,48,9,236.65,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,87,10,276.35,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,15,11,238.12,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,73,12,325.14,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,74,13,291.93,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,54,14,290.77,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,5,15,233.67,CGN,,,,,,,
2019-07-12,11:45,2019-07-12,12:40,,SR,drydown,,16,,CGN,,,,,,,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,72,1,312.67,CGN,CO2 level: 557ppm,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,34,2,262.39,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,53,3,250.8,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,65,4,314.43,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,33,5,228.44,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,8,6,231.91,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,80,7,304.41,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,51,8,243.78,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,64,9,222.44,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,40,10,249.88,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,83,11,227.73,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,16,12,254.85,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,20,13,247.54,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,46,14,218.03,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,26,15,251.77,CGN,,,1,,1,0,
2019-07-12,12:43,2019-07-12,13:30,,SR,drydown,,16,,CGN,,,1,,1,0,
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,42,1,246.19,CGN,CO2 level: 571ppm,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,82,2,262.32,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,31,3,244.76,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,29,4,220.26,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,17,5,260.32,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,66,6,333.8,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,35,7,235.19,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,56,8,280.14,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,78,9,328.23,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,63,10,271.21,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,1,11,214.87,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,57,12,231.19,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,13,13,230.62,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,59,14,292.99,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,11,15,265.75,CGN,,,,,,,y
2019-07-12,13:33,2019-07-12,14:23,,SR,drydown,,16,,CGN,,,,,,,y
2019-07-12,14:26,2019-07-12,15:10,,SR,drydown,68,1,261.59,CGN,CO2 level: 541ppm,,,,,,
2019-07-12,14:26,2019-07-12,15:10,,SR,drydown,44,2,227.04,CGN,,,,,,,
2019-07-12,14:26,2019-07-12,15:10,,SR,drydown,62,3,307.41,CGN,,,,,,,
2019-07-12,14:26,2019-07-12,15:10,,SR,drydown,18,4,241.27,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,55,1,269.1,CGN,CO2 level: 515ppm,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,27,2,249.48,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,6,3,227.65,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,38,4,240.73,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,86,5,257.8,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,67,6,315.58,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,60,7,303.48,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,36,8,247.01,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,28,9,232.36,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,52,10,273.97,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,61,11,285.81,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,76,12,265.93,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,49,13,209.06,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,70,14,208.47,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,75,15,292.68,CGN,,,,,,,
2019-07-15,9:31,2019-07-15,10:33,,SR,drydown,,16,,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,80,1,292.93,CGN,CO2 level: 521ppm,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,53,2,246.77,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,33,3,218.77,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,34,4,254.45,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,8,5,224.95,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,87,6,272.39,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,39,7,245.94,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,37,8,257.42,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,3,9,207.29,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,48,10,227.7,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,74,11,286.12,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,10,12,229.1,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,73,13,320.65,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,2,14,218.16,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,72,15,307.98,CGN,,,,,,,
2019-07-15,10:36,2019-07-15,12:15,,SR,drydown,,16,,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,54,1,286.54,CGN,CO2 level: 477ppm,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,14,2,204.68,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,9,3,209.09,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,5,4,223.84,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,4,5,230.46,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,15,6,224.83,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,18,7,224.67,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,68,8,252.51,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,78,9,324.12,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,44,10,215.58,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,29,11,206.92,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,57,12,225.16,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,13,13,221.26,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,56,14,275.95,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,11,15,252.13,CGN,,,,,,,
2019-07-15,12:17,2019-07-15,13:49,,SR,drydown,,16,,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,66,1,327.85,CGN,CO2 level: 468ppm,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,59,2,288.28,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,17,3,248.69,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,63,4,265.71,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,82,5,255.97,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,31,6,230.01,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,51,7,239.28,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,62,8,298.03,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,35,9,225.63,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,1,10,197.27,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,42,11,227.76,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,46,12,207.02,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,16,13,239.53,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,20,14,232.4,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,64,15,215.27,CGN,,,,,,,
2019-07-15,13:52,2019-07-15,14:51,,SR,drydown,,16,,CGN,,,,,,,
2019-07-15,14:55,2019-07-15,15:30,,SR,drydown,40,1,232.59,CGN,CO2 level: 468ppm,,,,,,
2019-07-15,14:55,2019-07-15,15:30,,SR,drydown,83,2,220.63,CGN,,,,,,,
2019-07-15,14:55,2019-07-15,15:30,,SR,drydown,26,3,231.07,CGN,,,,,,,
2019-07-15,14:55,2019-07-15,15:30,,SR,drydown,65,4,306.82,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,61,1,274.21,CGN,CO2 level: 497ppm,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,67,2,299.13,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,38,3,217.2,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,55,4,258.73,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,73,5,309.36,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,70,6,198.84,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,28,7,210.2,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,34,8,230.42,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,2,9,190.98,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,74,10,275.77,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,48,11,201.49,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,53,12,225.67,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,87,13,263.6,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,59,14,267.7,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,51,15,222.92,CGN,,,,,,,
2019-07-22,9:21,2019-07-22,10:25,,SR,drydown,,16,,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,1,1,173.83,CGN,CO2 level: 533ppm,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,26,2,205.93,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,83,3,210.2,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,20,4,209.9,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,63,5,254.02,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,82,6,244.74,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,65,7,296.5,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,3,8,180.99,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,31,9,211.55,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,5,10,208.82,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,4,11,217.65,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,9,12,184.18,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,29,13,190.37,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,56,14,265.62,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,13,15,189.92,CGN,,,,,,,
2019-07-22,10:27,2019-07-22,11:19,,SR,drydown,,16,,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,drydown,54,1,276.47,CGN,CO2 level: 547ppm,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,drydown,68,2,235.4,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,drydown,15,3,166.58,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,drydown,66,4,308.46,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,drydown,11,5,226.31,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,drydown,62,6,282.55,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,drydown,40,7,152.98,CGN,,,,,,,
2019-07-22,11:22,2019-07-22,12:21,,SR,drydown,64,8,191.12,CGN,,,,,,,
