"Row.names"	"coreID"	"depth"	"Site"	"length"	"location"	"drying"	"rep"	"saturation"	"Unassigned.__"	"k__Archaea.p__Crenarchaeota"	"k__Archaea.p__Euryarchaeota"	"k__Archaea.p__.Parvarchaeota."	"k__Bacteria.__"	"k__Bacteria.p__"	"k__Bacteria.p__AD3"	"k__Bacteria.p__Acidobacteria"	"k__Bacteria.p__Actinobacteria"	"k__Bacteria.p__Armatimonadetes"	"k__Bacteria.p__BHI80.139"	"k__Bacteria.p__BRC1"	"k__Bacteria.p__Bacteroidetes"	"k__Bacteria.p__Chlamydiae"	"k__Bacteria.p__Chlorobi"	"k__Bacteria.p__Chloroflexi"	"k__Bacteria.p__Cyanobacteria"	"k__Bacteria.p__Elusimicrobia"	"k__Bacteria.p__FBP"	"k__Bacteria.p__FCPU426"	"k__Bacteria.p__Fibrobacteres"	"k__Bacteria.p__Firmicutes"	"k__Bacteria.p__Fusobacteria"	"k__Bacteria.p__GAL15"	"k__Bacteria.p__GN02"	"k__Bacteria.p__GN04"	"k__Bacteria.p__GOUTA4"	"k__Bacteria.p__Gemmatimonadetes"	"k__Bacteria.p__Kazan.3B.28"	"k__Bacteria.p__Lentisphaerae"	"k__Bacteria.p__MVP.21"	"k__Bacteria.p__NC10"	"k__Bacteria.p__NKB19"	"k__Bacteria.p__Nitrospirae"	"k__Bacteria.p__OC31"	"k__Bacteria.p__OD1"	"k__Bacteria.p__OP1"	"k__Bacteria.p__OP11"	"k__Bacteria.p__OP3"	"k__Bacteria.p__OP8"	"k__Bacteria.p__PAUC34f"	"k__Bacteria.p__Planctomycetes"	"k__Bacteria.p__Proteobacteria"	"k__Bacteria.p__SBR1093"	"k__Bacteria.p__SC4"	"k__Bacteria.p__SR1"	"k__Bacteria.p__Spirochaetes"	"k__Bacteria.p__TM6"	"k__Bacteria.p__TM7"	"k__Bacteria.p__Tenericutes"	"k__Bacteria.p__Verrucomicrobia"	"k__Bacteria.p__WPS.2"	"k__Bacteria.p__WS1"	"k__Bacteria.p__WS2"	"k__Bacteria.p__WS3"	"k__Bacteria.p__WS5"	"k__Bacteria.p__ZB3"	"k__Bacteria.p__.Caldithrix."	"k__Bacteria.p__.Thermi."
"41"	"DOC_041"	"C46"	"5cm-end"	"CPCRW"	"150d"	"low"	"FAD"	"r4"	"saturated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"42"	"DOC_042"	"C79"	"5cm-end"	"CPCRW"	"150d"	"low"	"FAD"	"r2"	"saturated"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"43"	"DOC_043"	"C28"	"5cm-end"	"CPCRW"	"150d"	"up"	"CW"	"r1"	"saturated"	0	0.000134437513443751	0	0	0.00220477522047752	5.37750053775005e-05	0.00607657560765756	0.0713056571305657	0.118439449343945	0.00419445041944504	0	0	0.0989997848999785	0.000564637556463756	0	0.0100559260055926	0.00306517530651753	0.000268875026887503	0	0	0	0.0945095719509572	0	0	0	0	0	0.00704452570445257	0	0	0	0	0	0.000241987524198752	0	0	0	0	0	0	0	0.0262422026242203	0.423505054850505	0	0	0	0	0.000295762529576253	0.00169391266939127	0	0.120832437083244	0.0102172510217251	0	0	5.37750053775005e-05	0	0	0	0
"44"	"DOC_044"	"C4"	"5cm-end"	"CPCRW"	"150d"	"up"	"CW"	"r4"	"saturated"	0	0.00029219830524983	0	0	0.000486997175416383	0	0.00262978474724847	0.0568812700886335	0.106457582546021	0	0	0	0.118535112496348	0	0	0.00379857796824778	0.00574656666991331	0.00116879322099932	0	0	0	0.0250316548164021	0	0	0	0	0	0.0287328333495666	0	0	0	0	0	0.000486997175416383	0	0	0	0	0	0	0	0.0311678192266485	0.481932404792052	0	0	0	0	0.00029219830524983	0.00214278757183208	0	0.13139183792734	0.00282458361741502	0	0	0	0	0	0	0
"45"	"DOC_045"	"C26"	"5cm-end"	"CPCRW"	"150d"	"up"	"CW"	"r3"	"saturated"	0	0.000225250591282802	0	0	0.000788377069489807	0.000225250591282802	0	0.0326613357360063	0.0228629350152044	0.00146412884333821	0	0	0.22907985133461	0	0	0.00405451064309044	0.00247775650411082	0.000337875886924203	0	0	0	0.0274805721365019	0	0	0	0	0	0.00371663475616624	0	0	0	0	0	0.000337875886924203	0	0	0	0	0	0	0	0.00619439126027706	0.602995832864061	0	0	0	0	0	0	0	0.0644216691068814	0.000675751773848406	0	0	0	0	0	0	0
"46"	"DOC_046"	"C35"	"5cm-end"	"CPCRW"	"150d"	"up"	"FAD"	"r2"	"saturated"	0	0	0	0	0.0105167357670139	0.000252806148245525	0	0.0478309232480534	0.17964404894327	0	0	0	0.116897562948731	0	0	0.00657295985438366	0.00030336737789463	0.00020224491859642	0	0	0	0.126453635352412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00616847001719082	0.494488825968248	0	0	0	0	0.000353928607543735	0	0	0.0103144908484174	0	0	0	0	0	0	0	0
"47"	"DOC_047"	"C33"	"5cm-end"	"CPCRW"	"150d"	"up"	"FAD"	"r1"	"saturated"	0	0	0	0	0.00146106267958895	0.000243510446598159	0.0141236059026932	0.0765109823211416	0.102956216821702	0.0019967856621049	0	0	0.0189451127453368	0	0.000925339697073004	0.0188477085666975	0.00345784834169386	0.000243510446598159	0.000194808357278527	0	9.74041786392636e-05	0.293283981882823	0	0	0	0	0	0.012175522329908	0	0	0	0	0	0.000146106267958895	0	0.000292212535917791	0	0	0	0	0	0.00969171577460673	0.347197194759655	0	0	0	0	0.00287342326985828	0.000146106267958895	0	0.090342375687917	0.00375006087761165	0	0	9.74041786392636e-05	0	0	0	0
"48"	"DOC_048"	"C8"	"5cm-end"	"CPCRW"	"150d"	"up"	"FAD"	"r3"	"saturated"	0	0.000262639527248851	0	0	0.00577806959947472	0.000787918581746553	0.0199606040709127	0.0651017728168089	0.0928102429415627	0.00036112934996717	0	0	0.00482600131319764	0.00036112934996717	0	0.0147406434668418	0	0.000590938936309915	0	0	0	0.499047931713723	0	0	0	0	0	0.00272488509520683	0	0	0	0	0	0.000229809586342745	0	0	0	0	0	0	0	0.00531845042678923	0.194714379514117	0	0	0	0	0.000984898227183191	0	0	0.0891332895600788	0.00226526592252134	0	0	0	0	0	0	0
"49"	"DOC_049"	"C65"	"5cm-end"	"CPCRW"	"30d"	"low"	"CW"	"r3"	"saturated"	0	0	0	0	0	0	0	0.146198830409357	0	0	0	0	0.0292397660818713	0	0	0.0409356725146199	0	0	0	0	0	0	0	0	0	0	0	0.0818713450292398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233918128654971	0.39766081871345	0	0	0	0	0	0	0	0.280701754385965	0	0	0	0	0	0	0	0
"50"	"DOC_050"	"C66"	"5cm-end"	"CPCRW"	"30d"	"low"	"CW"	"r2"	"saturated"	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"51"	"DOC_051"	"C69"	"5cm-end"	"CPCRW"	"30d"	"low"	"CW"	"r1"	"saturated"	0	0	0	0	0	0	0	0.176470588235294	0.294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0.176470588235294	0	0	0	0	0	0	0	0	0	0	0	0.176470588235294	0	0	0	0	0	0	0	0	0.176470588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"52"	"DOC_052"	"C50"	"5cm-end"	"CPCRW"	"30d"	"low"	"FAD"	"r1"	"saturated"	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0
"53"	"DOC_053"	"C44"	"5cm-end"	"CPCRW"	"30d"	"low"	"FAD"	"r3"	"saturated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"54"	"DOC_054"	"C56"	"5cm-end"	"CPCRW"	"30d"	"low"	"FAD"	"r4"	"saturated"	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"55"	"DOC_055"	"C20"	"5cm-end"	"CPCRW"	"30d"	"up"	"CW"	"r3"	"saturated"	0	0.000251813053988719	0	0	0.00125906526994359	0.000235025517056138	0.0191377921031426	0.10646655922643	0.114961052914316	0.0021488047273704	0	6.7150147730325e-05	0.0321817082997583	0.000369325812516788	0.000335750738651625	0.0165692989524577	0.00263564329841526	0.000705076551168413	0.000184662906258394	0	6.7150147730325e-05	0.0604687080311577	0	0	0	0	0	0.0543244695138329	0	0	0	0	0	0.00172911630405587	0	0.0002686005909213	0	0	0	0	0	0.0253491807681977	0.356970185334408	0	0	0	0	0.000167875369325813	0.00105761482675262	0	0.199049825409616	0.0018802041364491	0	0	0.00115834004834811	0	0	0	0
"56"	"DOC_056"	"C3"	"5cm-end"	"CPCRW"	"30d"	"up"	"CW"	"r4"	"saturated"	0	0.000213666082646041	0	0	0.00128199649587624	0.000427332165292082	0.00269219264134011	0.0971753343874193	0.178753044741678	0.00264945942481091	0	0	0.0449126105721978	0.00141019614546387	8.54664330584163e-05	0.0118371009785907	0.00179479509422674	0.00264945942481091	0.000170932866116833	0	0	0.0169223537455664	0	0	0	0	0	0.0341865732233665	0	0	0	0	0	0.000598265031408914	0	0.00115379684628862	0	0	0	0	0	0.034485705739071	0.4247254390838	0	0	0	0	0.00115379684628862	0.00559805136532627	0	0.127772317422332	0.00713644716037776	0	0	0.000213666082646041	0	0	0	0
"57"	"DOC_057"	"C9"	"5cm-end"	"CPCRW"	"30d"	"up"	"CW"	"r2"	"saturated"	0	0.000121514065253053	0	0	0.000830346112562529	4.05046884176843e-05	0.0139741175041011	0.0861332199202058	0.0984871498875995	0.0028353281892379	0	0	0.0299127123964599	0	0.000303785163132633	0.00520485246167244	0.000425299228385686	0.000141766409461895	0.00018227109787958	0	0	0.00666302124470907	0	0	0	0	0	0.00247078599347875	0	0	0	0	0	0	0	0.000101261721044211	0	0	0	0	0	0.0143386596998603	0.590538104785629	0	0	0	0	0.000587317982056423	0.018611904327926	0	0.120278672256314	0.00781740486461308	0	0	0	0	0	0	0
"58"	"DOC_058"	"C6"	"5cm-end"	"CPCRW"	"30d"	"up"	"FAD"	"r1"	"saturated"	0	0.000128365210693989	0	0	0.00276568681222504	0.00101525212094337	0.0136883992858226	0.0393847805538375	0.151879383380206	0.00532132146149627	0	0	0.161133348114782	0.000478452148950323	8.16869522598112e-05	0.00683836486060705	0.00427106064672727	0	0	0	0	0.0873350215303467	0	0	0	0	0	0.00285904332909339	0	0	0	0	0	0.000291739115213611	0	0.000735182570338301	0	0	0	0	0	0.00986078209422006	0.385294014680312	0	0	0	0	0.00086354778103229	0.000910226039466468	0	0.117197437363612	0.00766690394781371	0	0	0	0	0	0	0
"59"	"DOC_059"	"C39"	"5cm-end"	"CPCRW"	"30d"	"up"	"FAD"	"r4"	"saturated"	0	0	0	0	0.00522882326577362	0	0	0.0502216025098352	0.146232757332802	0	0	0	0.0758926348289428	0.000174294108859121	0.000497983168168916	0.0181016881629401	0	0	0	0	0	0.0587869130023405	0	0	0	0	0	0.0201932174692495	0	0	0	0	0	0.00478063841442159	0	0	0	0	0	0	0	0.0437478213236393	0.495717344753747	0	0	0	0	0.000323689059309795	0.000995966336337832	0	0.0771624919077735	0	0	0	0.000323689059309795	0	0	0	0.00161844529654898
"60"	"DOC_060"	"C27"	"5cm-end"	"CPCRW"	"30d"	"up"	"FAD"	"r3"	"saturated"	0	0	0	0	0.00545791837531732	0.00022456551454794	0.00242140206990822	0.0419839875024409	0.107147041593439	0.00239211091583675	0	0	0.0513766842413591	0.00106424526459676	0.000351493848857645	0.00772310095684437	0.00614137863698496	0.000507713337238821	3.90548720952939e-05	0	7.81097441905878e-05	0.064049990236282	0	0	0	0	0	0.0213044327279828	0	0	0	0	0	8.78734622144113e-05	0	0.000810388595977348	0	0.00022456551454794	0	0	0	0.0204842804139816	0.60377855887522	0	0	0	0	0.00161101347393087	0.00546768209334114	0	0.0542374536223394	0.000244092950595587	0	0	0.000712751415739113	0	0	0	7.81097441905878e-05
"61"	"DOC_061"	"C61"	"5cm-end"	"CPCRW"	"90d"	"low"	"CW"	"r2"	"saturated"	0	0.00172612197928654	0	0	0	0	0.00373993095512083	0.0903337169159954	0.0261795166858458	0.00115074798619102	0	0	0.0402761795166858	0	0.000863060989643268	0.00345224395857307	0	0	0	0	0	0.0279056386651323	0	0	0	0	0	0.0204257767548907	0	0	0	0	0	0.00345224395857307	0	0.000575373993095512	0	0	0	0	0	0.0276179516685846	0.372554660529344	0	0	0	0	0	0.00115074798619102	0	0.378596087456847	0	0	0	0	0	0	0	0
"62"	"DOC_062"	"C86"	"5cm-end"	"CPCRW"	"90d"	"low"	"CW"	"r1"	"saturated"	0	0	0	0	0.00298076695606917	0.000520451373281919	0.00361950273236971	0.0877670270398145	0.106716188403397	0.00844550637552932	0	0	0.0951952875493837	0.00132478531380852	0.000141941283622342	0.00612713207636441	0.00033119632845213	0.00118284403018618	0	4.73137612074472e-05	0	0.0165361595420028	0	0	0	0	0	0.00612713207636441	0	0	0	0	0	0.000165598164226065	0	0.000165598164226065	0	0	0	0	0	0.0142177852428379	0.50876487426368	0	0	0	0	0.000402166970263301	0.00264957062761704	0	0.131059118544629	0.00546473941946015	0	0	4.73137612074472e-05	0	0	0	0
"63"	"DOC_063"	"C53"	"5cm-end"	"CPCRW"	"90d"	"low"	"CW"	"r4"	"saturated"	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0.444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"64"	"DOC_064"	"C71"	"5cm-end"	"CPCRW"	"90d"	"low"	"FAD"	"r4"	"saturated"	0	0.0030084982321196	0	0	0.000310154456919546	0.000279139011227591	9.30463370758638e-05	0.12598474040072	0.0760808882823646	0.000496247131071274	0	0.000217108119843682	0.0475156628000744	0	0	0.0267042987407729	0.000930463370758638	0.000496247131071274	0	0	0	0.107220395757087	0	0	6.20308913839092e-05	0	0	0.0213696420817567	0	0	0	0	0	0.002047019415669	0	0.000217108119843682	0	0	0	0	0	0.0126853172880094	0.519911916134235	0	0	0	0	0	0.000124061782767818	0	0.0527262576763228	0	0	0	0.00151975683890578	0	0	0	0
"65"	"DOC_065"	"C77"	"5cm-end"	"CPCRW"	"90d"	"low"	"FAD"	"r1"	"saturated"	0	0	0	0	0	0	0	0.00545106320286795	0.202278642636154	0	0	0	0.00618769336541767	0	0	0	0	0	0	0	0	0.00658056278544419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.82173550066297e-05	0.777832342975004	0	0	0	0	0	0	0	0	0	0	0	0.00157147768010607	0	0	0	0
"66"	"DOC_066"	"C52"	"5cm-end"	"CPCRW"	"90d"	"low"	"FAD"	"r3"	"saturated"	0	0	0	0	0	0	0	0.118721461187215	0.127853881278539	0	0	0	0.0182648401826484	0	0	0.0091324200913242	0	0	0	0	0	0.0547945205479452	0	0	0	0	0	0.0273972602739726	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136986301369863	0.442922374429224	0	0	0	0	0	0	0	0.187214611872146	0	0	0	0	0	0	0	0
"67"	"DOC_067"	"C34"	"5cm-end"	"CPCRW"	"90d"	"up"	"CW"	"r3"	"saturated"	0	2.6890033209191e-05	0	2.01675249068933e-05	0.0014991193514124	0.000302512873603399	0.0121408499939497	0.112487731422348	0.101113247374861	0.00455786062895788	0	0	0.0270715409333531	0.000490743106067736	0.000920983637414792	0.0185877354558533	0.00174785215859742	0.00071930838834586	8.73926079298708e-05	4.70575581160843e-05	0	0.015939067184748	0	0	0	0	0	0.0901555588421152	0	0	0	0	0	0.000342847923417185	0	0.00106215631176304	0	4.03350498137865e-05	4.70575581160843e-05	0	0	0.0377065490675881	0.426697769471745	0	0	0	3.36125415114888e-05	0.00047729808946314	0.00154617690952848	0	0.142806243865711	0.00115627142799521	0	0	0.000168062707557444	0	0	0	0
"68"	"DOC_068"	"C15"	"5cm-end"	"CPCRW"	"90d"	"up"	"CW"	"r2"	"saturated"	0	6.91467293597013e-05	0	0	0.00313465173097312	0.00016134236850597	0.0156041119255059	0.121006776379477	0.0995251924583967	0.0089660259069746	0	0	0.110796109344028	0.000783662932743281	6.91467293597013e-05	0.0106024985018209	0.000622320564237312	9.21956391462684e-05	0	0	0	0.0680634305997326	0	0	0	0	0	0.0038491679343567	0	0	0	0	0	0	0	0.000691467293597013	0	0	0	0	0	0.0146130088046835	0.449799474484857	0	0	0	0	0.0017517171437791	0.00285806481353432	0	0.079173005116858	0.00776748259807311	0	0	0	0	0	0	0
"69"	"DOC_069"	"C11"	"5cm-end"	"CPCRW"	"90d"	"up"	"CW"	"r1"	"saturated"	0	0.00171411969785009	0	0	0.000435793143521209	0.00127832655432888	0.00162696106914585	0.318158047646717	0.129401510749564	0.0113596746077862	0	0.000145264381173736	0.00746658919233004	0.000203370133643231	0.000406740267286461	0.0874782103428239	0.000348634514816967	8.71586287042417e-05	5.81057524694945e-05	0	0	0.00203370133643231	0	0	0	0	0	0.0174026728646136	0	0	0	0	0	0.0390470656595003	0	0	0	8.71586287042417e-05	0	0	0	0.0594131319000581	0.236722835560721	0	0	0	0.000145264381173736	0.000581057524694945	0	0	0.0817547937245787	0	0	0	0.002643811737362	0	0	0	0
"70"	"DOC_070"	"C1"	"5cm-end"	"CPCRW"	"90d"	"up"	"FAD"	"r1"	"saturated"	0	5.74564049527421e-05	0	0	0.00712459421414002	0	0.000459651239621937	0.0909247608377144	0.13829756672125	0.000833117871814761	0	0.000114912809905484	0.0319457611537246	0.000603292252003792	0.000488379442098308	0.00988250165187164	0.00149386652877129	0.00137895371886581	0	0	0.00054583584705105	0.171220086759171	0	0	0.000143641012381855	0	0	0.0378924990663334	0	0	0	0	0	0.000948030681720245	0	0.000574564049527421	0	0	8.61846074291132e-05	0	0	0.0147662960728547	0.422218391795225	0	0	0	0	0.00264299462782614	0.00123531270648396	0	0.063948978712402	0	0	0	0.000172369214858226	0	0	0	0
"71"	"DOC_071"	"C37"	"5cm-end"	"CPCRW"	"90d"	"up"	"FAD"	"r4"	"saturated"	0	0	0	0	0.00822768600332949	9.60430272762198e-05	0.00124855935459086	0.0355039057497759	0.163177103342297	0.000256114739403253	0	0	0.028268664361634	0.00128057369701626	0.000704315533358945	0.012677679600461	0.00297733384556281	0.000576258163657318	0	0	0	0.307625816365732	0	0	0	0	0	0.00665898322448457	0	0	0	0	0	0.000160071712127033	0	0.00019208605455244	0	0	0	0	0	0.0120694070943783	0.340600589063901	0	0	0	0	0.000288129081828659	0.0019528748879498	0	0.0714239979510821	0.00403380714560123	0	0	0	0	0	0	0
"72"	"DOC_072"	"C18"	"5cm-end"	"CPCRW"	"90d"	"up"	"FAD"	"r3"	"saturated"	0	0.000756756756756757	0	0	0	0	0	0	0.289189189189189	0	0	0	0	0	0	0	0	0	0	0	0	0.0143783783783784	0	0	0	0	0	0.000216216216216216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695459459459459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"73"	"DOC_073"	"S13"	"0-5cm"	"SR"	"150d"	"low"	"CW"	"r2"	"saturated"	0	0	0	0	0	0	0	0.00124269342292999	0.0936162378607263	0	0	0	0.00671974962028812	0	0	9.20513646614811e-05	0	0	0	0	0	0.000506282505638146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138077046992222	0.894509136097943	0	0	0	0	0	0	0	0.0031757720808211	0	0	0	0	0	0	0	0
"74"	"DOC_074"	"S26"	"0-5cm"	"SR"	"150d"	"low"	"CW"	"r3"	"saturated"	0	0.000904340836012862	0	5.02411575562701e-05	0.000602893890675241	0.00020096463022508	0	0.0445136655948553	0.213650522508039	0.000477290996784566	0	0	0.0365755627009646	0	0.000175844051446945	0.0142433681672026	0.00165795819935691	0	7.53617363344052e-05	0	0	0.0751105305466238	0	0	0	0	0	0.00698352090032154	0	0	0	0	0	0.000828979099678457	0	0	0	0	5.02411575562701e-05	0	0	0.0249447347266881	0.559083601286174	0	0.000125602893890675	0	0	5.02411575562701e-05	5.02411575562701e-05	0	0.0190916398713826	0	0	0	0.000502411575562701	5.02411575562701e-05	0	0	0
"75"	"DOC_075"	"S4"	"0-5cm"	"SR"	"150d"	"low"	"CW"	"r4"	"saturated"	0	0.00202935932936312	0	3.79319500815537e-05	0.00299662405644274	7.58639001631074e-05	0	0.0490649774304897	0.290862193225354	0.000929332776998065	0	0	0.0612411334066684	3.79319500815537e-05	0.000189659750407768	0.0130106588779729	0.000455183400978644	0.000227591700489322	0	0	0	0.121704661836665	0	0	0	0	0	0.0117778705003224	0	0	0	0	0	0.00386905890831848	0	0	0	0	0	0	0	0.0143193111557865	0.405644274172135	0	0	0	0	0.000170693775366992	0	7.58639001631074e-05	0.0207298107195691	3.79319500815537e-05	0	0	0.000512081326100975	0	0	0	0
"76"	"DOC_076"	"S8"	"0-5cm"	"SR"	"150d"	"low"	"FAD"	"r3"	"saturated"	0	0.00138691781705586	0	0	0.000258031221777835	0.000322539027222294	0	0.0151270803767256	0.189943233131209	0.000709585859889047	0	0	0.0750225777319056	0.000258031221777835	0	0.005483163462779	6.45078054444588e-05	9.67617081666882e-05	0	0	0	0.0818604051090182	0	0	0	0	0	0.00803122177783512	0	0	0	0	0	0.000129015610888918	0	0	0	0	0	0	0	0.058347310024513	0.551315959231067	0	0	0	0	0.000161269513611147	9.67617081666882e-05	0	0.011385627660947	0	0	0	0	0	0	0	0
"77"	"DOC_077"	"S49"	"0-5cm"	"SR"	"150d"	"low"	"FAD"	"r3"	"saturated"	0	0.000700705376745924	0	0	0.00284953519876676	0.000326995842481431	0	0.0269070864670435	0.117017797916569	0.000420423226047555	0	0	0.0453589947213528	0	0.000186854767132246	0.00415751856869248	0.000186854767132246	0	0	0	0	0.364600364366796	0	0	0	0	0	0.000186854767132246	0	0	0	0	0	0.00149483813705797	0	0	0	0	0	0	0	0.0216751529873406	0.403139160087822	0	0	0	0	0	0	0	0.010604008034755	0	0	0	0.000186854767132246	0	0	0	0
"78"	"DOC_078"	"S14"	"0-5cm"	"SR"	"150d"	"low"	"FAD"	"r4"	"saturated"	0	0.000268389867250243	0	0	0.000536779734500485	8.25814976154593e-05	0	0.0109420484340484	0.115655387410451	0.000165162995230919	0	4.12907488077296e-05	0.0912732002394863	4.12907488077296e-05	4.12907488077296e-05	0.00377810351590726	0.000185808369634783	0	0	0	0	0.086586700249809	0	0	0	0	0	0.00644135681400582	0	0	4.12907488077296e-05	0	0	0.000433552862481161	0	0	0	0	0	0	0	0.0454404690629065	0.617048950182712	0	0	0	0	4.12907488077296e-05	0	4.12907488077296e-05	0.0208311827734996	0	0	0	8.25814976154593e-05	0	0	0	0
"79"	"DOC_079"	"S56"	"0-5cm"	"SR"	"150d"	"up"	"CW"	"r4"	"saturated"	0	0.000328079096887722	0	0	0.00255006934399093	0.000298253724443384	0	0.04936099139538	0.330077396841493	7.4563431110846e-05	4.47380586665076e-05	2.98253724443384e-05	0.00976780947552083	2.98253724443384e-05	5.96507448886768e-05	0.0157328839643885	0.000134214175999523	8.94761173330152e-05	0	0	0	0.13680898340218	0	0	0	0	0	0.0195207062648195	0	0	0	0	0	0.00190882383643766	0	0	0	0	0	0	0	0.0154495429261673	0.404476788403895	0	0	0	0	4.47380586665076e-05	4.47380586665076e-05	0	0.012780172092399	0	0	0	0.000387729841776399	0	0	0	0
"80"	"DOC_080"	"S61"	"0-5cm"	"SR"	"150d"	"up"	"CW"	"r1"	"saturated"	0	0.000604183974020089	0	0	0.000358734234574428	0	0	0.0501472698436674	0.0885507136923193	0.00296427762253606	0	0	0.035458046975304	0.000188807491881278	7.55229967525111e-05	0.0162940865493543	0	0.000264330488633789	0	0	0	0.117664828940412	0	0	0	0	0	0.0207499433577524	0	0	0	0	0	0.000283211237821917	0	5.66422475643834e-05	0	0	0	0	0	0.0882297409561211	0.536477607431463	0	0	0	0	0	5.66422475643834e-05	0	0.0412921984744355	0	0	0	0.000283211237821917	0	0	0	0
"81"	"DOC_081"	"S63"	"0-5cm"	"SR"	"150d"	"up"	"CW"	"r2"	"saturated"	0	0.000675067506750675	0	0	0.0009000900090009	0.00146264626462646	0	0.0957470747074708	0.180805580558056	0.0027002700270027	0	0	0.0283528352835284	0.000225022502250225	0.00123762376237624	0.0591809180918092	0	0.00157515751575158	0	0	0	0.072007200720072	0	0	0	0	0	0.0103510351035104	0	0	0	0	0	0.00753825382538254	0	0	0	0	0	0	0	0.0785328532853285	0.412016201620162	0	0	0	0	0.00045004500450045	0	0	0.0456795679567957	0	0	0	0.000562556255625563	0	0	0	0
"82"	"DOC_082"	"S80"	"0-5cm"	"SR"	"150d"	"up"	"FAD"	"r2"	"saturated"	0	0.000258286698235041	0	0	0.0033749461902712	0.000309944037882049	0	0.0612828239345674	0.15061558329746	0.000206629358588033	0	0	0.0200086095566078	5.16573396470082e-05	8.6095566078347e-05	0.0153422298751614	0.000241067585019371	0.000327163151097718	0	0	3.44382264313388e-05	0.186035299182092	0	0	0	0	0	0.00857511838140336	0	0	0	0	0	0.00185966422729229	0	0	0	3.44382264313388e-05	0	0	0	0.0622643133878605	0.46958243650452	0	0	0	0	0.000413258717176065	0	0	0.0185449849332759	3.44382264313388e-05	0	0	0.000516573396470082	0	0	0	0
"83"	"DOC_083"	"S86"	"0-5cm"	"SR"	"150d"	"up"	"FAD"	"r1"	"saturated"	0	0.00172903837044055	0	0	0.00298436759829465	0.000923732828043581	0	0.160753197536712	0.395926101373757	0.00135007105637139	0.000165798199905258	4.73709142586452e-05	0.0224774988157271	0.000165798199905258	0.000757934628138323	0.0649455234486026	0.000805305542396968	0.000497394599715775	0	0	0	0.0320701089531028	0	0	0	0	0	0.0067029843675983	0	0	0	0	0	0.0129322595926101	0	0.000189483657034581	0	4.73709142586452e-05	4.73709142586452e-05	0	0	0.05	0.20802936996684	0	0	0	7.10563713879678e-05	0.000165798199905258	0.000142112742775936	0.000260540028422549	0.0338228327806727	0	0	0	0.0019895783988631	0	0	0	0
"84"	"DOC_084"	"S3"	"0-5cm"	"SR"	"30d"	"low"	"CW"	"r4"	"saturated"	0	0.00337716262975779	0	0	0.00105190311418685	0.00027681660899654	0	0.0317508650519031	0.12157785467128	0.000193771626297578	0	0	0.0372871972318339	0.000221453287197232	0.000193771626297578	0.0126782006920415	0.000498269896193772	0.000941176470588235	0	0	0	0.196262975778547	0	0	0	0	0	0.0090242214532872	0	0	0	0	0	0.00121799307958478	0	0.000166089965397924	0	0	0	0	0	0.016083044982699	0.554934256055363	0	0	0	0	0.000304498269896194	8.30449826989619e-05	0	0.010961937716263	0	0	0	8.30449826989619e-05	0.000830449826989619	0	0	0
