"Row.names"	"coreID"	"depth"	"Site"	"length"	"location"	"drying"	"rep"	"saturation"	"Unassigned.__"	"k__Archaea.p__Crenarchaeota"	"k__Archaea.p__Euryarchaeota"	"k__Archaea.p__.Parvarchaeota."	"k__Bacteria.__"	"k__Bacteria.p__"	"k__Bacteria.p__AD3"	"k__Bacteria.p__Acidobacteria"	"k__Bacteria.p__Actinobacteria"	"k__Bacteria.p__Armatimonadetes"	"k__Bacteria.p__BHI80.139"	"k__Bacteria.p__BRC1"	"k__Bacteria.p__Bacteroidetes"	"k__Bacteria.p__Chlamydiae"	"k__Bacteria.p__Chlorobi"	"k__Bacteria.p__Chloroflexi"	"k__Bacteria.p__Cyanobacteria"	"k__Bacteria.p__Elusimicrobia"	"k__Bacteria.p__FBP"	"k__Bacteria.p__FCPU426"	"k__Bacteria.p__Fibrobacteres"	"k__Bacteria.p__Firmicutes"	"k__Bacteria.p__Fusobacteria"	"k__Bacteria.p__GAL15"	"k__Bacteria.p__GN02"	"k__Bacteria.p__GN04"	"k__Bacteria.p__GOUTA4"	"k__Bacteria.p__Gemmatimonadetes"	"k__Bacteria.p__Kazan.3B.28"	"k__Bacteria.p__Lentisphaerae"	"k__Bacteria.p__MVP.21"	"k__Bacteria.p__NC10"	"k__Bacteria.p__NKB19"	"k__Bacteria.p__Nitrospirae"	"k__Bacteria.p__OC31"	"k__Bacteria.p__OD1"	"k__Bacteria.p__OP1"	"k__Bacteria.p__OP11"	"k__Bacteria.p__OP3"	"k__Bacteria.p__OP8"	"k__Bacteria.p__PAUC34f"	"k__Bacteria.p__Planctomycetes"	"k__Bacteria.p__Proteobacteria"	"k__Bacteria.p__SBR1093"	"k__Bacteria.p__SC4"	"k__Bacteria.p__SR1"	"k__Bacteria.p__Spirochaetes"	"k__Bacteria.p__TM6"	"k__Bacteria.p__TM7"	"k__Bacteria.p__Tenericutes"	"k__Bacteria.p__Verrucomicrobia"	"k__Bacteria.p__WPS.2"	"k__Bacteria.p__WS1"	"k__Bacteria.p__WS2"	"k__Bacteria.p__WS3"	"k__Bacteria.p__WS5"	"k__Bacteria.p__ZB3"	"k__Bacteria.p__.Caldithrix."	"k__Bacteria.p__.Thermi."
"23"	"DOC_023"	"C39"	"0-5cm"	"CPCRW"	"30d"	"up"	"FAD"	"r4"	"saturated"	0	0	0	0	0	0	0	0.000217060994139353	0.356305621879748	0	0	0	0	0	0	0.000108530497069677	0	0	0	0	0	0.00927935749945735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62573258085522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0083568482743651
"24"	"DOC_024"	"C27"	"0-5cm"	"CPCRW"	"30d"	"up"	"FAD"	"r3"	"saturated"	0	0	0	0	0	0	0	0	0.566867095168982	0	0	0	0	0	0	0	0	0	0	0	0	0.0140991084387311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419033796392287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"25"	"DOC_025"	"C61"	"0-5cm"	"CPCRW"	"90d"	"low"	"CW"	"r2"	"saturated"	0	0.00210482003788676	0	0	0	0	0	0	0.045464112818354	0	0	0	0.00308706938890058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280642671718235	0	0	0	0	0	0	0	0.000140321335859117	0.948923033747281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26"	"DOC_026"	"C86"	"0-5cm"	"CPCRW"	"90d"	"low"	"CW"	"r1"	"saturated"	0	0.000592456795367659	0	0.000134141161215319	0.00155380178407744	0.000435958773949786	0.00484026023385276	0.107558854434483	0.118144827740392	0.0069194482326902	3.35352903038297e-05	0	0.0805853026001028	0.00121844888103915	0.000257103892329361	0.0207136309776655	0.000637170515772765	0.000134141161215319	4.47137204051063e-05	0	0	0.0428245657179906	0	0	0	0	0	0.0160634040555344	0	0	0	0	5.58921505063829e-05	0.00249278991258468	0	0.000346531333139574	0	0	8.94274408102126e-05	0	0	0.0235864875136936	0.388048022535715	0	0	0	0	0.00126316260144425	0.000793668537190637	0	0.175579601600751	0.00363298978291489	0	0	0.00141966062286213	0	0	0	0
"27"	"DOC_027"	"C53"	"0-5cm"	"CPCRW"	"90d"	"low"	"CW"	"r4"	"saturated"	0	0.00381887615930169	0	0	0.000272776868521549	0.000927441352973268	0	0.23633387888707	0.10076377523186	0.00130932896890344	0	0	0.0366612111292962	0.000272776868521549	0	0.025531914893617	0.000927441352973268	0.00016366612111293	0	0	0	0.0654664484451719	0	0	0	0	0	0.0258592471358429	0	0	0	0	0	0.0027823240589198	0	0.000545553737043099	0	0	0.00016366612111293	0	0	0.0215493726132024	0.406546644844517	0	0	0	0	0.00016366612111293	0	0	0.0675395526459356	0.00010911074740862	0	0	0.00229132569558101	0	0	0	0
"28"	"DOC_028"	"C71"	"0-5cm"	"CPCRW"	"90d"	"low"	"FAD"	"r4"	"saturated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"29"	"DOC_029"	"C77"	"0-5cm"	"CPCRW"	"90d"	"low"	"FAD"	"r1"	"saturated"	0	0.00155177278284586	0	0	0.0010345151885639	0.000752374682591931	0	0.0730743910467413	0.189316279507195	0.000705351264929935	0	0.0010815386062259	0.0518198062635192	0.000423210758957961	0.000564281011943948	0.0267093012320135	0	0.00145772594752187	0	0	0	0.102934261262109	0	0	0	0	0	0.0228063575660679	0	0	0	0	0	0.00164581961816985	0	0.000188093670647983	0	0	0	0	0	0.0159409385874165	0.465719928524405	0	0	0	0	0	0	0	0.0405341860246403	0	0	0	0.00173986645349384	0	0	0	0
"30"	"DOC_030"	"C52"	"0-5cm"	"CPCRW"	"90d"	"low"	"FAD"	"r3"	"saturated"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31"	"DOC_031"	"C34"	"0-5cm"	"CPCRW"	"90d"	"up"	"CW"	"r3"	"saturated"	0	0	0	0	0.00236622524803852	6.2269085474698e-05	0.00668354850761759	0.0756569388517581	0.147328656233135	0.00699489393499107	0	0	0.083087716385072	0.000643447216571879	0	0.0110216281290215	0.00242849433351322	0.000145294532774295	0	0	0	0.0896467267217402	0	0	0	0	0	0.00539665407447383	0	0	0	0	0	0.000352858151023289	0	0.000269832703723691	0	0	0	0	0	0.0244302378679065	0.396384241770103	0	0	0	0	0.0032172360828594	0.00193034164971564	0	0.132633152061107	0.0092573373739051	0	0	6.2269085474698e-05	0	0	0	0
"32"	"DOC_032"	"C15"	"0-5cm"	"CPCRW"	"90d"	"up"	"CW"	"r2"	"saturated"	0	0	0	0	0.0155826033025816	0	0.00437243197147066	0.0827816109775952	0.151019458872781	0.00227924645321343	0	0	0.0671059772075355	0.00514768586712148	0	0.0117063338243275	0.00283742925808202	0.000635708194433677	6.20203116520661e-05	0	0	0.0635708194433677	0	0	0	0	0	0.0139235599658888	0	0	0	0	0	0	0	0.000124040623304132	0	0	0	0	0	0.0126211334211954	0.484766260950461	0	0	0	0	0.00268237847895186	0.00176757888208388	0	0.0717730056593534	0.00524071633459958	0	0	0	0	0	0	0
"33"	"DOC_033"	"C11"	"0-5cm"	"CPCRW"	"90d"	"up"	"CW"	"r1"	"saturated"	0	0	0	0	0.00931860763238339	4.93048022877428e-05	0.00165171087663938	0.0484173158465635	0.200152844887092	0.000862834040035499	0	0	0.061926831673405	0.00488117542648654	7.39572034316142e-05	0.00739572034316142	0.000468395621733557	0	0	0	0	0.0359432008677645	0	0	0	0	0	0.000714919633172271	0	0	0	0	0	0.000147914406863228	0	0	0	0	0	0	0	0.00354994576471748	0.580095651316438	0	0	0	0	0.000221871610294843	0.0055221378562272	0	0.0343900995957006	0.00421556059560201	0	0	0	0	0	0	0
"34"	"DOC_034"	"C1"	"0-5cm"	"CPCRW"	"90d"	"up"	"FAD"	"r1"	"saturated"	0	0.000966524500629008	0	0	0	0	0	0	0.321100917431193	0	0	0	0.00139609094535301	0	0	0	0.00220919885858059	0	0	0	0	0.00480193918566475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656270135927096	0	0	0	0	0	0	0	0.00237795710472216	0	0	0	0	0	0	0	0.0108772360467614
"35"	"DOC_035"	"C37"	"0-5cm"	"CPCRW"	"90d"	"up"	"FAD"	"r4"	"saturated"	0	0	0	0	0	0	0	0	0.381755502519226	0	0	0	0	0	0	0.00100769026783347	0	0	0	0	0	0.00601962344205781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304958896844338	0.602678334659242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00548926014319809
"36"	"DOC_036"	"C18"	"0-5cm"	"CPCRW"	"90d"	"up"	"FAD"	"r3"	"saturated"	0	0	0	0	0	0	0	0	0.434793544330329	0	0	0	0.0011318381890589	0	0	0	0	0	0	0	0	0.0160553343114651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159295745126808	0.538922657723748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00750366799413121
"37"	"DOC_037"	"C55"	"5cm-end"	"CPCRW"	"150d"	"low"	"CW"	"r4"	"saturated"	0	0	0	0	0	0	0	0.000115881569036445	0.0304189118720667	0	0	0	0.0082855321861058	0	0	0.000115881569036445	0	0.00417173648531201	0	0	0	0.0049249666840489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.951967089634394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"38"	"DOC_038"	"C60"	"5cm-end"	"CPCRW"	"150d"	"low"	"CW"	"r1"	"saturated"	0	0.00146420974113877	0	5.52531977788215e-05	0.00110506395557643	0.000165759593336464	0.000552531977788215	0.149459899991712	0.0542586402188027	0.000497278780009393	0	0.000165759593336464	0.0470204713097771	0.000663038373345857	0.000276265988894107	0.0274332126971849	0.000276265988894107	0	0	0	0	0.0578500980744261	0	0	0	0	0	0.0374064148962621	0	0	0	0	0	0.00323231207006105	0	0.000193386192225875	0	0	0.000552531977788215	0	0	0.019172859629251	0.381910103047214	0	0	0	0	0.000690664972235268	0.000442025582230572	0	0.213553609415145	0	0	8.28797966682322e-05	0.00151946293891759	0	0	0	0
"39"	"DOC_039"	"C72"	"5cm-end"	"CPCRW"	"150d"	"low"	"CW"	"r3"	"saturated"	0	0.003854700467099	0	0	9.06988345199764e-05	0.000362795338079906	0.000408144755339894	0.235816969751939	0.092240714706816	0.0007709400934198	0	0	0.0329236769307514	0	9.06988345199764e-05	0.0264387102625731	0.000226747086299941	0.000408144755339894	0.000181397669039953	0	0	0.0570042174958052	0	0	9.06988345199764e-05	0	0	0.0301573624778922	0	0	0	0	0	0.0023128202802594	0	9.06988345199764e-05	0	0	0	0	0	0.0156908983719559	0.427599655344429	0	0	0	0	0.000136048251779965	0	0	0.0710171874291415	0	0	0	0.00208607319395946	0	0	0	0
"40"	"DOC_040"	"C49"	"5cm-end"	"CPCRW"	"150d"	"low"	"FAD"	"r3"	"saturated"	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0	0	0
