,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14.7,0,0.34,0.02,Artifact,Weak,,,22,2.66,0.1,1.27,2.07,Solvent,Weak + C13_Sat,,,43,1.24,0.1,3.32,5.72,Compound,None,,
2,13.84,0,0.9,0.07,Artifact,Weak,,,23,2.54,0,8.87,3.92,Artifact,Weak,,,44,1.15,0.1,2.14,2.91,Compound,None,,
3,13.54,0,0.66,0.04,Artifact,Weak,,,24,2.52,0.3,1.14,4.53,Solvent,Weak,,,45,1.15,0.1,1.54,2.07,Compound,None,,
4,13.41,0,0.62,0.05,Artifact,Weak,,,25,2.52,0.2,0.82,1.68,Artifact,Weak,,,46,1.14,0.1,2.02,2.33,Compound,None,,
5,12.87,0,0.54,0.04,Artifact,Weak,,,26,2.51,24.5,1.36,384.84,Solvent,None,,,47,1.11,0,0.54,0.04,Artifact,Weak,,
6,11.14,0,0.85,0.08,Artifact,Weak,,,27,2.5,58.5,1.39,1016,Solvent,None,,,48,1.05,0,5.78,0.89,Compound,None,,
7,11.11,0,0.74,0.05,Artifact,Weak,,,28,2.5,86.7,1.46,1607.84,Solvent,None,,,49,1.03,0,5.87,1.3,Compound,None,,
8,6.72,0,0.62,0.04,Artifact,Weak,,,29,2.5,56.7,1.32,925.18,Solvent,None,,,50,0.85,0,3.73,0.94,Compound,None,,
9,6.52,0.1,1.61,1.47,Compound,None,,,30,2.49,23.7,1.36,345.91,Solvent,None,,,51,0.84,0,6.39,1.41,Compound,None,,
10,6.28,0,1.29,0.74,Compound,None,,,31,2.34,0.1,1.31,2.18,Solvent,Weak + C13_Sat,,,52,0.82,0,14.87,3.72,Compound,None,,
11,5.91,0,0.35,0.02,Artifact,Weak,,,32,2.33,0.3,1.36,5.74,Solvent,Weak + C13_Sat,,,53,0.75,0,1.06,0.06,Artifact,Weak,,
12,5.4,0,2.35,0.18,Artifact,Weak,,,33,2.33,0.5,1.44,9.56,Solvent,Weak + C13_Sat,,,54,0.38,0,0.72,0.06,Artifact,Weak,,
13,5.05,0,0.78,0.06,Artifact,Weak,,,34,2.32,0.3,1.39,5.87,Solvent,Weak + C13_Sat,,,55,0.36,0,0.55,0.03,Artifact,Weak,,
14,4.52,0,0.7,0.06,Artifact,Weak,,,35,2.32,0.1,1.25,1.95,Solvent,Weak + C13_Sat,,,56,0.28,0,0.51,0.03,Artifact,Weak,,
15,4.07,0,0.72,0.06,Artifact,Weak,,,36,2.23,0,2.27,0.12,Artifact,Weak,,,57,0.14,0,0.47,0.04,Artifact,Weak,,
16,3.51,0,1.88,0.59,Compound,None,,,37,2.21,0,1.68,0.19,Compound,None,,,58,0.07,0,1.82,0.56,CS Reference,None,,
17,2.74,0,0.54,0.04,Artifact,Weak,,,38,1.36,0,1.58,0.23,Compound,None,,,59,-0.04,0,0.7,0.05,Artifact,Weak,,
18,2.68,0.1,1.34,2.13,Solvent,Weak + C13_Sat,,,39,1.34,0,0.57,0.04,Artifact,Weak,,,60,-0.67,0,0.79,0.06,Artifact,Weak,,
19,2.67,0.3,1.39,5.99,Solvent,Weak + C13_Sat,,,40,1.3,0,1.81,0.28,Compound,None,,,61,-3.28,0,0.45,0.03,Artifact,Weak,,
20,2.67,0.5,1.39,8.94,Solvent,Weak + C13_Sat,,,41,1.28,0,0.98,0.22,Compound,None,,,62,-3.41,0,0.44,0.02,Artifact,Weak,,
21,2.66,0.3,1.39,5.84,Solvent,Weak + C13_Sat,,,42,1.26,0,1.26,0.35,Compound,None,,,,,,,,,,,
