,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.13,0,0.54,0.04,Artifact,Weak,,,23,2.68,0.1,1.45,2.23,Solvent,Weak + C13_Sat,,,45,1.28,0,0.59,0.06,Artifact,Weak,,
2,12.79,0,0.47,0.03,Artifact,Weak,,,24,2.67,0.3,1.5,6.08,Solvent,Weak + C13_Sat,,,46,1.26,0,1.38,0.28,Compound,None,,
3,12.45,0,0.54,0.03,Artifact,Weak,,,25,2.67,0.5,1.6,9.73,Solvent,Weak + C13_Sat,,,47,1.24,0,9.53,5.41,Compound,None,,
4,11.44,0,0.87,0.05,Artifact,Weak,,,26,2.66,0.3,1.5,6.32,Solvent,Weak + C13_Sat,,,48,1.23,0.3,2.78,9.01,Compound,None,,
5,11.26,0,0.42,0.03,Artifact,Weak,,,27,2.66,0.1,1.26,1.63,Solvent,Weak + C13_Sat,,,49,1.22,0,1.03,0.1,Compound,None,,
6,10.57,0,0.65,0.05,Artifact,Weak,,,28,2.52,0.3,1.5,6.01,Solvent,Weak,,,50,1.19,0,2.59,0.31,Compound,None,,
7,10.2,0,2.13,0.21,Artifact,Weak,,,29,2.51,0.7,12.2,85.69,Solvent,Weak,,,51,1.16,0,2.05,0.25,Compound,None,,
8,9,0,0.54,0.03,Artifact,Weak,,,30,2.51,26.1,1.5,469.54,Solvent,None,,,52,1.15,0,0.69,0.13,Compound,None,,
9,8.46,0,1.02,0.09,Artifact,Weak,,,31,2.5,58.5,1.5,1057.46,Solvent,None,,,53,1.15,0.1,1.82,1.79,Compound,None,,
10,8.32,0,1.04,0.17,Compound,None,,,32,2.5,83.8,1.57,1562.89,Solvent,None,,,54,1.14,0.2,2.37,4.55,Compound,None,,
11,7.71,0,0.65,0.05,Artifact,Weak,,,33,2.5,59.4,1.54,1145.59,Solvent,None,,,55,1.08,0,1.31,0.09,Artifact,Weak,,
12,7.51,0,0.9,0.08,Artifact,Weak,,,34,2.49,21.4,1.27,276.87,Solvent,None,,,56,0.98,0,1.1,0.07,Artifact,Weak,,
13,7.5,0,0.81,0.07,Artifact,Weak,,,35,2.34,0.1,1.47,2.62,Solvent,Weak + C13_Sat,,,57,0.85,0,1.93,0.86,Compound,None,,
14,7.28,0,0.49,0.02,Artifact,Weak,,,36,2.33,0.3,1.5,6.48,Solvent,Weak + C13_Sat,,,58,0.83,0,2.78,0.57,Compound,None,,
15,6.52,0.1,1.48,1.12,Compound,None,,,37,2.33,0.5,1.5,8.97,Solvent,Weak + C13_Sat,,,59,0.82,0,36.96,10.14,Compound,None,,
16,6.29,0,2.03,0.97,Compound,None,,,38,2.32,0.3,1.43,5.52,Solvent,Weak + C13_Sat,,,60,0.47,0,0.51,0.04,Artifact,Weak,,
17,5.27,0,0.63,0.05,Artifact,Weak,,,39,2.32,0.1,1.41,2.01,Solvent,Weak + C13_Sat,,,61,0.17,0,0.74,0.07,Artifact,Weak,,
18,4.41,0,0.53,0.05,Artifact,Weak,,,40,2.22,0,1.51,0.16,Compound,None,,,62,0.13,0,0.74,0.05,Artifact,Weak,,
19,3.55,0,1.25,0.11,Artifact,Weak,,,41,2.21,0,1.31,0.14,Compound,None,,,63,0.07,0.1,1.81,1.96,Compound,None,,
20,3.53,0,0.73,0.06,Artifact,Weak,,,42,2.15,0,0.58,0.05,Artifact,Weak,,,64,-0.52,0,0.64,0.04,Artifact,Weak,,
21,3.51,0,2.93,0.23,Artifact,Weak,,,43,1.9,0,2.15,0.65,Compound,None,,,,,,,,,,,
22,3.25,0,1.02,0.09,Artifact,Weak,,,44,1.3,0,1.26,0.17,Compound,None,,,,,,,,,,,
