,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,8.38,0,7.05,5.04,Compound,None,,,30,3.9,0,1.52,0.37,Artifact,Weak,,,59,2.32,0.1,1.05,1.68,Solvent,Weak + C13_Sat,,,88,1.72,0.1,0.87,1.6,Compound,None,,,117,0.98,0,1,0.36,Compound,None,,
2,8.34,0,10.95,0.9,Compound,None,,,31,3.83,0,1.4,0.16,Artifact,Weak,,,60,2.3,0.1,0.6,0.73,Compound,None,,,89,1.63,0,1.93,0.16,Artifact,Weak,,,118,0.97,0,1.88,0.68,Compound,None,,
3,7.97,0,0.87,0.25,Impurity,None,,,32,3.79,0,1.48,0.16,Artifact,Weak,,,61,2.23,0.1,1.86,1.24,Compound,None,,,90,1.48,0,26.31,4.75,Compound,None,,,119,0.97,0,0.79,0.13,Impurity,Weak,,
4,7.92,0,3.84,0.56,Compound,None,,,33,3.73,0.1,80.81,98.24,Artifact,Weak,,,62,2.22,0,3.46,2.34,Compound,None,,,91,1.46,0,0.66,0.05,Artifact,Weak,,,120,0.96,0,0.69,0.04,Artifact,Weak,,
5,7.9,0,3.99,0.72,Compound,None,,,34,3.54,0.1,2.49,2.43,Artifact,Weak,,,63,2.21,0,8.84,2.66,Compound,None,,,92,1.36,0,1.11,0.15,Impurity,Weak,,,121,0.92,0,0.96,0.06,Artifact,Weak,,
6,7.4,0.1,0.76,0.71,Compound,None,,,35,3.44,0.5,100.45,631.1,Artifact,Weak,,,64,2.2,0,1.39,0.24,Impurity,None,,,93,1.32,0,1.14,0.13,Impurity,Weak,,,122,0.9,0,1.32,0.49,Compound,None,,
7,7.39,0,1.07,0.24,Compound,None,,,36,3.13,0.2,1.94,5.46,Artifact,Weak,,,65,2.19,0,1.99,0.66,Compound,None,,,94,1.3,0,1.14,0.16,Impurity,Weak,,,123,0.89,0,1.47,0.73,Compound,None,,
8,7.38,0.1,0.74,0.73,Compound,None,,,37,3.11,0.1,2.1,1.5,Artifact,Weak,,,66,2.18,0,2.34,0.97,Compound,None,,,95,1.28,0,0.85,0.13,Compound,None,,,124,0.87,0,2.3,0.35,Compound,None,,
9,7.26,0,4.02,0.49,Compound,None,,,38,3.1,0.1,2.13,3.43,Artifact,Weak,,,67,2.17,0,1.91,0.6,Compound,None,,,96,1.26,0,11.1,7.83,Compound,None,,,125,0.87,0,7.4,1.6,Compound,None,,
10,7.25,0,1.03,0.39,Compound,None,,,39,3.09,0,1.9,0.65,Artifact,Weak,,,68,2.16,0,4.27,0.94,Compound,None,,,97,1.24,0,4.69,1.89,Compound,None,,,126,0.85,0.1,4.16,3.28,Compound,None,,
11,7.24,0,1.82,1.04,Compound,None,,,40,2.68,0.1,1.11,1.76,Solvent,Weak + C13_Sat,,,69,2.12,0,2.44,0.51,Impurity,None,,,98,1.23,0.3,3,11.79,Compound,None,,,127,0.84,0,1.42,0.3,Compound,None,,
12,7.22,0,2.32,0.27,Impurity,Weak,,,41,2.67,0.4,1.18,5.72,Solvent,Weak + C13_Sat,,,70,2.09,0,1.33,0.58,Impurity,None,,,99,1.18,0,1.15,0.1,Artifact,Weak,,,128,0.83,0.1,29.13,22.3,Compound,None,,
13,7.21,0,1.95,0.27,Impurity,None,,,42,2.67,0.5,1.29,8.89,Solvent,Weak + C13_Sat,,,71,2.08,0,1.38,0.11,Impurity,Weak,,,100,1.16,0,0.87,0.1,Impurity,Weak,,,129,0.44,0,1.74,0.18,Artifact,Weak,,
14,6.81,0,2.05,0.16,Artifact,Weak,,,43,2.66,0.3,1.14,4.95,Solvent,Weak + C13_Sat,,,72,2.06,0,2.95,0.71,Compound,None,,,101,1.15,0,0.75,0.14,Impurity,None,,,130,0.21,0,2.09,0.19,Compound,Weak + C13_Sat,,
15,6.01,0,0.62,0.18,Impurity,None,,,44,2.66,0.1,1.08,1.68,Solvent,Weak + C13_Sat,,,73,1.9,0.5,1.4,9.01,Compound,None,,,102,1.15,0.1,1.38,1.03,Compound,None,,,131,0.12,0.1,0.98,0.73,CS Reference,Weak + C13_Sat,,
16,5.79,0,2.77,0.41,Impurity,None,,,45,2.6,0.1,18.46,15.81,Compound,None,,,74,1.89,0,1.28,0.64,Compound,None,,,103,1.15,0.1,1.84,3.5,Compound,None,,,132,0.08,0,0.75,0.21,Compound,None,,
17,5.45,0.1,0.69,0.69,Compound,None,,,46,2.52,0.4,1.25,7.35,Solvent,Weak,,,75,1.89,0.1,1.7,1.5,Compound,None,,,104,1.14,0.1,1.91,2.79,Compound,None,,,133,0.07,1.7,1.52,31.38,Compound,None,,
18,5.43,0.1,0.76,0.73,Compound,None,,,47,2.52,0.3,0.82,3.62,Solvent,Weak,,,76,1.88,0.1,1.88,1.74,Compound,None,,,105,1.11,0.1,1.3,0.91,Compound,None,,,134,0.06,0,1.61,0.73,Compound,None,,
19,5.39,0,16.01,5.13,Compound,None,,,48,2.51,23.3,1.04,288.57,Solvent,None,,,77,1.87,0,1.41,0.71,Compound,None,,,106,1.09,0,1.32,0.13,Impurity,Weak,,,135,0.05,0,1.41,0.34,Compound,None,,
20,5.32,0,11.3,1.05,Compound,None,,,49,2.5,61.7,1.38,1137.1,Solvent,None,,,78,1.87,0,1.59,0.55,Compound,None,,,107,1.09,0.1,114.21,141.68,Compound,None,,,136,0,0,3.63,0.33,CS Reference,Weak,,
21,5.11,0,34.5,18.31,Compound,None,,,50,2.5,86.4,1.17,1311.48,Solvent,None,,,79,1.86,0,1.05,0.17,Compound,None,,,108,1.06,0,0.93,0.54,Compound,None,,,137,-0.01,0,0.75,0.09,CS Reference,Weak,,
22,4.96,0,7.02,1.1,Compound,None,,,51,2.5,58.4,1.14,841.92,Solvent,None,,,80,1.84,0,0.8,0.15,Compound,None,,,109,1.06,0,1.48,0.13,Compound,Weak,,,138,-0.02,0.4,0.71,3.52,CS Reference,None,,
23,4.87,0,3.66,0.71,Compound,None,,,52,2.49,24,1.13,324.88,Solvent,None,,,81,1.84,0,0.62,0.09,Impurity,Weak,,,110,1.05,0,1.14,0.13,Compound,Weak,,,139,-0.03,14.7,0.76,128.48,CS Reference,None,,
24,4.86,0,1.33,0.13,Artifact,Weak,,,53,2.38,0,0.71,0.07,Artifact,Weak,,,82,1.82,0,25.83,18.41,Compound,None,,,111,1.04,0.1,1.67,1.51,Compound,None,,,140,-0.03,0.2,5.12,15.07,CS Reference,Weak,,
25,4.79,0,15.05,7.93,Compound,None,,,54,2.36,0,3.25,0.46,Impurity,None,,,83,1.79,0,0.81,0.14,Impurity,None,,,112,1.02,0,2.1,0.79,Compound,None,,,141,-0.04,0.4,0.63,2.82,CS Reference,None,,
26,4.75,0,29.83,19.28,Compound,None,,,55,2.34,0.1,1.09,1.93,Solvent,Weak + C13_Sat,,,84,1.79,0,1.09,0.14,Impurity,Weak,,,113,1.02,0,4.71,1.35,Compound,None,,,142,-0.08,0,1.45,0.2,Compound,Weak + C13_Sat,,
27,4.67,0,11.8,1.24,Compound,None,,,56,2.33,0.3,1.14,4.86,Solvent,Weak + C13_Sat,,,85,1.78,0,1.11,0.54,Impurity,None,,,114,1,0,0.9,0.17,Compound,None,,,143,-0.18,0.1,0.96,0.72,CS Reference,Weak + C13_Sat,,
28,4.37,0,27.55,6.94,Compound,None,,,57,2.33,0.5,1.29,8.01,Solvent,Weak + C13_Sat,,,86,1.76,0,0.44,0.04,Artifact,Weak,,,115,1,0,1.71,0.32,Compound,None,,,144,-1.04,0,0.7,0.08,Artifact,Weak,,
29,4.12,0,4.83,0.41,Artifact,Weak,,,58,2.32,0.3,1.24,5.61,Solvent,Weak + C13_Sat,,,87,1.72,0.1,0.87,1.31,Compound,None,,,116,0.99,0,1.02,0.29,Compound,None,,,,,,,,,,,
