,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.29,0,0.48,0.03,Artifact,Weak,,,27,2.58,0.1,30.28,26.62,Artifact,Weak,,,53,1.26,0,1.42,0.3,Compound,None,,
2,14.41,0,0.53,0.04,Artifact,Weak,,,28,2.52,0.3,1.04,2.9,Solvent,Weak,,,54,1.23,0.3,3.87,13.87,Compound,None,,
3,13.43,0,0.46,0.04,Artifact,Weak,,,29,2.52,0.2,0.77,1.41,Solvent,Weak,,,55,1.19,0,0.92,0.08,Artifact,Weak,,
4,11.98,0,0.58,0.05,Artifact,Weak,,,30,2.51,24.4,1.25,363.94,Solvent,None,,,56,1.15,0.1,1.89,2.35,Compound,None,,
5,11.81,0,0.43,0.04,Impurity,Weak,,,31,2.5,58.8,1.49,1118.15,Solvent,None,,,57,1.15,0.1,1.98,4.04,Compound,None,,
6,11.6,0,0.53,0.04,Artifact,Weak,,,32,2.5,85.3,1.49,1588.82,Solvent,None,,,58,1.14,0.1,1.79,1.89,Compound,None,,
7,10.48,0,1.15,0.08,Artifact,Weak,,,33,2.5,56.6,1.39,942.82,Solvent,None,,,59,1.1,0,0.58,0.05,Artifact,Weak,,
8,10.2,0,1.21,0.14,Impurity,None,,,34,2.49,23.8,1.26,331.21,Solvent,None,,,60,1.09,0.1,1.08,0.81,Compound,None,,
9,9.48,0,0.63,0.04,Artifact,Weak,,,35,2.38,0,0.47,0.03,Artifact,Weak,,,61,1.07,0.1,1.06,0.87,Compound,None,,
10,9.23,0,0.55,0.04,Artifact,Weak,,,36,2.34,0.1,1.23,2.09,Solvent,Weak + C13_Sat,,,62,1.02,0,1.47,0.24,Compound,None,,
11,8.97,0,0.73,0.04,Artifact,Weak,,,37,2.33,0.3,1.35,5.64,Solvent,Weak + C13_Sat,,,63,1.01,0,1.21,0.09,Artifact,Weak,,
12,7.12,0.1,39.69,49.35,Compound,None,,,38,2.33,0.5,1.49,10.05,Solvent,Weak + C13_Sat,,,64,1,0,1.31,0.16,Compound,None,,
13,6.52,0.1,1.55,1.19,Compound,None,,,39,2.32,0.3,1.39,5.69,Solvent,Weak + C13_Sat,,,65,0.99,0,0.83,0.15,Impurity,None,,
14,6.29,0,1.47,0.66,Compound,None,,,40,2.32,0.1,1.27,1.85,Solvent,Weak + C13_Sat,,,66,0.94,0,0.52,0.04,Artifact,Weak,,
15,6.1,0,0.63,0.04,Artifact,Weak,,,41,2.29,0,1.14,0.15,Compound,None,,,67,0.85,0,1.76,0.66,Compound,None,,
16,5.75,0,3.47,0.21,Artifact,Weak,,,42,2.27,0,1.54,0.3,Compound,None,,,68,0.84,0,28.15,18.51,Compound,None,,
17,5.43,0,2.61,0.25,Artifact,Weak,,,43,2.26,0,1.12,0.54,Compound,None,,,69,0.07,0,1.81,0.5,Compound,None,,
18,3.97,0,1.99,0.1,Artifact,Weak,,,44,2.24,0,0.98,0.19,Compound,None,,,70,-0.42,0,0.66,0.04,Artifact,Weak,,
19,3.59,0,0.4,0.03,Artifact,Weak,,,45,2.18,0,1.24,0.18,Impurity,None,,,71,-0.44,0,0.78,0.05,Artifact,Weak,,
20,3.51,0.1,1.82,2.37,Compound,None,,,46,2.16,0,1.25,0.13,Impurity,Weak,,,72,-0.75,0,1.04,0.09,Artifact,Weak,,
21,3.4,0,0.56,0.04,Artifact,Weak,,,47,2.08,0,0.58,0.04,Artifact,Weak,,,73,-0.94,0,0.32,0.03,Artifact,Weak,,
22,2.68,0.1,1.27,2.21,Solvent,Weak + C13_Sat,,,48,1.91,0,0.94,0.54,Compound,None,,,74,-1.81,0,0.59,0.06,Artifact,Weak,,
23,2.67,0.3,1.43,6.46,Solvent,Weak + C13_Sat,,,49,1.64,0,2.08,0.17,Artifact,Weak,,,75,-2.33,0,0.64,0.05,Artifact,Weak,,
24,2.67,0.5,1.49,9.84,Solvent,Weak + C13_Sat,,,50,1.63,0,1.73,0.14,Artifact,Weak,,,76,-2.43,0,0.69,0.05,Artifact,Weak,,
25,2.66,0.3,1.32,5.01,Solvent,Weak + C13_Sat,,,51,1.3,0,2.3,0.27,Compound,None,,,,,,,,,,,
26,2.66,0.1,1.38,2.44,Solvent,Weak + C13_Sat,,,52,1.28,0,1.25,0.13,Compound,None,,,,,,,,,,,
