,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.24,0,0.56,0.04,Artifact,Weak,,,24,2.99,0,30.9,8.35,Compound,None,,,47,1.83,0,29.51,5.82,Compound,None,,
2,14.41,0,0.48,0.04,Artifact,Weak,,,25,2.96,0.1,17.7,14.6,Compound,None,,,48,1.34,0,1.35,0.12,Artifact,Weak,,
3,13.3,0,0.98,0.06,Artifact,Weak,,,26,2.69,0,1.77,0.16,Artifact,Weak,,,49,1.3,0,2.19,0.4,Compound,None,,
4,12.47,0,0.5,0.03,Artifact,Weak,,,27,2.68,0.1,1.83,1.32,Solvent,Weak + C13_Sat,,,50,1.28,0,2.28,0.28,Compound,None,,
5,12.08,0,0.46,0.02,Artifact,Weak,,,28,2.67,0.3,3.16,9.72,Solvent,Weak + C13_Sat,,,51,1.26,0,2.75,0.65,Compound,None,,
6,11.45,0,0.63,0.04,Artifact,Weak,,,29,2.67,0.5,3.51,19.89,Solvent,Weak + C13_Sat,,,52,1.24,0.1,4.44,4.9,Compound,None,,
7,11.04,0,0.59,0.05,Artifact,Weak,,,30,2.66,0.2,2.57,6.3,Solvent,Weak + C13_Sat,,,53,1.15,0,4.66,1.11,Compound,None,,
8,10.9,0,0.97,0.08,Artifact,Weak,,,31,2.66,0,1.51,0.7,Solvent,Weak + C13_Sat,,,54,1.11,0,0.64,0.05,Artifact,Weak,,
9,10.2,0,2.89,0.23,Impurity,Weak,,,32,2.51,16,2.05,407.76,Solvent,None,,,55,1.09,0,48.03,8.54,Compound,None,,
10,8.84,0,0.65,0.06,Artifact,Weak,,,33,2.51,49.4,2.81,1483.69,Solvent,None,,,56,1.05,0,7.39,0.55,Artifact,Weak,,
11,7.14,0,0.67,0.05,Artifact,Weak,,,34,2.5,79,2.95,2640.95,Solvent,None,,,57,1.02,0,5.96,1.03,Compound,None,,
12,7,0.1,82.76,66.25,Compound,None,,,35,2.49,41.3,2.51,1212.65,Solvent,None,,,58,0.87,0,2.32,0.27,Compound,Weak,,
13,6.97,0,0.93,0.07,Artifact,Weak,,,36,2.49,10.6,1.45,143.66,Solvent,None,,,59,0.85,0,4.86,1.09,Compound,None,,
14,6.95,0,28.74,2.35,Compound,None,,,37,2.45,0,13.73,6.65,Artifact,Weak,,,60,0.83,0,12.59,2.64,Compound,None,,
15,6.57,0,0.61,0.04,Artifact,Weak,,,38,2.43,0.1,19.27,13.11,Artifact,Weak,,,61,0.81,0,20.06,5.98,Compound,None,,
16,6.52,0,1.6,0.2,Impurity,None,,,39,2.41,0.1,151.15,219.33,Artifact,Weak,,,62,0.81,0,0.31,0.02,Artifact,Weak,,
17,6.12,0,0.65,0.05,Artifact,Weak,,,40,2.34,0.1,2.18,2.22,Solvent,Weak + C13_Sat,,,63,0.08,0,0.8,0.06,Artifact,Weak,,
18,5.03,0,0.47,0.05,Impurity,Weak,,,41,2.33,0.2,2.76,7.8,Solvent,Weak + C13_Sat,,,64,0.07,0,2.75,1,Compound,None,,
19,4.45,0,0.69,0.04,Artifact,Weak,,,42,2.33,0.5,3.31,17.03,Solvent,Weak + C13_Sat,,,65,-0.61,0,0.46,0.03,Artifact,Weak,,
20,3.84,0,84.37,14.56,Compound,None,,,43,2.32,0.2,2.45,6.03,Solvent,Weak + C13_Sat,,,66,-0.85,0,0.76,0.06,Artifact,Weak,,
21,3.79,0,13.88,2.23,Compound,None,,,44,2.32,0.1,1.45,0.85,Solvent,Weak + C13_Sat,,,67,-2.53,0,0.74,0.05,Artifact,Weak,,
22,3.51,0,5.05,0.44,Artifact,Weak,,,45,2.18,0,0.98,0.1,Impurity,Weak,,,,,,,,,,,
23,3.4,0.1,47.63,98.6,Artifact,Weak,,,46,1.91,0,2.29,0.27,Impurity,None,,,,,,,,,,,
