,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,10.21,0,4.44,1.07,Impurity,Weak,,,24,2.51,16.9,1.47,289.47,Solvent,None,,,47,1.75,0,1.74,0.56,Impurity,Weak,,
2,8.34,0,2.73,0.98,Impurity,Weak,,,25,2.5,51.9,2.18,1516.49,Solvent,None,,,48,1.5,0,0.52,0.05,Artifact,Weak,,
3,7.9,0,0.77,0.08,Artifact,Weak,,,26,2.5,76.6,2.1,2161.81,Solvent,None,,,49,1.47,0,23.07,4.31,Impurity,Weak,,
4,7.66,0.1,209.49,136.65,Compound,None,,,27,2.5,46.7,1.82,1088.79,Solvent,None,,,50,1.36,0,2.19,0.32,Impurity,Weak,,
5,7.32,0.9,45.96,442.61,Compound,None,,,28,2.49,16.5,1.4,239.11,Solvent,None,,,51,1.27,0,71.69,41.45,Compound,None,,
6,7.31,0.7,98.41,716.57,Compound,None,,,29,2.39,0,28.84,8.17,Artifact,Weak,,,52,1.25,0.1,3.24,2.66,Impurity,None,,
7,6.53,0,3.77,0.71,Impurity,Weak,,,30,2.35,0,1.91,0.69,Impurity,Weak,,,53,1.23,0.3,3.68,16.23,Impurity,None,,
8,5.5,0,13.58,4.2,Impurity,Weak,,,31,2.34,0.4,1.46,7.49,Impurity,None,,,54,1.18,0,82.65,9.16,Impurity,Weak,,
9,4.85,0.2,291.2,637.85,Compound,None,,,32,2.34,0.1,1.69,2.34,Solvent,Weak + C13_Sat,,,55,1.14,0.2,4.41,11.56,Impurity,None,,
10,4.24,0,1.37,0.15,Artifact,Weak,,,33,2.33,0.2,1.84,5.87,Solvent,Weak + C13_Sat,,,56,1.12,0.3,84.5,322.87,Compound,None,,
11,4.15,0,1.48,0.15,Artifact,Weak,,,34,2.33,0.4,2.28,13.12,Solvent,Weak + C13_Sat,,,57,1.11,0.1,4.63,4.39,Compound,None,,
12,4.14,0,2.64,0.32,Artifact,Weak,,,35,2.32,0.2,1.7,5.14,Solvent,Weak + C13_Sat,,,58,1.07,0,1.56,0.83,Impurity,Weak,,
13,3.5,0.3,2.87,9.12,Artifact,Weak,,,36,2.32,0.1,1.49,1.4,Solvent,Weak + C13_Sat,,,59,1.05,0.1,66.79,62.72,Compound,None,,
14,3.12,0.1,3.06,3.42,Artifact,Weak,,,37,2.22,0,1.37,0.1,Artifact,Weak,,,60,1.02,0,3.11,2.16,Impurity,Weak,,
15,2.75,0,1.3,0.47,Artifact,Weak,,,38,2.21,0,1.71,0.21,Artifact,Weak,,,61,1.01,0,2.39,0.74,Impurity,Weak,,
16,2.74,0,2.27,0.22,Artifact,Weak,,,39,2.09,0,1.14,0.13,Artifact,Weak,,,62,1,0,2.43,0.98,Impurity,Weak,,
17,2.68,0.1,1.54,1.76,Solvent,Weak + C13_Sat,,,40,2.08,0,2.82,1.11,Impurity,Weak,,,63,0.99,0,1.82,0.41,Impurity,Weak,,
18,2.67,0.3,2.05,7.34,Solvent,Weak + C13_Sat,,,41,2.07,0,2.19,0.4,Artifact,Weak,,,64,0.87,0,2.3,0.3,Impurity,Weak,,
19,2.67,0.4,2.13,11.81,Solvent,Weak + C13_Sat,,,42,2.06,0,2.05,0.48,Impurity,Weak,,,65,0.86,0,6.63,2.65,Impurity,Weak,,
20,2.66,0.2,1.76,5.37,Solvent,Weak + C13_Sat,,,43,2.05,0,1.81,0.53,Impurity,Weak,,,66,0.85,0,2.68,1.32,Impurity,Weak,,
21,2.66,0.1,1.55,1.65,Solvent,Weak + C13_Sat,,,44,2.03,0,17.43,7.26,Impurity,None,,,67,0.73,0,43.71,3.32,Artifact,Weak,,
22,2.61,0.1,50.28,39.03,Artifact,Weak,,,45,1.87,0.1,7.32,11.91,Impurity,None,,,68,0.06,0.1,2.06,2.15,Impurity,None,,
23,2.53,1.6,20.77,486.17,Compound,None,,,46,1.77,0,2.32,0.24,Artifact,Weak,,,,,,,,,,,
