,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.69,0,0.69,0.05,Artifact,Weak,,,27,2.49,24.1,1.17,328.8,Solvent,None,,,53,1.05,0,5.96,0.75,Compound,None,,
2,15.38,0,0.8,0.06,Artifact,Weak,,,28,2.34,0.2,1.23,2.39,Solvent,Weak + C13_Sat,,,54,1.02,0,7.52,1.04,Compound,None,,
3,14.66,0,0.53,0.04,Artifact,Weak,,,29,2.33,0.3,1.14,4.56,Solvent,Weak + C13_Sat,,,55,1.01,0,1.46,0.34,Compound,None,,
4,12.11,0,0.59,0.03,Artifact,Weak,,,30,2.33,0.5,1.36,8.74,Solvent,Weak + C13_Sat,,,56,1.01,0,0.96,0.09,Impurity,Weak,,
5,9.18,0,1.06,0.05,Artifact,Weak,,,31,2.32,0.3,1.23,5.39,Solvent,Weak + C13_Sat,,,57,1,0,0.62,0.07,Impurity,Weak,,
6,8.38,0,0.47,0.03,Artifact,Weak,,,32,2.32,0.1,1.12,1.73,Solvent,Weak + C13_Sat,,,58,1,0,1.76,0.3,Impurity,None,,
7,8.19,0,0.67,0.04,Artifact,Weak,,,33,2.29,0,0.75,0.11,Impurity,Weak,,,59,0.99,0,0.83,0.13,Impurity,None,,
8,7.09,0,0.54,0.04,Artifact,Weak,,,34,2.21,0,3.77,0.24,Artifact,Weak,,,60,0.98,0,0.96,0.13,Impurity,Weak,,
9,6.06,0,0.85,0.07,Artifact,Weak,,,35,2.19,0,1.83,0.19,Impurity,Weak,,,61,0.97,0,2.68,0.4,Impurity,None,,
10,5.81,0,0.59,0.04,Artifact,Weak,,,36,2.17,0,1.3,0.21,Impurity,None,,,62,0.85,0,1.77,0.36,Compound,None,,
11,5.4,0,10.84,1.55,Compound,None,,,37,2.16,0,1.05,0.09,Artifact,Weak,,,63,0.84,0,39.46,21.43,Compound,None,,
12,3.47,0.4,70.09,421.07,Artifact,Weak,,,38,2.11,0,0.35,0.02,Artifact,Weak,,,64,0.12,0.1,1.11,0.85,CS Reference,Weak + C13_Sat,,
13,3.42,1.2,24.92,366.58,Compound,None,,,39,2.08,0,0.65,0.04,Artifact,Weak,,,65,0.1,0,1.42,0.09,Artifact,Weak,,
14,3.27,0.1,44.04,49.57,Artifact,Weak,,,40,1.9,0.1,1.03,0.93,Compound,None,,,66,0.07,0.1,2.03,1.32,Compound,None,,
15,3.17,0,0.61,0.06,Artifact,Weak,,,41,1.54,0,0.3,0.02,Artifact,Weak,,,67,0.05,0,4.01,0.34,Artifact,Weak,,
16,2.68,0.1,1.13,1.85,Solvent,Weak + C13_Sat,,,42,1.51,0,4.75,0.64,Compound,None,,,68,0.01,0,1.06,0.06,CS Reference,Weak,,
17,2.67,0.3,1.23,5.13,Solvent,Weak + C13_Sat,,,43,1.36,0,1.27,0.1,Impurity,Weak,,,69,0,0,0.81,0.29,CS Reference,Weak,,
18,2.67,0.5,1.48,9.28,Solvent,Weak + C13_Sat,,,44,1.3,0,1.71,0.14,Artifact,Weak,,,70,-0.01,0,6.41,1.19,CS Reference,Weak,,
19,2.66,0.3,1.14,4.68,Solvent,Weak + C13_Sat,,,45,1.28,0,1.12,0.12,Impurity,Weak,,,71,-0.02,0.3,1.48,6.89,CS Reference,None,,
20,2.66,0.1,1.21,1.99,Solvent,Weak + C13_Sat,,,46,1.26,0,1.25,0.28,Impurity,None,,,72,-0.03,14.1,0.79,130.93,CS Reference,None,,
21,2.52,0.3,1.28,6.41,Solvent,Weak,,,47,1.23,0.2,3.06,7.3,Compound,None,,,73,-0.04,0.4,0.84,4.13,CS Reference,None,,
22,2.52,0.2,0.67,1.72,Solvent,Weak,,,48,1.16,0,1.35,0.13,Compound,Weak,,,74,-0.06,0,0.74,0.05,CS Reference,Weak,,
23,2.51,23.7,1.14,306.13,Solvent,None,,,49,1.15,0.1,1.84,1.55,Compound,None,,,75,-0.06,0,31.49,3.1,CS Reference,Weak,,
24,2.5,56.8,1.26,905.29,Solvent,None,,,50,1.14,0.2,2.18,5.32,Compound,None,,,76,-0.11,0,0.58,0.04,Artifact,Weak,,
25,2.5,90.2,1.31,1589.98,Solvent,None,,,51,1.11,0,0.91,0.07,Artifact,Weak,,,77,-0.18,0.1,1.01,0.72,CS Reference,Weak + C13_Sat,,
26,2.5,57.2,1.14,810.49,Solvent,None,,,52,1.09,0,26.18,4.24,Compound,None,,,78,-0.94,0,0.57,0.03,Artifact,Weak,,
