,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,10.2,0.1,2.65,2.37,Compound,None,,,31,4.79,0,2.02,0.47,Compound,None,,,61,3.8,0,2.92,1.83,Compound,None,,,91,2.68,0.1,1.43,2.56,Solvent,Weak + C13_Sat,,,121,1.82,0,1.95,0.25,Artifact,Weak,,
2,8.31,0,32.7,10.78,Compound,None,,,32,4.76,0.1,8.99,17.54,Compound,None,,,62,3.78,0,2.56,0.35,Compound,None,,,92,2.67,0.3,1.55,6.47,Solvent,Weak + C13_Sat,,,122,1.78,0,2.64,1.48,Compound,None,,
3,8.05,0.1,4.02,3.49,Compound,None,,,33,4.75,0.1,5.97,5.02,Compound,None,,,63,3.77,0,3.7,0.68,Compound,None,,,93,2.67,0.5,1.61,9.84,Solvent,Weak + C13_Sat,,,123,1.77,0,2.8,0.83,Compound,None,,
4,7.44,0,8.89,1.35,Artifact,Weak,,,34,4.67,0,2.13,0.58,Compound,None,,,64,3.67,0,1.89,0.6,Compound,None,,,94,2.66,0.3,1.45,5.79,Solvent,Weak + C13_Sat,,,124,1.76,0,1.7,0.21,Artifact,Weak,,
5,6.9,0,6.52,2.23,Compound,None,,,35,4.62,0.1,5.55,3.54,Compound,None,,,65,3.66,0,2.38,0.88,Compound,None,,,95,2.66,0.1,1.21,1.53,Solvent,Weak + C13_Sat,,,125,1.75,0,1.62,0.35,Compound,None,,
6,6.88,0,3.53,0.88,Compound,None,,,36,4.61,0,3.33,1.69,Compound,None,,,66,3.63,0,3.7,1.06,Compound,None,,,96,2.56,0.1,31.42,66.08,Artifact,Weak,,,126,1.48,0,22.87,7.11,Compound,None,,
7,6.81,0,1.87,0.27,Artifact,Weak,,,37,4.59,0,3.55,1.7,Compound,None,,,67,3.59,0,1.1,0.19,Artifact,Weak,,,97,2.53,0.7,17.03,147,Compound,None,,,127,1.33,0,1.84,0.36,Artifact,Weak,,
8,6.57,0.1,2.59,3.83,Compound,None,,,38,4.57,0,2.39,0.68,Compound,None,,,68,3.57,0.1,3.14,3.75,Compound,None,,,98,2.52,0.4,1.66,9.32,Solvent,Weak,,,128,1.3,0,2.13,0.49,Compound,None,,
9,6.55,0.1,2.65,4.25,Compound,None,,,39,4.5,0,1.89,0.4,Impurity,None,,,69,3.56,0.1,3.48,4.1,Compound,None,,,99,2.52,1.1,3.32,51.23,Solvent,Weak,,,129,1.28,0,1.48,0.37,Compound,None,,
10,6.2,0.1,2.87,3.74,Compound,None,,,40,4.48,0.1,4.01,3.04,Compound,None,,,70,3.55,0.1,10.14,8.99,Compound,None,,,100,2.51,24.9,1.49,476.37,Solvent,None,,,130,1.25,0.1,21.09,34.35,Compound,None,,
11,6.19,0.1,2.56,3.1,Compound,None,,,41,4.47,0.1,2.7,2.69,Compound,None,,,71,3.54,0.1,4.02,4.8,Compound,None,,,101,2.5,57.1,1.59,1184.2,Solvent,None,,,131,1.23,0.5,3.65,22.76,Compound,None,,
12,5.79,0.1,6.41,7.37,Compound,None,,,42,4.45,0.1,3.79,3.1,Compound,None,,,72,3.53,0,1.89,0.79,Compound,Weak,,,102,2.5,81.7,1.6,1646.79,Solvent,None,,,132,1.22,0,0.75,0.14,Artifact,Weak,,
13,5.6,0,2.13,0.54,Compound,None,,,43,4.44,0,2.72,1.46,Compound,None,,,73,3.52,0,3.49,1.03,Compound,Weak,,,103,2.5,57,1.49,1084.57,Solvent,None,,,133,1.15,0.2,3.79,8.76,Compound,None,,
14,5.4,0,41.27,10.62,Compound,None,,,44,4.42,0,2.63,1.37,Compound,None,,,74,3.47,0.1,2.37,1.32,Artifact,Weak,,,104,2.49,21.1,1.25,283.68,Solvent,None,,,134,1.11,0,4.84,1.97,Compound,None,,
15,5.29,0,3.42,1.24,Compound,None,,,45,4.41,0.1,7.04,6.59,Compound,None,,,75,3.44,0.1,3.53,3.18,Artifact,Weak,,,105,2.36,0,18.06,4,Compound,None,,,135,1.1,0,1.56,0.32,Compound,Weak,,
16,5.25,0,2.88,1.26,Compound,None,,,46,4.4,0.1,3.62,3.41,Compound,None,,,76,3.25,0.1,5.12,4.85,Artifact,Weak,,,106,2.34,0.1,1.39,2.34,Solvent,Weak + C13_Sat,,,136,1.08,0.1,2.86,2.51,Compound,None,,
17,5.23,0,3.29,1.4,Compound,None,,,47,4.36,0,2.5,0.52,Compound,None,,,77,3.13,0.1,5.11,4.97,Artifact,Weak,,,107,2.33,0.3,1.61,7.04,Solvent,Weak + C13_Sat,,,137,1.08,0,1.73,0.9,Compound,None,,
18,5.18,0.1,3.52,2.73,Compound,None,,,48,4.35,0.1,3.67,2.57,Compound,None,,,78,3.11,0.1,3.05,5.47,Compound,None,,,108,2.33,0.5,1.6,9.69,Solvent,Weak + C13_Sat,,,138,1.07,0.1,4.09,3.39,Compound,None,,
19,5.17,0,2.38,1.32,Compound,None,,,49,4.33,0.1,7.02,4.84,Compound,None,,,79,3.1,0.1,3.38,3.44,Compound,None,,,109,2.32,0.3,1.44,5.36,Solvent,Weak + C13_Sat,,,139,1.05,0,0.88,0.34,Compound,None,,
20,5.13,0,2.93,0.49,Compound,None,,,50,4.31,0,2.62,1.32,Compound,None,,,80,3.08,0,2.13,0.67,Compound,Weak,,,110,2.32,0.1,1.39,1.96,Solvent,Weak + C13_Sat,,,140,1.04,0,0.68,0.14,Compound,None,,
21,5.08,0,4.15,0.7,Artifact,Weak,,,51,4.28,0.1,1.82,1.44,Compound,None,,,81,3.08,0,2.4,0.77,Compound,None,,,111,2.3,0.1,3.01,2.16,Compound,None,,,141,1.02,0,3.71,1.11,Compound,None,,
22,5.06,0,1.87,0.46,Compound,None,,,52,4.26,0.1,3.37,2.98,Compound,None,,,82,3.06,0.1,2.5,1.6,Compound,None,,,112,2.29,0.1,1.05,1.35,Compound,None,,,142,1,0,0.98,0.15,Artifact,Weak,,
23,5.04,0,1.96,0.38,Compound,None,,,53,4.25,0.1,2.27,1.79,Compound,None,,,83,3.05,0,1.77,0.91,Compound,None,,,113,2.22,0,19.87,11.83,Compound,None,,,143,1,0,1.55,0.55,Compound,None,,
24,4.91,0.1,2.63,2.24,Compound,None,,,54,4.14,0.1,6.84,7.82,Compound,None,,,84,3.05,0,2.21,1.27,Compound,None,,,114,2.19,0,3.45,0.45,Artifact,Weak,,,144,0.98,0,0.97,0.33,Compound,None,,
25,4.9,0.1,3.26,5.15,Compound,None,,,55,4.12,0.1,3.9,3.12,Compound,None,,,85,3.04,0.1,2.98,3.83,Compound,None,,,115,2.17,0,4.88,1.78,Compound,None,,,145,0.85,0.1,2.15,1.9,Compound,None,,
26,4.89,0.1,2.43,1.9,Compound,None,,,56,4.01,0,1.54,0.19,Artifact,Weak,,,86,2.91,0,2.74,1.13,Compound,None,,,116,2.09,0.1,2.37,1.85,Compound,None,,,146,0.84,0,4.97,1.47,Compound,None,,
27,4.88,0.1,2.16,1.84,Compound,None,,,57,3.9,0,1.92,0.39,Compound,None,,,87,2.9,0,3.22,1.21,Compound,None,,,117,2.08,0,1.19,0.52,Compound,None,,,147,0.07,0.1,1.89,1.37,CS Reference,None,,
28,4.87,0.1,2.26,2.08,Compound,None,,,58,3.88,0,2.1,0.92,Compound,None,,,88,2.89,0,3.39,1.56,Compound,None,,,118,2.06,0,4.99,2.24,Compound,None,,,148,-0.06,0,1.11,0.31,Impurity,None,,
29,4.83,0.2,5.44,18.95,Compound,None,,,59,3.86,0,1.89,0.46,Compound,None,,,89,2.88,0,3.9,2.27,Compound,None,,,119,1.9,0.1,3.29,5.06,Compound,None,,,,,,,,,,,
30,4.81,0.2,3.03,5.86,Compound,None,,,60,3.81,0,5.74,1.73,Compound,None,,,90,2.75,0,1.31,0.23,Artifact,Weak,,,120,1.84,0,29.98,17.47,Compound,None,,,,,,,,,,,
