,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14.02,0,0.58,0.04,Artifact,Weak,,,22,2.67,0.3,1.59,6.57,Solvent,Weak + C13_Sat,,,43,1.3,0,2.23,0.64,Compound,None,,
2,12.86,0,0.72,0.06,Artifact,Weak,,,23,2.67,0.5,1.55,9.21,Solvent,Weak + C13_Sat,,,44,1.28,0,1.28,0.37,Compound,None,,
3,11.96,0,0.77,0.07,Artifact,Weak,,,24,2.66,0.3,1.58,6.28,Solvent,Weak + C13_Sat,,,45,1.26,0,1.71,0.93,Compound,None,,
4,10.8,0,0.61,0.05,Artifact,Weak,,,25,2.66,0.1,1.44,2.13,Solvent,Weak + C13_Sat,,,46,1.24,0.3,4.67,17.85,Compound,None,,
5,10.14,0,0.43,0.03,Artifact,Weak,,,26,2.6,0.1,32.46,18.18,Artifact,Weak,,,47,1.19,0,0.95,0.07,Artifact,Weak,,
6,7.39,0,0.81,0.08,Artifact,Weak,,,27,2.52,0.3,1.39,4.5,Solvent,Weak,,,48,1.17,0,1.46,0.12,Compound,None,,
7,6.52,0.1,1.34,1.9,Compound,None,,,28,2.51,25.3,1.56,476.87,Solvent,None,,,49,1.17,0,1.23,0.18,Compound,None,,
8,6.29,0,1.44,0.8,Compound,None,,,29,2.5,58.1,1.56,1097.57,Solvent,None,,,50,1.15,0.2,3.51,7.13,Compound,None,,
9,6.17,0,0.77,0.07,Artifact,Weak,,,30,2.5,84.9,1.57,1634.23,Solvent,None,,,51,1.05,0.1,3.64,4.02,Compound,None,,
10,6.14,0,0.81,0.07,Artifact,Weak,,,31,2.5,55.9,1.54,1000.5,Solvent,None,,,52,1.03,0.1,3.58,4.1,Compound,None,,
11,5.43,0,2.18,0.32,Compound,None,,,32,2.49,22.7,1.47,360.57,Solvent,None,,,53,1,0,1.15,0.1,Artifact,Weak,,
12,4.7,0,0.63,0.05,Artifact,Weak,,,33,2.39,0,34.82,2.84,Artifact,Weak,,,54,0.99,0,0.63,0.07,Impurity,Weak,,
13,4.62,0,1.08,0.1,Artifact,Weak,,,34,2.34,0.1,1.56,2.48,Solvent,Weak + C13_Sat,,,55,0.86,0,4.06,1.02,Compound,None,,
14,4.3,0,0.87,0.06,Artifact,Weak,,,35,2.33,0.3,1.65,7.14,Solvent,Weak + C13_Sat,,,56,0.85,0,1.69,0.58,Compound,None,,
15,3.95,0,4.52,0.6,Compound,None,,,36,2.33,0.5,1.5,8.6,Solvent,Weak + C13_Sat,,,57,0.84,0,25.33,10.27,Compound,None,,
16,3.51,0.1,2.54,4.36,Compound,None,,,37,2.32,0.3,1.69,6.63,Solvent,Weak + C13_Sat,,,58,0.07,0,1.96,0.23,Compound,None,,
17,3.37,0,0.34,0.03,Artifact,Weak,,,38,2.32,0.1,1.45,2.02,Solvent,Weak + C13_Sat,,,59,0.03,0,0.75,0.06,CS Reference,Weak,,
18,3.35,0,1.13,0.18,Artifact,Weak,,,39,2.18,0,1.38,0.15,Artifact,Weak,,,60,-0.63,0,0.57,0.05,Artifact,Weak,,
19,3.14,0,0.61,0.05,Artifact,Weak,,,40,1.9,0,2.39,0.68,Compound,None,,,61,-0.98,0,0.57,0.04,Artifact,Weak,,
20,2.93,0,19.36,1.21,Artifact,Weak,,,41,1.36,0,1.54,0.21,Compound,None,,,,,,,,,,,
21,2.68,0.1,1.61,2.7,Solvent,Weak + C13_Sat,,,42,1.34,0,2.84,0.26,Artifact,Weak,,,,,,,,,,,
