,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.43,0,0.6,0.04,Artifact,Weak,,,22,2.97,0,0.71,0.04,Artifact,Weak,,,43,1.9,0,1.94,0.3,Compound,None,,
2,14.72,0,0.52,0.04,Artifact,Weak,,,23,2.68,0.1,1.42,2.4,Solvent,Weak + C13_Sat,,,44,1.46,0,0.88,0.05,Artifact,Weak,,
3,14.49,0,0.42,0.02,Artifact,Weak,,,24,2.67,0.3,1.52,6.66,Solvent,Weak + C13_Sat,,,45,1.36,0,1.47,0.1,Artifact,Weak,,
4,12.39,0,0.68,0.06,Artifact,Weak,,,25,2.67,0.5,1.51,9.59,Solvent,Weak + C13_Sat,,,46,1.3,0,1.94,0.3,Compound,None,,
5,12.17,0,0.54,0.04,Artifact,Weak,,,26,2.66,0.3,1.5,6.4,Solvent,Weak + C13_Sat,,,47,1.28,0,1.13,0.22,Compound,None,,
6,12.13,0,0.67,0.05,Artifact,Weak,,,27,2.66,0.1,1.3,2.16,Solvent,Weak + C13_Sat,,,48,1.26,0,1.33,0.36,Compound,None,,
7,12,0,0.57,0.04,Artifact,Weak,,,28,2.52,0.3,1.3,5.5,Solvent,Weak,,,49,1.24,0.2,4.07,8.87,Compound,None,,
8,10.98,0,0.55,0.04,Artifact,Weak,,,29,2.52,0.3,1.2,4.68,Solvent,Weak,,,50,1.15,0.2,2.62,4.75,Compound,None,,
9,10.92,0,0.45,0.03,Artifact,Weak,,,30,2.51,23.9,1.27,361.98,Solvent,None,,,51,1.14,0.1,2.08,1.79,Compound,None,,
10,10.2,0,0.56,0.05,Artifact,Weak,,,31,2.5,59,1.46,1098.78,Solvent,None,,,52,1.09,0,1.45,0.15,Compound,Weak,,
11,7.78,0,0.61,0.04,Artifact,Weak,,,32,2.5,84.6,1.46,1566.67,Solvent,None,,,53,1.05,0,3.19,0.53,Compound,None,,
12,7.36,0,0.7,0.05,Artifact,Weak,,,33,2.5,55.7,1.49,1010.28,Solvent,None,,,54,1.03,0,6.09,1.57,Compound,None,,
13,6.52,0.1,1.47,1.61,Compound,None,,,34,2.49,23.1,1.36,357.16,Solvent,None,,,55,0.98,0,0.59,0.05,Artifact,Weak,,
14,6.28,0.1,1.33,1,Compound,None,,,35,2.34,0.1,1.38,2.32,Solvent,Weak + C13_Sat,,,56,0.85,0,2.06,0.59,Compound,None,,
15,6.16,0,0.46,0.04,Artifact,Weak,,,36,2.33,0.3,1.41,6.23,Solvent,Weak + C13_Sat,,,57,0.84,0,3.1,0.48,Compound,None,,
16,5.94,0,0.6,0.06,Artifact,Weak,,,37,2.33,0.5,1.51,10.04,Solvent,Weak + C13_Sat,,,58,0.5,0,0.71,0.05,Artifact,Weak,,
17,5.4,0,1.12,0.12,Compound,None,,,38,2.32,0.3,1.38,5.38,Solvent,Weak + C13_Sat,,,59,0.07,0,1.94,0.52,Compound,None,,
18,5.4,0,1.08,0.09,Compound,None,,,39,2.32,0.1,1.4,2.25,Solvent,Weak + C13_Sat,,,60,-0.27,0,0.6,0.05,Artifact,Weak,,
19,4.18,0,0.61,0.04,Artifact,Weak,,,40,2.23,0,0.96,0.08,Artifact,Weak,,,61,-0.53,0,0.53,0.04,Artifact,Weak,,
20,3.51,0.1,1.94,1.47,Compound,None,,,41,2.22,0,1.26,0.14,Compound,None,,,62,-2.45,0,0.84,0.07,Artifact,Weak,,
21,3.42,0,0.44,0.03,Artifact,Weak,,,42,2.02,0,0.55,0.04,Artifact,Weak,,,,,,,,,,,
