,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,12.84,0,1,0.09,Artifact,Weak,,,23,2.66,0.2,2.03,6.36,Solvent,Weak + C13_Sat,,,45,1.77,0,50.53,23.49,Compound,None,,
2,10.21,0,3.3,1.75,Impurity,None,,,24,2.66,0.1,1.45,1.55,Solvent,Weak + C13_Sat,,,46,1.75,0,1.56,0.35,Impurity,Weak,,
3,8.34,0,2.09,1.46,Impurity,None,,,25,2.63,0,73.24,28.12,Artifact,Weak,,,47,1.44,0,1.87,0.14,Artifact,Weak,,
4,7.86,0,299.99,152.68,Compound,None,,,26,2.59,0.3,59,219.75,Artifact,Weak,,,48,1.29,0,1.59,0.16,Artifact,Weak,,
5,7.64,0.1,114.81,79.01,Compound,None,,,27,2.51,15.6,1.46,275.13,Solvent,None,,,49,1.25,0,4.25,1.44,Impurity,None,,
6,7.35,1.2,28.7,361.76,Compound,None,,,28,2.5,45.6,2.26,1395.2,Solvent,None,,,50,1.23,0.3,4.35,15.25,Compound,None,,
7,7.34,3.2,27.05,1110.97,Compound,None,,,29,2.5,78.6,2.53,2617.67,Solvent,None,,,51,1.15,0.2,151.42,392.95,Compound,None,,
8,5.25,0,471.53,141.55,Compound,None,,,30,2.5,44.3,1.82,1013.13,Solvent,None,,,52,1.14,0.2,4.43,12.18,Compound,None,,
9,4.93,0.1,253.64,215.97,Compound,None,,,31,2.49,18.9,1.68,357.85,Solvent,None,,,53,1.12,0,5.83,1.17,Compound,None,,
10,3.82,0,8.69,2.07,Impurity,None,,,32,2.37,0.2,201.22,507.22,Artifact,Weak,,,54,1.11,0,5.66,2.75,Impurity,None,,
11,3.74,0.2,135.68,294.93,Artifact,Weak,,,33,2.33,0.4,2.94,13.97,Solvent,Weak + C13_Sat,,,55,1.11,0,3.53,1.46,Compound,None,,
12,3.5,0.2,2.83,6.12,Artifact,Weak,,,34,2.33,0.4,2.31,12.34,Solvent,Weak + C13_Sat,,,56,1.1,0,4.18,2,Compound,None,,
13,3.5,0.4,116.81,482.25,Artifact,Weak,,,35,2.32,0.3,2.07,7.06,Solvent,Weak + C13_Sat,,,57,1.09,0.1,83.94,75.51,Compound,None,,
14,3.45,0.6,47.15,403.65,Artifact,Weak,,,36,2.32,0.1,1.64,1.77,Solvent,Weak + C13_Sat,,,58,1.09,0,2.67,0.81,Impurity,None,,
15,3.45,0.2,6.65,14.85,Artifact,Weak,,,37,2.17,0,3.48,0.51,Impurity,Weak,,,59,1.08,0,3,1.77,Compound,None,,
16,3.26,0.3,117.02,466.51,Artifact,Weak,,,38,2.05,0,60.53,19.69,Compound,None,,,60,0.86,0.1,37.65,45.52,Compound,None,,
17,3.17,0,6.56,2.83,Artifact,Weak,,,39,2.03,0,38.79,14.04,Compound,None,,,61,0.85,0,3.25,1.34,Compound,None,,
18,3.12,0.1,3.4,3.74,Artifact,Weak,,,40,2,0,0.5,0.06,Artifact,Weak,,,62,0.82,0.1,18.04,12.89,Compound,None,,
19,2.75,0,1.58,0.21,Artifact,Weak,,,41,1.9,0,1.68,0.9,Impurity,None,,,63,0.8,0.1,45.74,34.65,Compound,None,,
20,2.68,0.1,1.52,1.14,Solvent,Weak + C13_Sat,,,42,1.85,0.1,60.24,97.12,Compound,None,,,64,0.06,0.2,2.32,5.25,CS Reference,None,,
21,2.67,0.3,2.26,7.86,Solvent,Weak + C13_Sat,,,43,1.84,0,20.2,8.65,Compound,None,,,65,-2.6,0,0.76,0.06,Artifact,Weak,,
22,2.67,0.4,2.44,13.51,Solvent,Weak + C13_Sat,,,44,1.81,0,11.11,2.41,Impurity,None,,,,,,,,,,,
