,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,10.2,0.1,5.3,4.54,Compound,None,,,23,2.66,0,1.32,0.51,Artifact,Weak,,,45,1.79,0.1,7.25,8.94,Compound,None,,
2,8.16,0,2.79,1.01,Impurity,None,,,24,2.51,31.1,3.53,1575.36,Solvent,None,,,46,1.77,0.1,3.39,3.69,Compound,None,,
3,7.68,0,1.08,0.11,Artifact,Weak,,,25,2.5,47.4,2.92,1916.37,Solvent,None,,,47,1.75,0,4.59,1.94,Compound,None,,
4,7.61,0,16.49,2.5,Impurity,Weak,,,26,2.5,63.4,2.96,2528.98,Solvent,None,,,48,1.31,0.1,78.63,58.36,Compound,None,,
5,7.56,0,1.37,0.22,Artifact,Weak,,,27,2.5,29.1,2.25,825.96,Solvent,None,,,49,1.3,0,3.71,1.76,Impurity,None,,
6,7.5,0,3.55,0.69,Impurity,Weak,,,28,2.4,0,37.05,25.25,Artifact,Weak,,,50,1.28,0,2.03,0.38,Impurity,Weak,,
7,7.08,0.1,41.14,51.46,Compound,None,,,29,2.36,0,33.34,18.28,Artifact,Weak,,,51,1.26,0.1,20.91,29.15,Compound,None,,
8,6.55,0,9.53,1.64,Artifact,Weak,,,30,2.34,0.2,3.07,5.68,Solvent,Weak + C13_Sat,,,52,1.24,0.4,5.36,29.03,Compound,None,,
9,6.54,0,7.36,1.62,Impurity,Weak,,,31,2.33,0.3,2.84,11.01,Solvent,Weak + C13_Sat,,,53,1.17,0,6.11,0.89,Artifact,Weak,,
10,6.51,0,0.68,0.09,Artifact,Weak,,,32,2.33,0.4,2.79,12.77,Solvent,Weak + C13_Sat,,,54,1.15,0.2,4.85,15.95,Compound,None,,
11,5.42,0,8.24,1.93,Impurity,Weak,,,33,2.32,0.2,2.06,4.47,Solvent,Weak + C13_Sat,,,55,1.12,0.5,84.72,488.19,Compound,None,,
12,4.94,0,205.46,148.77,Compound,None,,,34,2.32,0,1.22,0.55,Artifact,Weak,,,56,0.9,0,5.14,2.5,Impurity,None,,
13,4.88,0.1,152.4,292.6,Compound,None,,,35,2.3,0,2.38,1.05,Artifact,Weak,,,57,0.87,0,5.92,2.96,Compound,None,,
14,4.45,0,10.75,3.28,Impurity,None,,,36,2.18,0,2.62,0.5,Impurity,Weak,,,58,0.85,0.1,4.76,3.98,Compound,None,,
15,3.62,0.2,304.1,627.42,Artifact,Weak,,,37,2.16,0,1.03,0.16,Artifact,Weak,,,59,0.83,0.2,33.5,73.49,Compound,None,,
16,3.51,0.1,5.74,5.03,Artifact,Weak,,,38,2.05,0.1,29.19,26.02,Compound,None,,,60,0.81,0,3.39,0.88,Compound,None,,
17,3.43,0,21.94,5.72,Artifact,Weak,,,39,2.03,0,10.98,3.11,Compound,None,,,61,0.71,0,1.02,0.1,Artifact,Weak,,
18,3.25,1.7,64.29,1350.24,Artifact,Weak,,,40,2.02,0,25.85,14.06,Compound,None,,,62,0.12,0,50.88,11.29,Compound,None,,
19,2.68,0.2,3.83,8.84,Solvent,Weak + C13_Sat,,,41,1.91,0.1,2.33,1.19,Impurity,None,,,63,0.07,0.1,2.93,2.14,Impurity,None,,
20,2.67,0.3,2.79,10.01,Solvent,Weak + C13_Sat,,,42,1.86,0.2,63.56,157.51,Compound,None,,,64,-0.06,0,0.85,0.11,Artifact,Weak,,
21,2.67,0.4,3.11,15.65,Solvent,Weak + C13_Sat,,,43,1.85,0.1,6.54,11.99,Compound,None,,,,,,,,,,,
22,2.66,0.2,2.29,5.03,Solvent,Weak + C13_Sat,,,44,1.82,0.1,24.98,31.5,Compound,None,,,,,,,,,,,
