,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.59,0,1.61,0.15,Artifact,Weak,,,30,3.07,0,0.82,0.08,Compound,Weak,,,59,1.36,0,3.28,0.33,Artifact,Weak,,
2,12.04,0,0.94,0.07,Artifact,Weak,,,31,3.07,0,2.97,0.68,Compound,None,,,60,1.29,0,1.66,0.6,Compound,None,,
3,11.3,0,0.73,0.05,Artifact,Weak,,,32,2.68,0.1,1.44,2.12,Solvent,Weak + C13_Sat,,,61,1.28,0,1.34,0.37,Compound,None,,
4,10.2,0,0.74,0.09,Impurity,None,,,33,2.67,0.3,1.67,7.05,Solvent,Weak + C13_Sat,,,62,1.26,0,2.2,1.34,Compound,None,,
5,9.94,0,0.43,0.03,Artifact,Weak,,,34,2.67,0.5,1.59,9.47,Solvent,Weak + C13_Sat,,,63,1.25,0,3.15,1.04,Compound,None,,
6,8.39,0,9.2,3.5,Compound,None,,,35,2.66,0.3,1.58,6,Solvent,Weak + C13_Sat,,,64,1.24,0.2,3.28,10.23,Compound,None,,
7,7.55,0,0.57,0.05,Artifact,Weak,,,36,2.66,0.1,1.4,1.77,Solvent,Weak + C13_Sat,,,65,1.23,0.2,2.84,6.78,Compound,None,,
8,7.51,0,1.71,0.18,Compound,None,,,37,2.53,0.2,9.87,24.34,Artifact,Weak,,,66,1.17,0,2,0.19,Artifact,Weak,,
9,7.49,0,4.73,0.4,Compound,None,,,38,2.52,0.2,1.32,3.6,Artifact,Weak,,,67,1.14,0.2,3.39,7.07,Compound,None,,
10,7.08,0,3.44,0.47,Compound,None,,,39,2.51,21.8,1.34,339.24,Solvent,None,,,68,1.12,0,0.89,0.09,Artifact,Weak,,
11,6.52,0.2,1.29,2.95,Compound,None,,,40,2.5,56.9,1.67,1223.53,Solvent,None,,,69,1.08,0,1.43,0.47,Compound,None,,
12,6.3,0,1.47,0.52,Compound,None,,,41,2.5,83,1.61,1696.7,Solvent,None,,,70,1.05,0,5.58,1.35,Compound,None,,
13,5.81,0,0.59,0.05,Artifact,Weak,,,42,2.5,54.4,1.56,1053.85,Solvent,None,,,71,1.02,0,7.01,2.05,Compound,None,,
14,5.78,0,0.79,0.07,Artifact,Weak,,,43,2.49,20.4,1.42,300.94,Solvent,None,,,72,1,0,0.67,0.06,Artifact,Weak,,
15,5.52,0,4.39,0.28,Artifact,Weak,,,44,2.34,0.1,1.49,2.08,Solvent,Weak + C13_Sat,,,73,0.98,0,1.33,0.18,Impurity,None,,
16,5.41,0,9.5,1.1,Compound,None,,,45,2.33,0.3,1.61,6.32,Solvent,Weak + C13_Sat,,,74,0.97,0,3.06,0.26,Compound,None,,
17,5.25,0,0.45,0.03,Artifact,Weak,,,46,2.33,0.5,1.61,9.32,Solvent,Weak + C13_Sat,,,75,0.85,0,1.66,0.93,Compound,None,,
18,5.23,0,1.15,0.1,Impurity,Weak,,,47,2.32,0.3,1.67,6.78,Solvent,Weak + C13_Sat,,,76,0.84,0,15.98,9.03,Compound,None,,
19,4.58,0,7.86,0.7,Artifact,Weak,,,48,2.32,0.1,1.26,1.58,Solvent,Weak + C13_Sat,,,77,0.81,0,1.93,0.23,Compound,None,,
20,4.45,0,1.43,0.16,Impurity,None,,,49,2.29,0,0.61,0.04,Artifact,Weak,,,78,0.78,0,1.09,0.11,Compound,Weak,,
21,4.17,0,0.58,0.04,Artifact,Weak,,,50,2.22,0,1.36,0.1,Artifact,Weak,,,79,0.77,0,35.67,3.11,Compound,None,,
22,3.82,0,2.27,0.19,Artifact,Weak,,,51,2.21,0,2.36,0.25,Compound,None,,,80,0.07,0,1.31,0.16,Impurity,Weak,,
23,3.57,0,4.43,0.44,Compound,None,,,52,2.1,0,1.69,0.22,Compound,None,,,81,-0.16,0,0.51,0.04,Artifact,Weak,,
24,3.51,0.4,2.16,11.62,Compound,None,,,53,2.04,0,12.69,3.89,Compound,None,,,82,-0.29,0,0.36,0.02,Artifact,Weak,,
25,3.49,0,2.62,0.34,Compound,None,,,54,1.87,0,12.07,2.5,Compound,None,,,83,-0.63,0,0.69,0.05,Artifact,Weak,,
26,3.47,0,2.81,0.61,Compound,None,,,55,1.53,0,13.73,5.99,Compound,None,,,84,-1.38,0,0.89,0.07,Artifact,Weak,,
27,3.39,0,1.63,0.23,Artifact,Weak,,,56,1.48,0,1.82,0.15,Artifact,Weak,,,85,-1.44,0,0.57,0.04,Artifact,Weak,,
28,3.1,0,2.29,0.22,Compound,None,,,57,1.42,0,5.88,0.81,Compound,None,,,86,-1.5,0,0.55,0.04,Artifact,Weak,,
29,3.08,0,3.82,0.79,Compound,None,,,58,1.41,0,1.42,0.14,Artifact,Weak,,,87,-2.05,0,0.66,0.06,Artifact,Weak,,
