,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,10.21,0,3.21,1.69,Impurity,None,,,28,2.68,0.1,2.01,3.11,Solvent,Weak + C13_Sat,,,55,1.36,0,0.64,0.04,Artifact,Weak,,
2,8.34,0,1.57,0.66,Impurity,Weak,,,29,2.67,0.3,1.95,6.59,Solvent,Weak + C13_Sat,,,56,1.27,0,1.83,0.18,Artifact,Weak,,
3,8.16,0,7.73,1.04,Artifact,Weak,,,30,2.67,0.4,2.2,11.58,Solvent,Weak + C13_Sat,,,57,1.25,0,4.01,2.51,Impurity,None,,
4,7.62,0,562.43,51.57,Artifact,Weak,,,31,2.66,0.2,1.95,6.59,Solvent,Weak + C13_Sat,,,58,1.23,0.4,4.44,20.92,Compound,None,,
5,7.41,0.3,44.97,175.21,Compound,None,,,32,2.66,0.1,1.36,1.46,Solvent,Weak + C13_Sat,,,59,1.18,0,1.44,0.27,Impurity,Weak,,
6,7.32,1.2,60.72,853.47,Compound,None,,,33,2.62,0,59.03,24.61,Artifact,Weak,,,60,1.14,0.2,5.13,15.5,Compound,None,,
7,7.31,1,23.7,320.99,Compound,None,,,34,2.51,22.8,2.1,664.88,Solvent,None,,,61,1.12,0.1,8.74,8.86,Compound,None,,
8,6.83,0,5.19,0.68,Artifact,Weak,,,35,2.5,47.2,1.95,1271.59,Solvent,None,,,62,1.11,0,2.98,1.81,Compound,None,,
9,6.81,0,9.83,1.34,Artifact,Weak,,,36,2.5,79.4,2.32,2530.13,Solvent,None,,,63,1.11,0.2,1.52,4.86,Compound,None,,
10,5.49,0,335.87,54.75,Compound,None,,,37,2.5,41.8,1.69,893.74,Solvent,None,,,64,1.1,0,2.84,0.76,Impurity,Weak,,
11,4.89,0,31.68,8.38,Compound,None,,,38,2.49,17.5,1.55,307.93,Solvent,None,,,65,1.09,0.1,3.55,2.59,Impurity,None,,
12,4.84,0,29.74,5.75,Impurity,None,,,39,2.41,0,2.44,0.8,Artifact,Weak,,,66,1.09,0,3.63,1.24,Impurity,None,,
13,4.8,0,26.65,5.69,Impurity,None,,,40,2.34,0.1,2.13,3.39,Solvent,Weak + C13_Sat,,,67,1.08,0.1,2.28,2.4,Compound,None,,
14,4.76,0,10.31,1.19,Artifact,Weak,,,41,2.33,0.3,1.95,7.21,Solvent,Weak + C13_Sat,,,68,1.07,0,3.25,0.79,Impurity,Weak,,
15,4.72,0,112.42,50.32,Compound,None,,,42,2.33,0.5,2.2,14.49,Solvent,Weak + C13_Sat,,,69,1.06,0.1,45.03,63.41,Compound,None,,
16,4.23,0,3.02,0.32,Artifact,Weak,,,43,2.32,0.2,1.96,5.85,Solvent,Weak + C13_Sat,,,70,1.04,0,3.17,1,Impurity,Weak,,
17,4.19,0,3.75,0.32,Artifact,Weak,,,44,2.32,0.1,1.44,1.33,Solvent,Weak + C13_Sat,,,71,1.03,0,3.42,0.46,Impurity,Weak,,
18,3.99,0,2.19,0.29,Impurity,Weak,,,45,2.29,0,3.33,0.35,Artifact,Weak,,,72,1.02,0,2.79,0.67,Impurity,Weak,,
19,3.62,0.3,208.33,586.46,Compound,None,,,46,2.26,0,1.85,0.18,Artifact,Weak,,,73,1,0,3.39,0.38,Impurity,Weak,,
20,3.5,0.1,2.59,3.73,Artifact,Weak,,,47,2.18,0,2.19,0.46,Impurity,Weak,,,74,0.9,0,1.6,0.16,Artifact,Weak,,
21,3.49,0.1,34.6,63.7,Artifact,Weak,,,48,2.16,0,1.82,0.15,Artifact,Weak,,,75,0.88,0,3.42,0.79,Impurity,Weak,,
22,3.42,0.5,22.56,173.12,Artifact,Weak,,,49,2.08,0,1.37,0.42,Impurity,Weak,,,76,0.87,0.1,5.74,4.12,Impurity,None,,
23,3.27,0.2,82.64,251.75,Artifact,Weak,,,50,2.03,0.1,57.78,74.77,Compound,None,,,77,0.85,0.1,4.1,3.78,Compound,None,,
24,3.26,0,15.75,6.91,Artifact,Weak,,,51,1.91,0.2,1.33,2.92,Impurity,None,,,78,0.83,0.1,14.08,16.29,Compound,None,,
25,3.12,0.1,3.42,3.58,Artifact,Weak,,,52,1.84,0.2,50.38,93.49,Compound,None,,,79,0.81,0,6.04,1.83,Compound,None,,
26,2.99,0,1.35,0.15,Artifact,Weak,,,53,1.75,0,2.14,0.69,Impurity,Weak,,,80,0.06,0.3,2.32,7.03,CS Reference,None,,
27,2.94,0,0.57,0.05,Artifact,Weak,,,54,1.55,0,10.68,2.65,Impurity,None,,,81,-0.07,0,0.62,0.07,Artifact,Weak,,
