,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.8,0,1.31,0.14,Artifact,Weak,,,25,2.49,14.5,1.12,153.16,Solvent,None,,,49,1.28,0,1.61,0.16,Compound,Weak,,
2,12.91,0,0.53,0.07,Artifact,Weak,,,26,2.34,0.1,1.34,1.55,Solvent,Weak + C13_Sat,,,50,1.26,0,4.09,1.76,Compound,None,,
3,8.32,0,1.29,0.63,Impurity,None,,,27,2.33,0.3,1.87,6.94,Solvent,Weak + C13_Sat,,,51,1.23,0.2,3.98,12.17,Compound,None,,
4,8.2,0,4.14,0.53,Artifact,Weak,,,28,2.33,0.5,2.19,14.14,Solvent,Weak + C13_Sat,,,52,1.15,0.2,3.62,7.98,Compound,None,,
5,7.95,0,2.3,0.26,Artifact,Weak,,,29,2.32,0.3,1.58,5.64,Solvent,Weak + C13_Sat,,,53,1.12,0.3,94.08,332.5,Compound,None,,
6,7.48,0,1.95,0.32,Impurity,Weak,,,30,2.32,0.1,1.25,1.33,Solvent,Weak + C13_Sat,,,54,1.09,0,1.34,0.43,Impurity,None,,
7,7.24,0,233.5,115.1,Compound,None,,,31,2.28,0,1.01,0.13,Artifact,Weak,,,55,1.07,0,1.33,0.41,Impurity,None,,
8,7.12,0,9.82,2.02,Compound,None,,,32,2.27,0,1.74,0.28,Impurity,None,,,56,1.02,0,20.06,8.74,Compound,None,,
9,5.41,0,10.05,2.05,Compound,None,,,33,2.25,0,1.21,0.22,Impurity,None,,,57,0.99,0,1.48,0.16,Impurity,Weak,,
10,4.97,0.1,314.76,298.51,Compound,None,,,34,2.22,0,1.44,0.17,Artifact,Weak,,,58,0.97,0,3.5,0.36,Impurity,Weak,,
11,3.57,0.4,184.86,1002.22,Artifact,Weak,,,35,2.2,0,1.39,0.22,Impurity,Weak,,,59,0.85,0,4.22,1.82,Compound,None,,
12,3.51,0.3,33.41,104.98,Artifact,Weak,,,36,2.18,0,3.35,0.33,Impurity,Weak,,,60,0.83,0,15.33,7.59,Compound,None,,
13,3.13,0,2.72,1.54,Artifact,Weak,,,37,2.05,0,21.26,3.51,Compound,None,,,61,0.82,0,97.8,45.67,Compound,None,,
14,3.11,0.1,2.62,1.77,Artifact,Weak,,,38,2.05,0,0.76,0.09,Artifact,Weak,,,62,0.12,0.1,1.7,1.09,CS Reference,Weak + C13_Sat,,
15,2.68,0.1,1.4,1.45,Solvent,Weak + C13_Sat,,,39,2.03,0,25.55,3.26,Compound,None,,,63,0.07,0.9,2.16,25.72,Compound,None,,
16,2.67,0.3,2.14,8.56,Solvent,Weak + C13_Sat,,,40,2.01,0,10.22,1.33,Artifact,Weak,,,64,0.05,0.1,6.55,4.98,Compound,None,,
17,2.67,0.5,2.01,12.02,Solvent,Weak + C13_Sat,,,41,1.91,0.1,1.27,1.7,Compound,None,,,65,0,0,1.74,0.4,CS Reference,Weak,,
18,2.66,0.3,1.8,6.71,Solvent,Weak + C13_Sat,,,42,1.83,0.1,67.38,108.1,Compound,None,,,66,0,0,1.39,0.27,CS Reference,Weak,,
19,2.66,0.1,1.24,1.34,Solvent,Weak + C13_Sat,,,43,1.78,0,1.92,0.44,Impurity,None,,,67,-0.03,11.8,1.27,179.44,CS Reference,None,,
20,2.61,0,165.61,33,Artifact,Weak,,,44,1.75,0,2.12,0.25,Impurity,Weak,,,68,-0.04,0.4,1.76,9.78,CS Reference,None,,
21,2.51,19.7,1.44,332.85,Solvent,None,,,45,1.51,0,10.52,1.21,Compound,None,,,69,-0.05,0.2,9.5,21.57,CS Reference,Weak,,
22,2.5,49.2,1.67,1119.73,Solvent,None,,,46,1.5,0,52.91,4.94,Artifact,Weak,,,70,-0.06,0,1.59,0.37,CS Reference,Weak,,
23,2.5,82.9,2.53,2693.02,Solvent,None,,,47,1.32,0,0.77,0.07,Artifact,Weak,,,71,-0.18,0.1,1.65,1.12,CS Reference,Weak + C13_Sat,,
24,2.5,42.1,1.66,955.98,Solvent,None,,,48,1.3,0,2.89,0.3,Artifact,Weak,,,,,,,,,,,
