"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","mean","median","sd","outlier"
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
"13",949,2019-08-05 18:38:24,3,0,0,139.61,0,0,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,4.40181780202971e-05,2.92641134267164e-05,3.97056849664111e-05,FALSE
