"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","mean","median","sd","outlier"
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",72,2019-01-04 21:06:14,11,3.51649036905116e-05,2.28199183480282e-09,100.13,3.51192486672442e-07,2.27902909697675e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",178,2019-01-11 19:45:27,11,2.61004680891149e-05,1.26705129514304e-08,100.13,2.60665815331218e-07,1.26540626699595e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",374,2019-01-17 20:13:01,9,1.90611241981697e-05,3.63643483600221e-08,100.13,1.90363769081891e-07,3.63171360831141e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",374,2019-01-17 20:13:01,9,1.90611241981697e-05,3.63643483600221e-08,100.13,1.90363769081891e-07,3.63171360831141e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",374,2019-01-17 20:13:01,9,1.90611241981697e-05,3.63643483600221e-08,100.13,1.90363769081891e-07,3.63171360831141e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",374,2019-01-17 20:13:01,9,1.90611241981697e-05,3.63643483600221e-08,100.13,1.90363769081891e-07,3.63171360831141e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",374,2019-01-17 20:13:01,9,1.90611241981697e-05,3.63643483600221e-08,100.13,1.90363769081891e-07,3.63171360831141e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",374,2019-01-17 20:13:01,9,1.90611241981697e-05,3.63643483600221e-08,100.13,1.90363769081891e-07,3.63171360831141e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
"1",374,2019-01-17 20:13:01,9,1.90611241981697e-05,3.63643483600221e-08,100.13,1.90363769081891e-07,3.63171360831141e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.67407357028517e-07,2.60665815331218e-07,6.62741816591724e-08,FALSE
