OTU	DOC_001	DOC_002	DOC_003	DOC_004	DOC_006	DOC_008	DOC_009	DOC_010	DOC_011	DOC_012	DOC_015	DOC_019	DOC_021	DOC_022	DOC_023	DOC_024	DOC_025	DOC_026	DOC_027	DOC_029	DOC_031	DOC_032	DOC_033	DOC_034	DOC_035	DOC_036	DOC_037	DOC_038	DOC_039	DOC_043	DOC_044	DOC_045	DOC_046	DOC_047	DOC_048	DOC_055	DOC_056	DOC_057	DOC_058	DOC_059	DOC_060	DOC_061	DOC_062	DOC_064	DOC_065	DOC_067	DOC_068	DOC_069	DOC_070	DOC_071	DOC_072	DOC_073	DOC_074	DOC_075	DOC_076	DOC_077	DOC_078	DOC_079	DOC_080	DOC_081	DOC_082	DOC_083	DOC_084	DOC_085	DOC_086	DOC_087	DOC_088	DOC_089	DOC_090	DOC_091	DOC_092	DOC_093	DOC_094	DOC_095	DOC_096	DOC_097	DOC_098	DOC_100	DOC_101	DOC_104	DOC_105	DOC_106	DOC_107	DOC_108	DOC_109	DOC_110	DOC_111	DOC_113	DOC_114	DOC_115	DOC_116	DOC_117	DOC_118	DOC_119	DOC_120	DOC_121	DOC_123	DOC_124	DOC_125	DOC_126	DOC_127	DOC_128	DOC_129	DOC_130	DOC_132	DOC_133	DOC_134	DOC_135	DOC_136	DOC_137	DOC_138	DOC_139	DOC_140	DOC_141	DOC_142	DOC_143	DOC_144	DOC_145	DOC_148	DOC_152	DOC_153	DOC_154	DOC_155	DOC_156	DOC_157	DOC_158	DOC_159	DOC_160	DOC_163	DOC_164	DOC_165	DOC_166	DOC_167	DOC_168	DOC_169	DOC_170	DOC_172	DOC_173	DOC_175	DOC_176	DOC_180	DOC_181	DOC_183	DOC_184	DOC_185	DOC_186	DOC_187	DOC_188	DOC_189	DOC_190
OTU0251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0252	11	110	68	0	2	6	0	0	3	0	273	54	149	0	0	0	0	200	188	196	0	22	0	0	0	0	0	170	162	0	0	0	0	0	2	305	24	2	12	259	78	9	0	353	0	130	5	383	68	19	0	30	115	287	37	60	22	253	230	106	154	753	217	233	198	114	166	248	333	338	167	243	0	220	0	190	211	126	338	0	187	105	0	310	269	8	8	162	86	9	13	106	418	0	329	868	514	127	457	224	521	144	184	462	260	112	31	149	143	269	17	70	32	21	481	0	129	138	830	2163	247	228	203	226	554	53	223	199	180	436	130	56	37	0	1394	200	155	770	141	862	618	108	192	0	107	294	76	348	695	89
OTU0253	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0254	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	2	0	0	0	0	0	19	21	26	67	8	17	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	9	49	0	7	0	0	0	0	0	56	0	40	21	109	40	0	0	0	0	22	0	0	12	0	0	0	0	0	0	0	0	52	0	0	0	0	87	0	19	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	9	0	20	0	13	0	0	0	0	0	9	0
OTU0256	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	3	0	0	70	6	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	36	7	0	13	0	0	4	0	0	0	0	0	0	0	0	0
OTU0257	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	28	20	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	7	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	18	0	11	26	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	16	0	23	0	0	0	0	0	0	0
OTU0260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0261	0	0	0	0	0	12	69	30	113	13	31	25	0	0	0	0	0	223	7	56	78	33	8	0	0	0	0	41	30	41	18	6	2	34	16	154	45	30	133	42	222	4	94	18	0	339	17	138	65	90	0	0	133	167	79	64	71	114	97	115	150	267	119	127	129	88	56	259	101	123	122	119	0	107	0	18	0	99	63	0	38	46	0	6	112	58	44	124	36	24	15	22	226	0	40	267	337	37	117	87	97	42	118	166	47	80	51	65	40	85	5	29	58	0	46	0	37	12	162	397	28	39	21	49	84	26	44	109	33	102	0	34	0	0	222	87	93	264	38	198	93	7	40	16	19	167	17	27	221	8
OTU0262	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	5	3	0	0	0	0	0	3	4	0	7	0	0	8	0	0	0	0	3	3	0	0	0	0	0	0	7	2	0	6	0	0	0	0	0	5	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	9	2	0	0	0	0	0	0	4	0	8	0	0	4	0	3	0	7	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	7	0	4	2	0	0	0	0	6	0	0	0	0
OTU0263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU0264	26	350	44	2	21	332	1055	85	784	74	433	536	254	76	0	0	0	2033	592	406	1268	759	137	139	0	16	0	570	717	956	242	73	114	395	325	2363	1007	243	1048	875	2169	30	1152	618	17	4706	399	1987	1128	886	0	0	585	1136	284	208	346	1154	709	561	672	2317	467	723	554	460	447	532	958	686	636	812	3	235	90	354	131	440	730	0	463	245	0	326	925	200	45	940	359	315	150	278	966	0	318	1850	929	366	1433	732	1693	391	411	1029	352	274	167	411	691	810	120	230	398	40	1113	5	270	313	2748	6975	673	713	370	596	1435	416	414	846	527	1012	360	204	249	0	3826	1177	892	2431	472	2232	1374	106	475	164	238	842	95	718	1720	111
OTU0265	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU0266	0	0	0	0	0	17	49	0	17	0	0	35	20	0	0	0	0	152	24	21	57	60	0	0	0	136	0	0	38	22	18	10	8	12	38	2	20	81	83	0	58	0	75	14	0	97	36	15	244	11	0	0	40	36	61	14	72	71	24	0	45	50	21	6	41	23	37	64	12	27	17	18	0	0	0	0	0	33	27	0	32	44	0	0	109	39	12	102	12	0	31	38	46	0	0	111	99	8	60	12	19	64	28	76	0	30	32	0	0	33	8	72	28	0	0	0	0	0	0	35	0	7	0	0	20	0	0	11	22	0	0	9	0	0	29	0	11	27	12	22	0	0	0	0	0	71	0	0	106	0
OTU0267	22	158	289	9	10	304	329	119	2724	1264	161	323	272	0	0	0	0	1478	118	249	1669	1418	919	0	0	0	0	202	121	1099	237	63	128	620	1171	598	806	2825	6694	270	2035	4	532	164	0	2763	1370	242	913	629	0	0	155	230	105	55	72	359	165	154	202	849	77	152	93	55	86	199	232	157	144	209	0	100	0	22	141	122	233	0	147	161	0	163	245	46	0	386	234	189	66	78	340	0	100	343	319	143	402	318	289	160	104	232	111	88	47	102	125	230	54	138	315	73	218	0	186	243	698	1169	49	76	141	54	108	26	67	95	24	156	41	5	39	4	398	247	198	165	33	352	247	0	89	47	16	183	11	59	338	10
OTU0268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	44	47	11	33	10	0	0	22	0	31	25	0	13	28	70	0	18	18	8	0	0	0	0	0	32	28	0	0	0	0	0	13	23	0	19	13	0	0	0	18	0	13	53	30	17	0	9	21	0	11	0	0	0	6	0	0	0	0	7	19	0	0	0	0	0	17	92	0	21	0	10	10	0	0	0	15	0	0	0	0	0	23	0	0	34	8	13	12	0	10	0	0	47	0	0	19	0
OTU0269	0	0	0	0	0	0	121	152	285	441	0	80	51	0	0	0	0	285	0	28	256	441	85	0	0	0	0	0	0	154	16	0	0	49	373	64	34	474	366	0	46	0	170	9	0	109	285	0	0	0	0	0	0	13	0	0	8	0	0	0	0	5	0	0	0	14	0	45	0	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	31	0	0	32	27	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0
OTU0270	0	21	0	0	0	28	0	0	0	0	19	0	0	0	0	0	0	55	0	17	91	207	171	0	0	0	0	0	0	35	0	0	0	0	0	0	15	32	0	0	0	0	22	0	0	0	27	0	24	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	40	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0	19	0	0	26	0	0	0	0	0	0
OTU0271	10	9	19	0	0	10	11	0	0	0	16	0	0	0	0	0	0	23	33	0	0	7	0	0	0	0	0	15	21	0	8	0	0	7	0	18	0	0	0	73	28	0	0	19	0	38	0	19	24	73	0	0	10	23	0	0	11	48	24	18	30	122	0	13	0	6	0	59	0	4	47	61	0	28	0	0	0	0	15	0	0	0	0	0	0	0	0	83	20	17	25	0	12	0	0	0	2	14	30	16	69	0	0	6	0	0	0	18	17	24	0	15	33	0	29	0	48	38	46	122	11	4	0	0	3	0	0	12	6	13	5	0	0	0	28	16	15	15	0	47	3	5	26	20	0	13	0	0	16	2
OTU0272	0	56	0	0	0	0	0	0	9	0	56	0	151	0	0	0	0	89	57	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	8	10	0	61	0	0	0	32	34	0	81	0	5	0	0	0	0	20	0	0	0	41	0	7	17	0	10	33	0	26	21	47	103	0	0	0	21	0	0	0	0	0	0	0	0	0	0	91	0	0	0	27	0	0	0	0	0	0	36	0	43	0	0	0	0	8	0	11	35	26	0	0	35	17	37	4	74	65	0	19	0	0	16	0	7	0	0	0	0	0	0	0	0	0	13	0	27	0	0	18	0	0	25	0	0	27	0	0	7	0
OTU0273	0	0	0	0	0	13	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	15	0	0	52	55	26	16	0	49	28	0	49	65	16	27	0	12	0	47	41	0	38	48	0	0	0	0	0	13	30	0	28	0	0	0	0	0	0	114	30	0	0	0	0	0	0	0	0	0	47	0	39	0	0	0	15	0	0	0	0	38	10	19	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	25	0	0	0	0	0	19	2	7	0	38	0	0	0	0	13	0	14	0	0	9
OTU0274	0	8	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	12	9	0	5	0	0	0	0	0	0	9	0	10	0	0	0	0	11	5	0	3	17	0	0	0	4	0	0	20	7	236	0	0	0	0	0	22	7	3	6	0	32	22	8	33	7	6	11	34	16	17	16	13	2	18	0	4	0	6	0	5	21	0	18	7	0	4	17	14	0	15	20	9	28	11	0	0	6	61	20	7	63	42	79	16	0	3	0	5	2	24	4	8	13	29	3	0	4	0	3	0	9	44	2	4	27	49	56	9	0	40	3	34	17	0	10	0	108	24	213	45	4	116	36	0	0	0	0	0	0	23	33	0
OTU0275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU0277	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	8	3	0	7	0	0	0	0	0	0	4	7	9	0	0	0	0	0	0	0	2	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	0	0	0	0	0	9	0	8	0	8	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	5	0	9	11	0	0	5	0	0	0	3	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	2	0	12	6	9	3	0
OTU0278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0279	0	4	0	0	0	28	76	0	12	0	0	110	0	0	0	0	0	559	0	0	305	102	12	0	0	0	0	0	0	110	0	13	0	29	0	36	35	92	359	0	185	0	299	0	0	426	329	0	27	8	0	0	7	0	0	0	0	0	0	0	0	0	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	0	0	0	2	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	4	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	20	0	0	0	0	0	0
OTU0280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU0281	0	0	0	0	0	0	0	0	0	0	25	16	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	5	2	11	0	0	0	0	0	37	20	8	75	0	9	0	7	0	0	135	23	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	16	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	19	5	12	3	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	9	0	0	0	57	0	0	63	0	5	0	0	6	0
OTU0282	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0283	0	2	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	2	4	0	4	0	0	0	0	0	0	0	6	0	0	0	0	7	0	8	0	0	2	0	8	0	2	0	0	36	13	148	0	0	0	0	0	7	9	0	0	0	102	0	4	8	0	0	19	56	39	2	0	13	10	3	0	6	0	0	0	9	15	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	9	0	0	6	6	58	0	2	0	2	0	0	6	0	0	0	0	0	0	5	0	4	5	15	32	15	0	0	7	24	0	0	7	0	8	7	0	5	0	56	15	17	14	0	31	20	0	0	0	13	22	0	41	8	0
OTU0284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	23	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0
OTU0288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	0	6	2	0	0	0	0	0	0	0	18	0	14	17	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	19	28	5	7	0	0	0	0	0	101	0	33	22	87	3	0	0	0	0	4	21	39	12	0	0	0	0	0	0	0	0	16	0	0	0	0	85	0	0	0	21	6	0	0	0	8	0	0	25	0	0	9	0	0	44	3	0	0	0	27	0	0	7	0	0	23	0
OTU0289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0291	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU0292	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
