OTU	DOC_001	DOC_002	DOC_003	DOC_004	DOC_006	DOC_008	DOC_009	DOC_010	DOC_011	DOC_012	DOC_015	DOC_019	DOC_021	DOC_022	DOC_023	DOC_024	DOC_025	DOC_026	DOC_027	DOC_029	DOC_031	DOC_032	DOC_033	DOC_034	DOC_035	DOC_036	DOC_037	DOC_038	DOC_039	DOC_043	DOC_044	DOC_045	DOC_046	DOC_047	DOC_048	DOC_055	DOC_056	DOC_057	DOC_058	DOC_059	DOC_060	DOC_061	DOC_062	DOC_064	DOC_065	DOC_067	DOC_068	DOC_069	DOC_070	DOC_071	DOC_072	DOC_073	DOC_074	DOC_075	DOC_076	DOC_077	DOC_078	DOC_079	DOC_080	DOC_081	DOC_082	DOC_083	DOC_084	DOC_085	DOC_086	DOC_087	DOC_088	DOC_089	DOC_090	DOC_091	DOC_092	DOC_093	DOC_094	DOC_095	DOC_096	DOC_097	DOC_098	DOC_100	DOC_101	DOC_104	DOC_105	DOC_106	DOC_107	DOC_108	DOC_109	DOC_110	DOC_111	DOC_113	DOC_114	DOC_115	DOC_116	DOC_117	DOC_118	DOC_119	DOC_120	DOC_121	DOC_123	DOC_124	DOC_125	DOC_126	DOC_127	DOC_128	DOC_129	DOC_130	DOC_132	DOC_133	DOC_134	DOC_135	DOC_136	DOC_137	DOC_138	DOC_139	DOC_140	DOC_141	DOC_142	DOC_143	DOC_144	DOC_145	DOC_148	DOC_152	DOC_153	DOC_154	DOC_155	DOC_156	DOC_157	DOC_158	DOC_159	DOC_160	DOC_163	DOC_164	DOC_165	DOC_166	DOC_167	DOC_168	DOC_169	DOC_170	DOC_172	DOC_173	DOC_175	DOC_176	DOC_180	DOC_181	DOC_183	DOC_184	DOC_185	DOC_186	DOC_187	DOC_188	DOC_189	DOC_190
OTU0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	10	0	0
OTU0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	58	28	4	0	0	0	0	0	0	54	0	23	32	40	0	0	0	0	0	11	0	10	0	14	0	0	0	0	0	0	0	0	0	0	0	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	11	0	33	0	0	0	0	0	37	0
OTU0005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	9	0	0	0	5	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU0006	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	12	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	4	0	11	0	0	7	0	0	0	0	0	0	0	0	0	48	0	76
OTU0009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0010	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	15	5	6	6	0	0	6	0	0	0	4	3	0	0	0	0	0	13	0	6	9	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	2	11	75	0	0	0	2	0	0	0	0	64	9	14	4	0	0	0	0	0	38	0	8	25	18	0	0	0	7	0	12	25	0	12	14	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	9	0	65	58	0	0	68	0	0	12	34	0	0	0	6	0	0	27	0
OTU0011	0	7	0	0	0	0	0	0	0	0	17	0	109	101	0	0	0	0	0	0	0	0	0	63	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	9	16	9	6	0	0	32	6	8	24	9	24	20	6	17	0	3	11	9	0	0	13	0	17	0	24	17	2	9	0	0	0	27	0	0	0	0	0	0	0	13	0	10	20	0	11	5	0	5	0	10	23	0	8	0	0	0	29	10	0	0	0	11	0	15	0	0	18	0	0	0	9	25	0	0	0	0	10	0	0	0	0	63	3	0	18	0	19	15	0	3	0	7	22	0	5	24	0
OTU0012	2	13	0	0	5	0	0	0	0	0	11	0	25	0	0	0	0	44	70	17	0	0	0	0	0	0	0	23	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	29	2	0	0	0	10	84	28	0	13	22	0	0	7	49	99	58	62	12	55	25	7	11	9	12	0	17	0	16	0	31	0	0	15	0	0	0	85	0	0	2	5	0	0	8	102	0	35	149	94	0	23	14	13	11	16	217	38	37	17	8	8	36	0	10	0	0	45	0	10	9	0	247	9	30	0	16	36	0	8	0	20	26	0	5	0	0	163	0	23	69	0	55	45	0	16	0	0	0	9	15	224	23
OTU0013	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
OTU0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0019	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	16	0	2	0	0	0	0	0	35	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	0	0	0	0	0	0	0	0	0	18	0	8	3	0	24	0	2	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	2	2	6
OTU0025	0	7	45	0	2	129	118	428	293	523	56	108	102	83	0	0	0	139	5	22	114	1005	378	0	0	0	0	40	2	82	5	7	208	30	176	75	30	41	237	210	559	0	126	10	0	223	136	15	248	257	0	0	24	158	8	61	26	171	19	8	196	126	38	54	59	61	24	131	74	100	29	156	55	84	0	40	130	66	55	0	72	155	0	37	22	45	13	40	71	52	31	37	40	0	10	22	82	18	26	18	46	35	50	35	11	8	3	25	8	25	19	11	20	7	42	0	9	15	11	50	16	7	18	36	22	13	17	20	15	35	14	2	4	0	58	79	30	27	10	61	22	5	22	47	8	10	20	48	10	35
OTU0026	0	5	0	0	0	0	10	0	65	0	0	0	27	0	0	0	0	39	17	16	3	0	2	0	0	0	0	6	8	2	0	2	5	5	24	14	10	2	87	0	23	0	22	9	0	45	7	44	0	3	0	0	8	4	10	7	4	20	0	13	18	39	10	12	0	0	9	11	39	13	5	8	0	9	0	61	0	0	23	0	9	0	0	121	2	2	0	0	0	6	0	24	10	0	7	3	38	2	10	2	22	2	0	2	25	4	0	2	4	17	0	5	0	4	23	0	6	13	25	132	41	27	19	10	33	13	18	16	4	52	15	23	12	0	74	16	57	56	21	81	25	0	36	0	31	13	46	119	11	78
OTU0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0
OTU0029	0	0	0	0	0	16	15	0	489	7	0	179	0	0	0	0	0	111	0	0	143	68	3	0	0	0	0	18	9	72	27	0	0	213	187	1030	50	285	471	0	234	13	99	0	0	1490	329	56	16	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	3	10	0	14	0	0	0	0	0	0	0	3	0	0	0	3	29	64	0	0	16	216	190	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	9	5	0	0	29	0	44	110	15	0	0	0	91	0	11
OTU0030	0	0	0	0	0	0	0	0	316	181	5	14	0	0	0	0	0	322	0	0	179	214	64	0	0	0	0	2	0	154	0	0	0	77	421	91	13	388	702	0	14	0	54	3	0	316	348	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	6	10	20	13	0	0	0	0	4	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	10	0	0	0	0	0	0	0	3	0	0	0
OTU0032	0	13	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	20	58	0	0	2	0	0	0	0	0	22	93	0	0	0	0	0	0	18	0	0	0	0	16	0	2	102	0	18	0	92	10	0	0	0	0	38	2	0	0	34	10	24	25	94	4	3	0	0	0	31	69	29	40	27	0	0	0	204	86	0	53	0	4	0	0	250	0	0	0	0	0	0	3	2	0	0	0	0	2	12	6	19	0	0	5	4	40	0	0	0	0	24	0	2	0	0	55	0	40	40	22	208	108	44	47	12	64	26	37	55	32	160	45	2	26	0	171	52	106	74	15	223	26	33	19	0	246	3	62	356	0	230
OTU0033	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	8	2	0	8	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	110	0	9	0	0	8	0	0	0	11	0	0	0	0	0	30	0	0	22	0	10	7	0	0	0	9	0	0	0	3	0
OTU0034	0	9	12	0	0	0	11	0	0	0	18	0	34	0	0	0	0	15	0	46	3	15	0	0	0	0	0	0	0	4	0	0	0	0	5	10	0	7	10	0	18	0	8	0	0	53	0	280	18	2	0	0	0	98	0	34	0	82	130	35	95	163	59	25	54	26	19	50	175	153	58	15	0	0	0	147	0	0	200	0	31	76	0	206	17	0	0	54	126	40	0	86	87	0	41	117	136	45	291	285	158	59	11	101	54	13	0	61	106	50	35	23	8	0	21	0	37	22	9	0	109	8	70	58	101	49	61	150	12	99	69	0	42	0	473	123	373	256	30	350	231	59	0	5	169	0	69	138	53	191
OTU0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	4	5	7	16
OTU0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	3	0	0	4	0	0	0	5	0	0
OTU0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7	0	0	20
OTU0038	4	54	39	0	6	0	19	0	0	0	98	0	116	98	0	0	0	70	54	62	2	5	0	0	0	0	0	42	67	0	0	0	0	0	0	44	32	0	0	65	50	6	0	200	0	40	0	253	73	0	0	0	7	25	3	14	0	18	2	10	18	123	0	35	45	16	15	28	94	50	32	36	0	14	0	367	0	0	41	0	0	13	3	326	14	17	0	0	0	6	5	2	30	0	25	28	0	7	10	8	12	34	18	0	86	0	0	0	4	38	7	0	0	18	100	0	108	147	50	737	172	103	66	35	121	26	81	42	68	268	55	40	27	0	468	92	137	297	66	379	127	107	161	0	152	0	176	373	35	299
OTU0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	31	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	35
OTU0040	298	2979	302	34	23	139	520	13	300	65	2196	421	561	256	0	0	0	4017	1449	756	181	570	87	0	0	0	0	2827	1780	198	165	66	8	99	141	1945	591	217	170	918	968	86	285	1753	0	4041	232	4158	1910	137	0	0	1042	1661	296	386	419	2455	1981	484	2865	4643	706	1101	1071	822	819	1134	4360	3292	3677	1679	0	379	148	5464	257	328	3480	0	1323	903	0	3921	303	45	0	322	449	230	90	653	459	0	257	703	740	986	1595	1747	1183	1094	226	410	808	108	157	688	1211	2610	512	119	121	443	2510	0	1225	1902	1956	4976	5623	2099	2670	1970	4588	1885	3249	3024	1990	7264	1921	484	1043	3	10664	3609	4442	5450	1219	9364	3591	646	1006	600	4763	771	4414	5979	800	6707
OTU0041	6	31	0	0	0	0	0	0	0	0	76	0	65	0	4	0	0	88	0	35	0	9	0	0	0	0	0	56	16	0	0	0	0	2	4	55	26	0	10	61	11	2	17	63	0	63	4	78	59	6	0	0	65	74	0	0	0	108	45	12	80	239	5	6	14	2	0	50	288	150	34	67	0	4	0	246	0	0	163	0	58	0	0	118	0	0	0	5	0	17	0	0	11	0	0	29	12	11	22	35	30	27	0	0	24	6	0	0	0	25	0	0	0	72	125	0	106	78	199	347	169	137	63	103	283	121	48	189	47	486	0	28	33	0	612	194	173	348	107	882	215	105	52	8	288	0	216	427	22	128
OTU0042	0	47	0	0	0	0	0	0	0	0	93	0	195	0	0	0	0	68	13	34	0	0	0	0	0	0	0	68	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	11	0	0	0	0	28	33	0	4	13	18	24	0	8	75	5	2	0	0	17	60	30	68	31	21	0	0	0	62	0	9	32	0	15	0	0	68	12	0	0	0	0	0	0	0	16	0	2	7	0	0	0	3	0	30	0	0	0	0	0	0	0	23	0	0	0	5	11	0	0	44	0	33	19	7	21	0	25	14	24	0	0	75	0	0	0	0	71	11	0	36	17	189	13	0	16	0	45	0	64	79	7	79
