"formula","depth","Site","length","drying","saturation"
"C11H17O5N1","0-5cm","SR","30d","CW","saturated"
"C11H17O5N1","0-5cm","SR","30d","FAD","saturated"
"C11H17O5N1","0-5cm","SR","90d","CW","saturated"
"C11H17O5N1","0-5cm","SR","90d","FAD","saturated"
"C11H17O5N1","5cm-end","SR","150d","FAD","saturated"
"C11H17O5N1","5cm-end","SR","90d","CW","saturated"
"C11H17O5N1","5cm-end","SR","90d","FAD","saturated"
"C11H17O5N1","0-5cm","SR","30d","CW","instant chemistry"
"C12H21O4N1","0-5cm","CPCRW","150d","FAD","saturated"
"C12H21O4N1","0-5cm","CPCRW","150d","CW","saturated"
"C12H21O4N1","0-5cm","CPCRW","30d","CW","saturated"
"C12H21O4N1","0-5cm","CPCRW","30d","FAD","saturated"
"C12H21O4N1","0-5cm","CPCRW","90d","CW","saturated"
"C12H21O4N1","0-5cm","CPCRW","90d","FAD","saturated"
"C12H21O4N1","5cm-end","CPCRW","150d","CW","saturated"
"C12H21O4N1","5cm-end","CPCRW","150d","FAD","saturated"
"C12H21O4N1","5cm-end","CPCRW","30d","CW","saturated"
"C12H21O4N1","5cm-end","CPCRW","30d","FAD","saturated"
"C12H21O4N1","5cm-end","CPCRW","90d","CW","saturated"
"C12H21O4N1","5cm-end","CPCRW","90d","FAD","saturated"
"C12H21O4N1","0-5cm","SR","150d","CW","saturated"
"C12H21O4N1","0-5cm","SR","150d","FAD","saturated"
"C12H21O4N1","0-5cm","SR","30d","CW","saturated"
"C12H21O4N1","0-5cm","SR","30d","FAD","saturated"
"C12H21O4N1","0-5cm","SR","90d","CW","saturated"
"C12H21O4N1","0-5cm","SR","90d","FAD","saturated"
"C12H21O4N1","5cm-end","SR","150d","CW","saturated"
"C12H21O4N1","5cm-end","SR","150d","FAD","saturated"
"C12H21O4N1","5cm-end","SR","30d","CW","saturated"
"C12H21O4N1","5cm-end","SR","30d","FAD","saturated"
"C12H21O4N1","5cm-end","SR","90d","CW","saturated"
"C12H21O4N1","5cm-end","SR","90d","FAD","saturated"
"C12H21O4N1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C12H21O4N1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C12H21O4N1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C12H21O4N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C12H21O4N1","0-5cm","SR","30d","CW","instant chemistry"
"C12H21O4N1","0-5cm","SR","30d","FAD","instant chemistry"
"C12H21O4N1","0-5cm","SR","90d","CW","instant chemistry"
"C12H21O4N1","0-5cm","SR","90d","FAD","instant chemistry"
"C12H21O4N1","5cm-end","SR","30d","CW","instant chemistry"
"C12H21O4N1","5cm-end","SR","30d","FAD","instant chemistry"
"C12H21O4N1","5cm-end","SR","90d","CW","instant chemistry"
"C12H21O4N1","5cm-end","SR","90d","FAD","instant chemistry"
"C13H25O3N1","0-5cm","CPCRW","150d","FAD","saturated"
"C13H25O3N1","0-5cm","CPCRW","150d","CW","saturated"
"C13H25O3N1","0-5cm","CPCRW","30d","CW","saturated"
"C13H25O3N1","0-5cm","CPCRW","30d","FAD","saturated"
"C13H25O3N1","0-5cm","CPCRW","90d","CW","saturated"
"C13H25O3N1","0-5cm","CPCRW","90d","FAD","saturated"
"C13H25O3N1","5cm-end","CPCRW","150d","CW","saturated"
"C13H25O3N1","5cm-end","CPCRW","150d","FAD","saturated"
"C13H25O3N1","5cm-end","CPCRW","30d","CW","saturated"
"C13H25O3N1","5cm-end","CPCRW","30d","FAD","saturated"
"C13H25O3N1","5cm-end","CPCRW","90d","CW","saturated"
"C13H25O3N1","5cm-end","CPCRW","90d","FAD","saturated"
"C13H25O3N1","0-5cm","SR","150d","CW","saturated"
"C13H25O3N1","0-5cm","SR","150d","FAD","saturated"
"C13H25O3N1","0-5cm","SR","30d","CW","saturated"
"C13H25O3N1","0-5cm","SR","30d","FAD","saturated"
"C13H25O3N1","0-5cm","SR","90d","CW","saturated"
"C13H25O3N1","0-5cm","SR","90d","FAD","saturated"
"C13H25O3N1","5cm-end","SR","150d","CW","saturated"
"C13H25O3N1","5cm-end","SR","150d","FAD","saturated"
"C13H25O3N1","5cm-end","SR","30d","CW","saturated"
"C13H25O3N1","5cm-end","SR","30d","FAD","saturated"
"C13H25O3N1","5cm-end","SR","90d","CW","saturated"
"C13H25O3N1","5cm-end","SR","90d","FAD","saturated"
"C13H25O3N1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C13H25O3N1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C13H25O3N1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C13H25O3N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C13H25O3N1","0-5cm","SR","30d","CW","instant chemistry"
"C13H25O3N1","0-5cm","SR","30d","FAD","instant chemistry"
"C13H25O3N1","0-5cm","SR","90d","CW","instant chemistry"
"C13H25O3N1","0-5cm","SR","90d","FAD","instant chemistry"
"C13H25O3N1","5cm-end","SR","30d","CW","instant chemistry"
"C13H25O3N1","5cm-end","SR","30d","FAD","instant chemistry"
"C13H25O3N1","5cm-end","SR","90d","CW","instant chemistry"
"C13H25O3N1","5cm-end","SR","90d","FAD","instant chemistry"
"C9H8O8","0-5cm","CPCRW","150d","FAD","saturated"
"C9H8O8","0-5cm","CPCRW","150d","CW","saturated"
"C9H8O8","0-5cm","CPCRW","30d","CW","saturated"
"C9H8O8","0-5cm","CPCRW","30d","FAD","saturated"
"C9H8O8","0-5cm","CPCRW","90d","CW","saturated"
"C9H8O8","0-5cm","CPCRW","90d","FAD","saturated"
"C9H8O8","5cm-end","CPCRW","150d","CW","saturated"
"C9H8O8","5cm-end","CPCRW","150d","FAD","saturated"
"C9H8O8","5cm-end","CPCRW","30d","CW","saturated"
"C9H8O8","5cm-end","CPCRW","30d","FAD","saturated"
"C9H8O8","5cm-end","CPCRW","90d","CW","saturated"
"C9H8O8","5cm-end","CPCRW","90d","FAD","saturated"
"C9H8O8","0-5cm","SR","150d","CW","saturated"
"C9H8O8","0-5cm","SR","150d","FAD","saturated"
"C9H8O8","0-5cm","SR","30d","CW","saturated"
"C9H8O8","0-5cm","SR","30d","FAD","saturated"
"C9H8O8","0-5cm","SR","90d","CW","saturated"
"C9H8O8","0-5cm","SR","90d","FAD","saturated"
"C9H8O8","5cm-end","SR","150d","CW","saturated"
"C9H8O8","5cm-end","SR","150d","FAD","saturated"
"C9H8O8","5cm-end","SR","30d","CW","saturated"
"C9H8O8","5cm-end","SR","30d","FAD","saturated"
"C9H8O8","5cm-end","SR","90d","CW","saturated"
"C9H8O8","5cm-end","SR","90d","FAD","saturated"
"C9H8O8","0-5cm","CPCRW","90d","CW","instant chemistry"
"C9H8O8","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C9H8O8","5cm-end","CPCRW","90d","CW","instant chemistry"
"C9H8O8","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C9H8O8","0-5cm","SR","30d","CW","instant chemistry"
"C9H8O8","0-5cm","SR","30d","FAD","instant chemistry"
"C9H8O8","0-5cm","SR","90d","CW","instant chemistry"
"C9H8O8","0-5cm","SR","90d","FAD","instant chemistry"
"C9H8O8","5cm-end","SR","30d","CW","instant chemistry"
"C9H8O8","5cm-end","SR","30d","FAD","instant chemistry"
"C9H8O8","5cm-end","SR","90d","CW","instant chemistry"
"C9H8O8","5cm-end","SR","90d","FAD","instant chemistry"
"C13H8O5","0-5cm","CPCRW","30d","FAD","saturated"
"C13H8O5","0-5cm","CPCRW","90d","FAD","saturated"
"C13H8O5","5cm-end","CPCRW","150d","CW","saturated"
"C13H8O5","5cm-end","CPCRW","150d","FAD","saturated"
"C13H8O5","5cm-end","CPCRW","30d","FAD","saturated"
"C13H8O5","5cm-end","CPCRW","90d","FAD","saturated"
"C13H8O5","0-5cm","SR","150d","CW","saturated"
"C13H8O5","5cm-end","SR","150d","CW","saturated"
"C13H8O5","5cm-end","SR","150d","FAD","saturated"
"C13H8O5","5cm-end","SR","30d","CW","saturated"
"C13H8O5","5cm-end","SR","30d","FAD","saturated"
"C13H8O5","5cm-end","SR","90d","CW","saturated"
"C13H8O5","5cm-end","SR","90d","FAD","saturated"
"C13H8O5","5cm-end","CPCRW","90d","CW","instant chemistry"
"C13H8O5","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C13H8O5","0-5cm","SR","30d","CW","instant chemistry"
"C13H8O5","0-5cm","SR","90d","FAD","instant chemistry"
"C13H8O5","5cm-end","SR","30d","FAD","instant chemistry"
"C13H8O5","5cm-end","SR","90d","CW","instant chemistry"
"C13H8O5","5cm-end","SR","90d","FAD","instant chemistry"
"C10H12O5S1","0-5cm","CPCRW","150d","FAD","saturated"
"C10H12O5S1","0-5cm","CPCRW","150d","CW","saturated"
"C10H12O5S1","0-5cm","CPCRW","30d","CW","saturated"
"C10H12O5S1","0-5cm","CPCRW","30d","FAD","saturated"
"C10H12O5S1","0-5cm","CPCRW","90d","CW","saturated"
"C10H12O5S1","5cm-end","CPCRW","150d","CW","saturated"
"C10H12O5S1","5cm-end","CPCRW","150d","FAD","saturated"
"C10H12O5S1","5cm-end","CPCRW","30d","CW","saturated"
"C10H12O5S1","5cm-end","CPCRW","30d","FAD","saturated"
"C10H12O5S1","5cm-end","CPCRW","90d","CW","saturated"
"C10H12O5S1","5cm-end","CPCRW","90d","FAD","saturated"
"C10H12O5S1","0-5cm","SR","150d","CW","saturated"
"C10H12O5S1","0-5cm","SR","150d","FAD","saturated"
"C10H12O5S1","0-5cm","SR","30d","CW","saturated"
"C10H12O5S1","0-5cm","SR","30d","FAD","saturated"
"C10H12O5S1","0-5cm","SR","90d","CW","saturated"
"C10H12O5S1","0-5cm","SR","90d","FAD","saturated"
"C10H12O5S1","5cm-end","SR","150d","CW","saturated"
"C10H12O5S1","5cm-end","SR","150d","FAD","saturated"
"C10H12O5S1","5cm-end","SR","30d","CW","saturated"
"C10H12O5S1","5cm-end","SR","30d","FAD","saturated"
"C10H12O5S1","5cm-end","SR","90d","CW","saturated"
"C10H12O5S1","5cm-end","SR","90d","FAD","saturated"
"C7H16O5S2","0-5cm","CPCRW","30d","CW","saturated"
"C7H16O5S2","5cm-end","CPCRW","90d","CW","saturated"
"C10H12O7","0-5cm","CPCRW","150d","FAD","saturated"
"C10H12O7","0-5cm","CPCRW","150d","CW","saturated"
"C10H12O7","0-5cm","CPCRW","30d","CW","saturated"
"C10H12O7","0-5cm","CPCRW","30d","FAD","saturated"
"C10H12O7","0-5cm","CPCRW","90d","CW","saturated"
"C10H12O7","0-5cm","CPCRW","90d","FAD","saturated"
"C10H12O7","5cm-end","CPCRW","150d","CW","saturated"
"C10H12O7","5cm-end","CPCRW","150d","FAD","saturated"
"C10H12O7","5cm-end","CPCRW","30d","CW","saturated"
"C10H12O7","5cm-end","CPCRW","30d","FAD","saturated"
"C10H12O7","5cm-end","CPCRW","90d","CW","saturated"
"C10H12O7","5cm-end","CPCRW","90d","FAD","saturated"
"C10H12O7","0-5cm","SR","150d","CW","saturated"
"C10H12O7","0-5cm","SR","150d","FAD","saturated"
"C10H12O7","0-5cm","SR","30d","CW","saturated"
"C10H12O7","0-5cm","SR","30d","FAD","saturated"
"C10H12O7","0-5cm","SR","90d","CW","saturated"
"C10H12O7","0-5cm","SR","90d","FAD","saturated"
"C10H12O7","5cm-end","SR","150d","CW","saturated"
"C10H12O7","5cm-end","SR","150d","FAD","saturated"
"C10H12O7","5cm-end","SR","30d","CW","saturated"
"C10H12O7","5cm-end","SR","30d","FAD","saturated"
"C10H12O7","5cm-end","SR","90d","CW","saturated"
"C10H12O7","5cm-end","SR","90d","FAD","saturated"
"C10H12O7","0-5cm","CPCRW","90d","CW","instant chemistry"
"C10H12O7","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C10H12O7","5cm-end","CPCRW","90d","CW","instant chemistry"
"C10H12O7","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C10H12O7","0-5cm","SR","30d","CW","instant chemistry"
"C10H12O7","0-5cm","SR","30d","FAD","instant chemistry"
"C10H12O7","0-5cm","SR","90d","CW","instant chemistry"
"C10H12O7","0-5cm","SR","90d","FAD","instant chemistry"
"C10H12O7","5cm-end","SR","30d","CW","instant chemistry"
"C10H12O7","5cm-end","SR","30d","FAD","instant chemistry"
"C10H12O7","5cm-end","SR","90d","CW","instant chemistry"
"C10H12O7","5cm-end","SR","90d","FAD","instant chemistry"
"C14H12O4","0-5cm","CPCRW","150d","FAD","saturated"
"C14H12O4","0-5cm","CPCRW","150d","CW","saturated"
"C14H12O4","0-5cm","CPCRW","90d","CW","saturated"
"C14H12O4","5cm-end","CPCRW","150d","FAD","saturated"
"C14H12O4","5cm-end","CPCRW","30d","CW","saturated"
"C14H12O4","5cm-end","CPCRW","30d","FAD","saturated"
"C14H12O4","5cm-end","CPCRW","90d","CW","saturated"
"C14H12O4","5cm-end","CPCRW","90d","FAD","saturated"
"C14H12O4","0-5cm","SR","150d","CW","saturated"
"C14H12O4","0-5cm","SR","30d","CW","saturated"
"C14H12O4","0-5cm","SR","90d","CW","saturated"
"C14H12O4","0-5cm","SR","90d","FAD","saturated"
"C14H12O4","5cm-end","SR","30d","FAD","saturated"
"C14H12O4","5cm-end","CPCRW","90d","CW","instant chemistry"
"C14H12O4","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C14H12O4","0-5cm","SR","30d","CW","instant chemistry"
"C14H12O4","0-5cm","SR","90d","CW","instant chemistry"
"C14H12O4","0-5cm","SR","90d","FAD","instant chemistry"
"C14H12O4","5cm-end","SR","30d","FAD","instant chemistry"
"C14H12O4","5cm-end","SR","90d","CW","instant chemistry"
"C11H16O6","0-5cm","CPCRW","150d","FAD","saturated"
"C11H16O6","0-5cm","CPCRW","150d","CW","saturated"
"C11H16O6","0-5cm","CPCRW","30d","CW","saturated"
"C11H16O6","0-5cm","CPCRW","30d","FAD","saturated"
"C11H16O6","0-5cm","CPCRW","90d","CW","saturated"
"C11H16O6","0-5cm","CPCRW","90d","FAD","saturated"
"C11H16O6","5cm-end","CPCRW","150d","CW","saturated"
"C11H16O6","5cm-end","CPCRW","150d","FAD","saturated"
"C11H16O6","5cm-end","CPCRW","30d","CW","saturated"
"C11H16O6","5cm-end","CPCRW","30d","FAD","saturated"
"C11H16O6","5cm-end","CPCRW","90d","CW","saturated"
"C11H16O6","5cm-end","CPCRW","90d","FAD","saturated"
"C11H16O6","0-5cm","SR","150d","CW","saturated"
"C11H16O6","0-5cm","SR","150d","FAD","saturated"
"C11H16O6","0-5cm","SR","30d","CW","saturated"
"C11H16O6","0-5cm","SR","30d","FAD","saturated"
"C11H16O6","0-5cm","SR","90d","CW","saturated"
"C11H16O6","0-5cm","SR","90d","FAD","saturated"
"C11H16O6","5cm-end","SR","150d","CW","saturated"
"C11H16O6","5cm-end","SR","150d","FAD","saturated"
"C11H16O6","5cm-end","SR","30d","CW","saturated"
"C11H16O6","5cm-end","SR","30d","FAD","saturated"
"C11H16O6","5cm-end","SR","90d","CW","saturated"
"C11H16O6","5cm-end","SR","90d","FAD","saturated"
"C11H16O6","0-5cm","CPCRW","90d","CW","instant chemistry"
"C11H16O6","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C11H16O6","5cm-end","CPCRW","90d","CW","instant chemistry"
"C11H16O6","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C11H16O6","0-5cm","SR","30d","CW","instant chemistry"
"C11H16O6","0-5cm","SR","30d","FAD","instant chemistry"
"C11H16O6","0-5cm","SR","90d","CW","instant chemistry"
"C11H16O6","0-5cm","SR","90d","FAD","instant chemistry"
"C11H16O6","5cm-end","SR","30d","CW","instant chemistry"
"C11H16O6","5cm-end","SR","30d","FAD","instant chemistry"
"C11H16O6","5cm-end","SR","90d","CW","instant chemistry"
"C11H16O6","5cm-end","SR","90d","FAD","instant chemistry"
"C10H16O5N2","0-5cm","CPCRW","150d","FAD","saturated"
"C10H16O5N2","0-5cm","CPCRW","30d","FAD","saturated"
"C10H16O5N2","0-5cm","CPCRW","90d","FAD","saturated"
"C10H16O5N2","0-5cm","SR","150d","CW","saturated"
"C10H16O5N2","0-5cm","SR","150d","FAD","saturated"
"C10H16O5N2","0-5cm","SR","30d","FAD","saturated"
"C10H16O5N2","0-5cm","SR","90d","CW","saturated"
"C10H16O5N2","0-5cm","SR","90d","FAD","saturated"
"C10H16O5N2","0-5cm","CPCRW","90d","CW","instant chemistry"
"C10H16O5N2","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C10H16O5N2","5cm-end","CPCRW","90d","CW","instant chemistry"
"C10H16O5N2","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C10H16O5N2","0-5cm","SR","30d","CW","instant chemistry"
"C10H16O5N2","0-5cm","SR","30d","FAD","instant chemistry"
"C10H16O5N2","0-5cm","SR","90d","CW","instant chemistry"
"C10H16O5N2","0-5cm","SR","90d","FAD","instant chemistry"
"C10H16O5N2","5cm-end","SR","30d","CW","instant chemistry"
"C10H16O5N2","5cm-end","SR","30d","FAD","instant chemistry"
"C10H16O5N2","5cm-end","SR","90d","CW","instant chemistry"
"C10H16O5N2","5cm-end","SR","90d","FAD","instant chemistry"
"C12H20O5","0-5cm","CPCRW","150d","FAD","saturated"
"C12H20O5","0-5cm","CPCRW","150d","CW","saturated"
"C12H20O5","0-5cm","CPCRW","30d","CW","saturated"
"C12H20O5","0-5cm","CPCRW","30d","FAD","saturated"
"C12H20O5","0-5cm","CPCRW","90d","CW","saturated"
"C12H20O5","0-5cm","CPCRW","90d","FAD","saturated"
"C12H20O5","5cm-end","CPCRW","150d","CW","saturated"
"C12H20O5","5cm-end","CPCRW","150d","FAD","saturated"
"C12H20O5","5cm-end","CPCRW","30d","CW","saturated"
"C12H20O5","5cm-end","CPCRW","30d","FAD","saturated"
"C12H20O5","5cm-end","CPCRW","90d","CW","saturated"
"C12H20O5","5cm-end","CPCRW","90d","FAD","saturated"
"C12H20O5","0-5cm","SR","150d","CW","saturated"
"C12H20O5","0-5cm","SR","150d","FAD","saturated"
"C12H20O5","0-5cm","SR","30d","CW","saturated"
"C12H20O5","0-5cm","SR","30d","FAD","saturated"
"C12H20O5","0-5cm","SR","90d","CW","saturated"
"C12H20O5","0-5cm","SR","90d","FAD","saturated"
"C12H20O5","5cm-end","SR","150d","CW","saturated"
"C12H20O5","5cm-end","SR","150d","FAD","saturated"
"C12H20O5","5cm-end","SR","30d","CW","saturated"
"C12H20O5","5cm-end","SR","30d","FAD","saturated"
"C12H20O5","5cm-end","SR","90d","CW","saturated"
"C12H20O5","5cm-end","SR","90d","FAD","saturated"
"C12H20O5","0-5cm","CPCRW","90d","CW","instant chemistry"
"C12H20O5","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C12H20O5","5cm-end","CPCRW","90d","CW","instant chemistry"
"C12H20O5","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C12H20O5","0-5cm","SR","30d","CW","instant chemistry"
"C12H20O5","0-5cm","SR","30d","FAD","instant chemistry"
"C12H20O5","0-5cm","SR","90d","CW","instant chemistry"
"C12H20O5","0-5cm","SR","90d","FAD","instant chemistry"
"C12H20O5","5cm-end","SR","30d","CW","instant chemistry"
"C12H20O5","5cm-end","SR","30d","FAD","instant chemistry"
"C12H20O5","5cm-end","SR","90d","CW","instant chemistry"
"C12H20O5","5cm-end","SR","90d","FAD","instant chemistry"
"C11H20O4N2","0-5cm","SR","90d","CW","instant chemistry"
"C13H24O4","0-5cm","CPCRW","150d","FAD","saturated"
"C13H24O4","0-5cm","CPCRW","150d","CW","saturated"
"C13H24O4","0-5cm","CPCRW","30d","CW","saturated"
"C13H24O4","0-5cm","CPCRW","30d","FAD","saturated"
"C13H24O4","0-5cm","CPCRW","90d","CW","saturated"
"C13H24O4","0-5cm","CPCRW","90d","FAD","saturated"
"C13H24O4","5cm-end","CPCRW","150d","CW","saturated"
"C13H24O4","5cm-end","CPCRW","150d","FAD","saturated"
"C13H24O4","5cm-end","CPCRW","30d","CW","saturated"
"C13H24O4","5cm-end","CPCRW","30d","FAD","saturated"
"C13H24O4","5cm-end","CPCRW","90d","CW","saturated"
"C13H24O4","5cm-end","CPCRW","90d","FAD","saturated"
"C13H24O4","0-5cm","SR","150d","CW","saturated"
"C13H24O4","0-5cm","SR","150d","FAD","saturated"
"C13H24O4","0-5cm","SR","30d","CW","saturated"
"C13H24O4","0-5cm","SR","30d","FAD","saturated"
"C13H24O4","0-5cm","SR","90d","CW","saturated"
"C13H24O4","0-5cm","SR","90d","FAD","saturated"
"C13H24O4","5cm-end","SR","150d","CW","saturated"
"C13H24O4","5cm-end","SR","150d","FAD","saturated"
"C13H24O4","5cm-end","SR","30d","CW","saturated"
"C13H24O4","5cm-end","SR","30d","FAD","saturated"
"C13H24O4","5cm-end","SR","90d","CW","saturated"
"C13H24O4","5cm-end","SR","90d","FAD","saturated"
"C13H24O4","0-5cm","CPCRW","90d","CW","instant chemistry"
"C13H24O4","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C13H24O4","5cm-end","CPCRW","90d","CW","instant chemistry"
"C13H24O4","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C13H24O4","0-5cm","SR","30d","CW","instant chemistry"
"C13H24O4","0-5cm","SR","30d","FAD","instant chemistry"
"C13H24O4","0-5cm","SR","90d","CW","instant chemistry"
"C13H24O4","0-5cm","SR","90d","FAD","instant chemistry"
"C13H24O4","5cm-end","SR","30d","CW","instant chemistry"
"C13H24O4","5cm-end","SR","30d","FAD","instant chemistry"
"C13H24O4","5cm-end","SR","90d","CW","instant chemistry"
"C13H24O4","5cm-end","SR","90d","FAD","instant chemistry"
"C12H24O3N2","0-5cm","CPCRW","90d","CW","instant chemistry"
"C12H24O3N2","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C12H24O3N2","0-5cm","SR","30d","FAD","instant chemistry"
"C12H24O3N2","0-5cm","SR","90d","CW","instant chemistry"
"C12H24O3N2","0-5cm","SR","90d","FAD","instant chemistry"
"C12H24O3N2","5cm-end","SR","30d","CW","instant chemistry"
"C12H24O3N2","5cm-end","SR","30d","FAD","instant chemistry"
"C12H24O3N2","5cm-end","SR","90d","CW","instant chemistry"
"C12H24O3N2","5cm-end","SR","90d","FAD","instant chemistry"
"C14H28O3","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C14H28O3","0-5cm","SR","30d","CW","instant chemistry"
"C10H15O6N1","0-5cm","CPCRW","150d","FAD","saturated"
"C10H15O6N1","0-5cm","CPCRW","150d","CW","saturated"
"C10H15O6N1","0-5cm","CPCRW","30d","CW","saturated"
"C10H15O6N1","0-5cm","CPCRW","30d","FAD","saturated"
"C10H15O6N1","0-5cm","CPCRW","90d","CW","saturated"
"C10H15O6N1","0-5cm","CPCRW","90d","FAD","saturated"
"C10H15O6N1","5cm-end","CPCRW","150d","CW","saturated"
"C10H15O6N1","5cm-end","CPCRW","150d","FAD","saturated"
"C10H15O6N1","5cm-end","CPCRW","30d","FAD","saturated"
"C10H15O6N1","5cm-end","CPCRW","90d","CW","saturated"
"C10H15O6N1","5cm-end","CPCRW","90d","FAD","saturated"
"C10H15O6N1","0-5cm","SR","150d","CW","saturated"
"C10H15O6N1","0-5cm","SR","150d","FAD","saturated"
"C10H15O6N1","0-5cm","SR","30d","CW","saturated"
"C10H15O6N1","0-5cm","SR","30d","FAD","saturated"
"C10H15O6N1","0-5cm","SR","90d","CW","saturated"
"C10H15O6N1","0-5cm","SR","90d","FAD","saturated"
"C10H15O6N1","5cm-end","SR","150d","CW","saturated"
"C10H15O6N1","5cm-end","SR","30d","CW","saturated"
"C10H15O6N1","5cm-end","SR","30d","FAD","saturated"
"C10H15O6N1","5cm-end","SR","90d","CW","saturated"
"C10H15O6N1","5cm-end","SR","90d","FAD","saturated"
"C10H15O6N1","0-5cm","CPCRW","90d","CW","instant chemistry"
"C10H15O6N1","0-5cm","CPCRW","90d","FAD","instant chemistry"
"C10H15O6N1","5cm-end","CPCRW","90d","CW","instant chemistry"
"C10H15O6N1","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C10H15O6N1","0-5cm","SR","30d","CW","instant chemistry"
"C10H15O6N1","0-5cm","SR","30d","FAD","instant chemistry"
"C10H15O6N1","0-5cm","SR","90d","CW","instant chemistry"
"C10H15O6N1","0-5cm","SR","90d","FAD","instant chemistry"
"C10H15O6N1","5cm-end","SR","30d","CW","instant chemistry"
"C10H15O6N1","5cm-end","SR","30d","FAD","instant chemistry"
"C10H15O6N1","5cm-end","SR","90d","CW","instant chemistry"
"C10H15O6N1","5cm-end","SR","90d","FAD","instant chemistry"
"C11H19O5N1","0-5cm","CPCRW","150d","FAD","saturated"
"C11H19O5N1","0-5cm","SR","150d","CW","saturated"
"C11H19O5N1","0-5cm","SR","150d","FAD","saturated"
"C11H19O5N1","0-5cm","SR","90d","CW","saturated"
"C11H19O5N1","0-5cm","SR","90d","FAD","saturated"
"C11H19O5N1","0-5cm","SR","90d","FAD","instant chemistry"
"C10H19O4N3","5cm-end","CPCRW","90d","FAD","instant chemistry"
"C12H6O6","0-5cm","CPCRW","150d","CW","saturated"
"C12H6O6","0-5cm","CPCRW","30d","FAD","saturated"
"C12H6O6","0-5cm","CPCRW","90d","FAD","saturated"
"C12H6O6","5cm-end","CPCRW","150d","CW","saturated"
