-3.84921	0	
-3.8489	0	
-3.8486	0	
-3.84829	0	
-3.84799	0	
-3.84768	0	
-3.84738	0	
-3.84707	0	
-3.84676	0	
-3.84646	0	
-3.84615	0	
-3.84585	0	
-3.84554	0	
-3.84524	0	
-3.84493	0	
-3.84463	0	
-3.84432	0	
-3.84401	0	
-3.84371	0	
-3.8434	0	
-3.8431	0	
-3.84279	0	
-3.84249	0	
-3.84218	0	
-3.84187	0	
-3.84157	0	
-3.84126	0	
-3.84096	0	
-3.84065	0	
-3.84035	0	
-3.84004	0	
-3.83974	-1.7622e-10	
-3.83943	-3.72529e-07	
-3.83912	-3.72529e-07	
-3.83882	-3.72529e-07	
-3.83851	-3.72529e-07	
-3.83821	-3.72529e-07	
-3.8379	-3.72739e-07	
-3.8376	2.05393e-07	
-3.83729	0.00163838	
-3.83699	0.00163801	
-3.83668	0.00163801	
-3.83637	0.00163838	
-3.83607	0.00163876	
-3.83576	0.00163876	
-3.83546	0.00163876	
-3.83515	0.00163876	
-3.83485	0.00163876	
-3.83454	0.00163876	
-3.83424	0.00163913	
-3.83393	0.00163913	
-3.83362	0.0016395	
-3.83332	0.0016395	
-3.83301	0.00163987	
-3.83271	0.00163987	
-3.8324	0.00164025	
-3.8321	0.00164025	
-3.83179	0.00164062	
-3.83149	0.00164062	
-3.83118	0.00164099	
-3.83087	0.00164099	
-3.83057	0.00164136	
-3.83026	0.00164136	
-3.82996	0.00164174	
-3.82965	0.00164174	
-3.82935	0.00164174	
-3.82904	0.00164174	
-3.82874	0.00164211	
-3.82843	0.00164211	
-3.82812	0.00164248	
-3.82782	0.00164248	
-3.82751	0.00164285	
-3.82721	0.00164285	
-3.8269	0.00164285	
-3.8266	0.00164285	
-3.82629	0.00164323	
-3.82599	0.00164323	
-3.82568	0.0016436	
-3.82537	0.0016436	
-3.82507	0.00164397	
-3.82476	0.00164397	
-3.82446	0.00164397	
-3.82415	0.00164397	
-3.82385	0.00164434	
-3.82354	0.00164434	
-3.82324	0.00164434	
-3.82293	0.00164434	
-3.82262	0.00164472	
-3.82232	0.00164472	
-3.82201	0.00164472	
-3.82171	0.00164472	
-3.8214	0.00164509	
-3.8211	0.00164509	
-3.82079	0.00164546	
-3.82049	0.00164546	
-3.82018	0.00164583	
-3.81987	0.00164583	
-3.81957	0.00164583	
-3.81926	0.00164583	
-3.81896	0.00164621	
-3.81865	0.00164621	
-3.81835	0.00164658	
-3.81804	0.00164658	
-3.81773	0.00164695	
-3.81743	0.00164695	
-3.81712	0.00164695	
-3.81682	0.00164695	
-3.81651	0.00164732	
-3.81621	0.00164732	
-3.8159	0.0016477	
-3.8156	0.0016477	
-3.81529	0.00164807	
-3.81498	0.00164807	
-3.81468	0.00164807	
-3.81437	0.00164807	
-3.81407	0.00164844	
-3.81376	0.00164844	
-3.81346	0.00164881	
-3.81315	0.00164881	
-3.81285	0.00164919	
-3.81254	0.00164919	
-3.81223	0.00164919	
-3.81193	0.00164919	
-3.81162	0.00164956	
-3.81132	0.00164956	
-3.81101	0.00164993	
-3.81071	0.00164993	
-3.8104	0.0016503	
-3.8101	0.0016503	
-3.80979	0.0016503	
-3.80948	0.0016503	
-3.80918	0.00165068	
-3.80887	0.00165068	
-3.80857	0.00165105	
-3.80826	0.00165105	
-3.80796	0.00165142	
-3.80765	0.00165142	
-3.80735	0.00165142	
-3.80704	0.00165142	
-3.80673	0.00165179	
-3.80643	0.00165179	
-3.80612	0.00165217	
-3.80582	0.00165217	
-3.80551	0.00165254	
-3.80521	0.00165254	
-3.8049	0.00165254	
-3.8046	0.00165254	
-3.80429	0.00165291	
-3.80398	0.00165291	
-3.80368	0.00165328	
-3.80337	0.00165328	
-3.80307	0.00165366	
-3.80276	0.00165366	
-3.80246	0.00165403	
-3.80215	0.00165403	
-3.80185	0.0016544	
-3.80154	0.0016544	
-3.80123	0.00165477	
-3.80093	0.00165477	
-3.80062	0.00165515	
-3.80032	0.00165515	
-3.80001	0.00165515	
-3.79971	0.00165515	
-3.7994	0.00165552	
-3.7991	0.00165552	
-3.79879	0.00165552	
-3.79848	0.00165552	
-3.79818	0.00165589	
-3.79787	0.00165589	
-3.79757	0.00165589	
-3.79726	0.00165589	
-3.79696	0.00165626	
-3.79665	0.00165627	
-3.79635	0.00165664	
-3.79604	0.00165664	
-3.79573	0.00165701	
-3.79543	0.00165701	
-3.79512	0.00165701	
-3.79482	0.00165701	
-3.79451	0.00165738	
-3.79421	0.00165738	
-3.7939	0.00165775	
-3.79359	0.00165776	
-3.79329	0.00165813	
-3.79298	0.00165813	
-3.79268	0.0016585	
-3.79237	0.0016585	
-3.79207	0.00165887	
-3.79176	0.00165887	
-3.79146	0.00165924	
-3.79115	0.00165925	
-3.79084	0.00165962	
-3.79054	0.00165962	
-3.79023	0.00165962	
-3.78993	0.00165962	
-3.78962	0.00165999	
