"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"1",2019-11-17 19:44:09,4,41.919336834,810.04736373,53,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 02:02:03,4,47.385732193,555.21517734,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 02:02:54,4,47.385732193,1017.9866461,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 02:03:46,4,47.385732193,1055.2107649,103,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 01:15:58,4,46.583065772,581.63024559,49,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 02:50:30,4,47.385732193,707.36772009,49,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 03:37:17,4,47.385732193,493.34636522,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 03:38:06,4,47.385732193,589.2017284,49,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 04:24:42,4,47.385732193,496.20070693,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 04:25:31,4,47.385732193,577.61755372,49,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 05:12:06,4,47.385732193,505.88289706,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 05:12:57,4,47.385732193,582.18803723,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 05:59:18,4,46.601409245,506.24320544,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 06:00:09,4,46.601409245,626.02509988,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 06:46:47,4,46.617483667,507.67470834,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 06:47:37,4,46.617483667,595.67516034,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 07:33:43,4,46.617483667,564.49939852,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 02:49:41,4,47.385732193,503.47396685,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 07:35:24,4,46.617483667,1022.1533909,101,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 08:21:09,4,46.617483667,565.42718542,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 08:21:59,4,46.617483667,891.83270914,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 08:22:52,4,46.617483667,918.91012038,103,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 09:08:41,4,46.532021059,548.00516151,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 20:30:24,4,41.919336834,581.24233686,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 20:31:16,4,41.919336834,887.8492707,52,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 20:32:05,4,41.919336834,926.88616023,101,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 21:17:53,4,41.951063954,575.98877866,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 21:18:44,4,41.951063954,984.89944143,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 21:19:35,4,41.951063954,1017.2326799,102,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 22:05:38,4,47.554094606,516.30548648,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 22:06:29,4,47.554094606,618.27448501,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 22:52:38,4,47.554094606,561.86203653,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 22:53:31,4,47.554094606,960.15294492,53,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 22:54:20,4,47.554094606,989.38568837,102,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 23:39:48,4,47.554094606,562.07870625,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 23:40:39,4,47.554094606,495.02858938,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-17 23:41:31,4,47.554094606,544.30752714,103,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 00:28:01,4,46.583065772,489.23791917,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 00:28:54,4,46.583065772,540.1567022,53,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 01:15:09,4,46.583065772,485.43165854,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 15:27:27,4,45.410042699,543.20474588,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 15:28:18,4,45.410042699,931.77245901,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 15:29:09,4,45.410042699,959.32097797,102,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 16:14:45,4,45.410042699,546.40863334,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 16:15:37,4,45.410042699,980.94925784,52,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 16:16:28,4,45.410042699,1012.4462358,103,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 17:02:12,4,45.410042699,562.45347979,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 17:03:03,4,45.410042699,939.92766761,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 17:03:55,4,45.410042699,967.12021893,103,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 17:49:43,4,45.410042699,558.99638031,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 17:50:33,4,45.410042699,769.75281723,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 18:37:18,4,45.328412617,511.27254309,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 18:38:10,4,45.328412617,606.22461099,52,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 19:24:51,4,45.328412617,512.43275161,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 19:25:43,4,45.328412617,571.45182099,52,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-13 20:59:47,4,46.58760335,659.64577157,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-13 21:45:41,4,46.58760335,636.58909515,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-18 07:34:34,4,46.617483667,991.12804373,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-13 21:47:21,4,46.58760335,1455.8231816,100,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-13 22:33:14,4,46.58760335,631.0778825,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-13 22:34:04,4,46.58760335,1037.1677831,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-13 23:20:50,4,46.58760335,567.71721633,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-13 23:21:40,4,46.58760335,764.492527,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 00:08:14,4,46.58760335,566.717199,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 00:09:04,4,46.58760335,743.21936847,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 00:55:36,4,46.609941523,571.75025555,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 00:56:27,4,46.609941523,745.95885037,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 01:42:30,4,46.609941523,633.25859246,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 01:43:20,4,46.609941523,1233.0887326,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 01:44:10,4,46.609941523,1309.8002812,100,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 02:30:12,4,46.609941523,570.79354964,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 02:31:04,4,46.609941523,850.89472867,52,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 03:17:32,4,47.445352535,602.03263151,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 03:18:23,4,47.445352535,927.9748596,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 04:04:58,4,47.445352535,540.38952616,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 04:05:51,4,47.445352535,806.03545568,53,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 04:52:36,4,46.616731612,515.57208982,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 04:53:27,4,46.616731612,637.30028748,51,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 05:39:55,4,46.614103837,511.03378293,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 05:40:47,4,46.614103837,650.72380979,52,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 06:26:55,4,46.614103837,571.63522223,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 06:27:45,4,46.614103837,1026.6979881,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 06:28:36,4,46.614103837,1082.2735741,101,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 07:14:29,4,46.614103837,510.24924009,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 07:15:22,4,46.614103837,733.20871201,53,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 08:02:04,4,46.607172337,502.69215675,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 08:02:56,4,46.607172337,629.73968251,52,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 08:48:45,4,46.600235903,578.91753373,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 08:49:37,4,46.600235903,499.39342358,52,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 08:50:28,4,46.600235903,586.75842344,103,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 09:36:18,4,46.597585867,566.56770223,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 09:37:11,4,46.597585867,1238.8249941,53,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 09:38:01,4,46.597585867,1300.3355536,103,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 10:24:00,4,46.597585867,502.89995676,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 10:24:50,4,46.597585867,708.75460162,50,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-11-14 11:11:09,4,46.597585867,557.92010568,0,"drought","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
