,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.1,0,0.39,0.03,Artifact,Weak,,,28,2.5,41.4,1.81,868.13,Solvent,None,,
2,14.86,0,1.51,0.11,Artifact,Weak,,,29,2.49,11.8,1.4,159.19,Solvent,None,,
3,14.58,0,0.5,0.04,Artifact,Weak,,,30,2.41,0.1,367.76,343.12,Artifact,Weak,,
4,14.54,0,0.6,0.04,Artifact,Weak,,,31,2.34,0.1,2.21,1.78,Solvent,Weak + C13_Sat,,
5,11.11,0,0.84,0.07,Artifact,Weak,,,32,2.34,0.2,2.18,6.69,Solvent,Weak + C13_Sat,,
6,10.15,0,0.81,0.07,Artifact,Weak,,,33,2.33,0.4,1.97,10.18,Solvent,Weak + C13_Sat,,
7,5.73,0,0.55,0.05,Artifact,Weak,,,34,2.33,0.4,2,10.51,Solvent,Weak + C13_Sat,,
8,4.69,0,0.5,0.05,Artifact,Weak,,,35,2.32,0.2,1.99,6.43,Solvent,Weak + C13_Sat,,
9,4.05,0,44.52,20.1,Compound,None,,,36,2.32,0.1,1.21,0.64,Solvent,Weak + C13_Sat,,
10,3.79,0,0.45,0.04,Artifact,Weak,,,37,1.28,0,1.01,0.14,Impurity,Weak,,
11,3.51,0,102.37,42.16,Compound,None,,,38,1.26,0,1.19,0.15,Impurity,Weak,,
12,3.45,0.1,50.84,50.25,Compound,None,,,39,1.24,0.1,4.56,4.52,Compound,None,,
13,3.34,1.7,13.03,292.46,Compound,None,,,40,1.23,0,1.04,0.11,Impurity,Weak,,
14,3.3,0.2,53.72,140.64,Artifact,Weak,,,41,1.15,0,5.25,1.08,Impurity,None,,
15,2.85,0,0.72,0.06,Artifact,Weak,,,42,0.86,0,1.14,0.2,Impurity,Weak,,
16,2.85,0,1.44,0.12,Artifact,Weak,,,43,0.84,0,26.61,8.48,Compound,None,,
17,2.68,0.1,2.18,1.96,Solvent,Weak + C13_Sat,,,44,0.72,0,0.81,0.08,Artifact,Weak,,
18,2.68,0.2,2.17,6.87,Solvent,Weak + C13_Sat,,,45,0.55,0,0.63,0.04,Artifact,Weak,,
19,2.67,0.4,2,10.61,Solvent,Weak + C13_Sat,,,46,0.07,0,2.25,0.22,Artifact,Weak,,
20,2.67,0.4,1.96,10.46,Solvent,Weak + C13_Sat,,,47,-0.44,0,0.63,0.04,Artifact,Weak,,
21,2.66,0.2,1.94,5.8,Solvent,Weak + C13_Sat,,,48,-1.33,0,0.59,0.06,Artifact,Weak,,
22,2.66,0.1,1.29,0.91,Solvent,Weak + C13_Sat,,,49,-1.37,0,0.78,0.06,Artifact,Weak,,
23,2.52,3.7,5.21,222.11,Solvent,None,,,50,-1.73,0,0.66,0.05,Artifact,Weak,,
24,2.51,9.3,1.77,237.57,Solvent,None,,,51,-1.76,0,0.69,0.05,Artifact,Weak,,
25,2.51,41.1,2.11,1202.71,Solvent,None,,,52,-2.61,0,0.62,0.05,Artifact,Weak,,
26,2.5,69,2,1781.76,Solvent,None,,,53,-2.87,0,0.63,0.05,Artifact,Weak,,
27,2.5,72.2,1.85,1673.42,Solvent,None,,,,,,,,,,,
