,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.86,0,0.8,0.11,Artifact,Weak,,,23,4.35,0,2.1,0.2,Artifact,Weak,,,45,2.34,0.3,1.52,6.3,Solvent,Weak + C13_Sat,,
2,13.12,0,0.81,0.1,Artifact,Weak,,,24,4.34,0,0.89,0.2,Impurity,Weak,,,46,2.34,0.5,1.46,8.52,Solvent,Weak + C13_Sat,,
3,10.87,0,0.53,0.06,Artifact,Weak,,,25,4.04,0,3.37,1.2,Impurity,None,,,47,2.33,0.3,1.58,6.95,Solvent,Weak + C13_Sat,,
4,10.08,0,0.64,0.09,Artifact,Weak,,,26,3.66,0.1,65.85,56.74,Compound,None,,,48,2.33,0.1,1.61,2.71,Solvent,Weak + C13_Sat,,
5,9.88,0.1,1.06,1.06,Impurity,None,,,27,3.58,0,1.27,0.32,Impurity,Weak,,,49,2.21,0,0.67,0.08,Artifact,Weak,,
6,9.72,0,0.59,0.05,Artifact,Weak,,,28,3.52,0,1.58,0.7,Impurity,Weak,,,50,2.19,0,1.42,0.22,Impurity,Weak,,
7,9.61,0,1.03,0.12,Artifact,Weak,,,29,3.11,0.1,73.26,105.5,Compound,None,,,51,2.15,0,0.84,0.12,Artifact,Weak,,
8,7.76,0,0.86,0.1,Artifact,Weak,,,30,2.69,0.1,1.31,2.11,Solvent,Weak + C13_Sat,,,52,1.92,0.1,1.09,1.18,Impurity,None,,
9,7.13,0,0.56,0.07,Artifact,Weak,,,31,2.68,0.3,1.5,6.34,Solvent,Weak + C13_Sat,,,53,1.29,0,0.72,0.18,Impurity,Weak,,
10,6.56,0,1.43,0.16,Artifact,Weak,,,32,2.68,0.5,1.48,9.19,Solvent,Weak + C13_Sat,,,54,1.24,0.3,3.51,16.39,Compound,None,,
11,6.54,0.1,1.13,1.12,Impurity,None,,,33,2.67,0.4,1.64,7.46,Solvent,Weak + C13_Sat,,,55,1.16,0.1,3.78,2.49,Impurity,None,,
12,6.53,1.2,1.34,20.58,Compound,None,,,34,2.67,0.1,1.46,2.28,Solvent,Weak + C13_Sat,,,56,1.14,0,1.86,0.56,Impurity,Weak,,
13,5.42,0,3.37,1.4,Impurity,None,,,35,2.59,0.2,46.14,106.83,Artifact,Weak,,,57,1.08,0,1.12,0.13,Artifact,Weak,,
14,4.89,0,1.05,0.14,Artifact,Weak,,,36,2.53,0.3,1.53,5.79,Solvent,Weak,,,58,1.06,0,1,0.25,Impurity,Weak,,
15,4.88,0,1.3,0.22,Artifact,Weak,,,37,2.53,0.2,1.15,3.46,Solvent,Weak,,,59,1.05,0,1.33,0.29,Impurity,Weak,,
16,4.83,0,2,0.28,Impurity,Weak,,,38,2.52,22.3,1.23,313.21,Solvent,None,,,60,1.04,0,0.97,0.11,Artifact,Weak,,
17,4.82,0,1.12,0.22,Impurity,Weak,,,39,2.51,56,1.49,1029.42,Solvent,None,,,61,1.01,0,0.98,0.14,Artifact,Weak,,
18,4.77,0,0.59,0.08,Impurity,Weak,,,40,2.51,85.2,1.57,1703.27,Solvent,None,,,62,0.88,0,3.69,1.05,Impurity,Weak,,
19,4.75,0,4.7,0.98,Impurity,Weak,,,41,2.51,56.6,1.53,1077.14,Solvent,None,,,63,0.86,0,1.76,0.91,Impurity,None,,
20,4.61,0,0.53,0.08,Artifact,Weak,,,42,2.5,22.9,1.48,383.49,Solvent,None,,,64,0.84,0,26.28,14.7,Compound,None,,
21,4.59,0,1,0.17,Impurity,Weak,,,43,2.4,0.1,80.83,148.46,Compound,None,,,65,0.08,0,1.53,0.22,Artifact,Weak,,
22,4.58,0,0.99,0.16,Artifact,Weak,,,44,2.35,0.1,1.26,2.04,Solvent,Weak + C13_Sat,,,66,-1.39,0,0.61,0.07,Artifact,Weak,,
