,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.4,0,0.71,0.06,Artifact,Weak,,,23,2.33,0.5,1.46,8.61,Solvent,Weak + C13_Sat,,,45,1.08,0,2.22,0.18,Compound,None,,
2,10.18,0,0.66,0.06,Artifact,Weak,,,24,2.32,0.3,1.22,4.35,Solvent,Weak + C13_Sat,,,46,1.06,0,1.54,0.27,Compound,None,,
3,8.32,0,0.95,0.19,Compound,None,,,25,2.32,0.1,1.32,2.05,Solvent,Weak + C13_Sat,,,47,1.05,0,1.43,0.22,Compound,None,,
4,6.54,0,6.84,3.14,Compound,None,,,26,2.27,0,1.71,0.18,Artifact,Weak,,,48,1.01,0,3.44,0.8,Compound,None,,
5,6.23,0,0.76,0.04,Artifact,Weak,,,27,2.26,0,1.36,0.13,Artifact,Weak,,,49,1,0,1.59,0.15,Compound,None,,
6,4.18,0,0.56,0.04,Artifact,Weak,,,28,2.22,0,2.33,0.23,Artifact,Weak,,,50,0.99,0,0.68,0.12,Compound,None,,
7,3.73,0,0.61,0.04,Artifact,Weak,,,29,2.21,0,1.73,0.3,Compound,None,,,51,0.97,0,1.05,0.13,Compound,None,,
8,3.13,0,1.75,0.59,Compound,None,,,30,2.19,0,1.61,0.14,Artifact,Weak,,,52,0.85,0,1.65,0.55,Compound,None,,
9,3.11,0.1,1.96,1.35,Compound,None,,,31,2.18,0,2.45,0.27,Compound,None,,,53,0.83,0,2.93,0.48,Compound,None,,
10,2.68,0.1,1.32,2.31,Solvent,Weak + C13_Sat,,,32,2.16,0,0.64,0.08,Compound,None,,,54,0.43,0,0.62,0.05,Artifact,Weak,,
11,2.67,0.3,1.43,6.49,Solvent,Weak + C13_Sat,,,33,1.9,0,1.01,0.43,Compound,None,,,55,0.42,0,0.72,0.07,Artifact,Weak,,
12,2.67,0.5,1.29,8.24,Solvent,Weak + C13_Sat,,,34,1.51,0,5.52,0.41,Artifact,Weak,,,56,0.12,0.1,1.11,0.83,CS Reference,Weak + C13_Sat,,
13,2.66,0.3,1.35,6.15,Solvent,Weak + C13_Sat,,,35,1.48,0,14.52,1.27,Artifact,Weak,,,57,0.07,0.1,0.87,0.58,Compound,None,,
14,2.66,0.1,1.09,1.64,Solvent,Weak + C13_Sat,,,36,1.29,0,0.95,0.08,Artifact,Weak,,,58,0.07,0.2,1.01,2.85,Compound,None,,
15,2.52,0.3,0.98,3.23,Solvent,Weak,,,37,1.23,0.3,3.23,11.7,Compound,None,,,59,0,0,0.77,0.22,CS Reference,Weak,,
16,2.51,25.1,1.39,434.47,Solvent,None,,,38,1.19,0,1.71,0.17,Compound,Weak,,,60,-0.02,0.4,1.15,6.33,CS Reference,None,,
17,2.5,55.9,1.3,920.44,Solvent,None,,,39,1.16,0,1.44,0.18,Compound,Weak,,,61,-0.03,14.8,0.85,152.35,CS Reference,None,,
18,2.5,88.1,1.46,1736.35,Solvent,None,,,40,1.15,0,1.06,0.27,Compound,None,,,62,-0.04,0.4,0.9,4.36,CS Reference,None,,
19,2.5,54.3,1.27,889.17,Solvent,None,,,41,1.15,0.1,1.41,1.5,Compound,None,,,63,-0.18,0.1,1.14,0.89,CS Reference,Weak + C13_Sat,,
20,2.49,22.3,1.17,300.19,Solvent,None,,,42,1.15,0.2,1.67,3.32,Compound,None,,,64,-3.17,0,1,0.09,Artifact,Weak,,
21,2.34,0.1,1.22,2.02,Solvent,Weak + C13_Sat,,,43,1.14,0.1,1.94,2.43,Compound,None,,,,,,,,,,,
22,2.33,0.3,1.39,6.34,Solvent,Weak + C13_Sat,,,44,1.11,0,0.82,0.06,Artifact,Weak,,,,,,,,,,,
