,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14.72,0,0.35,0.03,Artifact,Weak,,,24,2.66,0.3,1.58,6.52,Solvent,Weak + C13_Sat,,,47,1.28,0,1.1,0.37,Compound,None,,
2,13.59,0,0.62,0.05,Artifact,Weak,,,25,2.66,0.1,1.42,2.21,Solvent,Weak + C13_Sat,,,48,1.26,0.1,1.52,1.25,Compound,None,,
3,12.24,0,0.52,0.05,Artifact,Weak,,,26,2.52,0.3,1.59,7.06,Solvent,Weak,,,49,1.24,0.4,4.94,24.8,Compound,None,,
4,9.74,0,0.52,0.04,Artifact,Weak,,,27,2.52,0.3,1.25,4.64,Solvent,Weak,,,50,1.23,0.2,2.46,6.2,Compound,None,,
5,9.6,0,0.42,0.03,Artifact,Weak,,,28,2.51,23.2,1.44,392.39,Solvent,None,,,51,1.22,0,0.84,0.11,Compound,None,,
6,7.12,0,0.76,0.06,Artifact,Weak,,,29,2.5,59.4,1.58,1206.32,Solvent,None,,,52,1.19,0,1.33,0.37,Compound,None,,
7,7.08,0,1,0.08,Artifact,Weak,,,30,2.5,83,1.49,1559.82,Solvent,None,,,53,1.17,0,1.65,0.22,Compound,None,,
8,6.52,0.1,1.38,2.01,Compound,None,,,31,2.5,55.1,1.55,1018.54,Solvent,None,,,54,1.16,0,1.7,0.64,Compound,None,,
9,6.29,0,1.44,0.64,Compound,None,,,32,2.49,23,1.4,371.93,Solvent,None,,,55,1.15,0.2,3.22,6.28,Compound,None,,
10,5.44,0,2.94,0.35,Compound,None,,,33,2.42,0.1,155.35,125.72,Artifact,Weak,,,56,1.12,0,1.09,0.52,Compound,None,,
11,4.08,0,0.52,0.05,Artifact,Weak,,,34,2.34,0.1,1.49,2.38,Solvent,Weak + C13_Sat,,,57,1.1,0,0.89,0.36,Compound,None,,
12,4.03,0,5.54,0.61,Artifact,Weak,,,35,2.33,0.3,1.51,6.22,Solvent,Weak + C13_Sat,,,58,1.06,0,1.33,0.3,Compound,None,,
13,3.95,0,12.67,2.05,Compound,None,,,36,2.33,0.5,1.6,10.02,Solvent,Weak + C13_Sat,,,59,1.05,0.2,3.64,8.18,Compound,None,,
14,3.51,0.5,2.36,15.88,Compound,None,,,37,2.32,0.3,1.49,5.69,Solvent,Weak + C13_Sat,,,60,1.03,0,1.89,0.73,Compound,None,,
15,3.48,0,5.37,1.05,Compound,None,,,38,2.32,0.1,1.41,2.03,Solvent,Weak + C13_Sat,,,61,1.03,0.2,3.63,7.96,Compound,None,,
16,3.46,0,1.95,0.24,Compound,None,,,39,2.2,0,1.36,0.27,Compound,None,,,62,1,0,1.54,0.36,Compound,None,,
17,3.44,0,2.21,0.28,Compound,None,,,40,2.18,0,1.67,0.25,Compound,None,,,63,0.86,0,4.37,2.16,Compound,None,,
18,2.94,0,4.57,0.99,Compound,None,,,41,2.16,0,1.81,0.14,Artifact,Weak,,,64,0.85,0.1,2.04,1.73,Compound,None,,
19,2.92,0,4.81,0.9,Compound,None,,,42,1.91,0,1.85,1.02,Compound,None,,,65,0.84,0,4.56,2.15,Compound,None,,
20,2.74,0,0.94,0.07,Artifact,Weak,,,43,1.52,0,8.87,1.66,Compound,None,,,66,0.81,0,3.26,0.6,Compound,None,,
21,2.68,0.1,1.53,2.65,Solvent,Weak + C13_Sat,,,44,1.36,0,1.87,0.39,Compound,None,,,67,0.35,0,0.45,0.04,Artifact,Weak,,
22,2.67,0.3,1.56,6.91,Solvent,Weak + C13_Sat,,,45,1.33,0,0.99,0.18,Compound,None,,,68,0.07,0.1,1.82,1.19,Compound,None,,
23,2.67,0.5,1.53,9.32,Solvent,Weak + C13_Sat,,,46,1.3,0,1.78,0.85,Compound,None,,,69,-2.72,0,0.61,0.05,Artifact,Weak,,
