,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14.95,0,0.57,0.04,Artifact,Weak,,,24,2.66,0.1,1.3,2.25,Solvent,Weak + C13_Sat,,,47,1.26,0,1.25,0.35,Compound,None,,
2,14.9,0,0.79,0.07,Artifact,Weak,,,25,2.52,0.3,1.05,3.51,Solvent,Weak,,,48,1.24,0.1,3.24,5.46,Compound,None,,
3,14.54,0,0.87,0.06,Artifact,Weak,,,26,2.52,0.1,0.69,1.16,Artifact,Weak,,,49,1.15,0.1,1.86,2.12,Compound,None,,
4,13.84,0,0.44,0.04,Artifact,Weak,,,27,2.51,23.9,1.39,386.25,Solvent,None,,,50,1.15,0.1,1.65,2.6,Compound,None,,
5,12.9,0,0.85,0.07,Artifact,Weak,,,28,2.5,58.6,1.41,1054.96,Solvent,None,,,51,1.14,0.1,1.83,2.28,Compound,None,,
6,11.8,0,0.45,0.03,Artifact,Weak,,,29,2.5,85.3,1.41,1542.67,Solvent,None,,,52,1.09,0,0.72,0.05,Artifact,Weak,,
7,10.2,0,1.04,0.06,Artifact,Weak,,,30,2.5,56.2,1.39,969.37,Solvent,None,,,53,1.05,0,4.45,0.28,Artifact,Weak,,
8,9.22,0,0.5,0.03,Artifact,Weak,,,31,2.49,23.8,1.32,368.17,Solvent,None,,,54,1.02,0,5.2,0.87,Compound,None,,
9,8.53,0,3.24,0.29,Artifact,Weak,,,32,2.46,0,0.68,0.04,Artifact,Weak,,,55,1.01,0,2.01,0.26,Compound,None,,
10,6.53,0,2.43,0.82,Compound,None,,,33,2.34,0.1,1.34,2.29,Solvent,Weak + C13_Sat,,,56,1,0,1.55,0.48,Compound,None,,
11,6.36,0,0.7,0.06,Artifact,Weak,,,34,2.33,0.3,1.35,5.9,Solvent,Weak + C13_Sat,,,57,0.98,0,1.3,0.47,Compound,None,,
12,6.28,0.1,1.42,0.98,Compound,None,,,35,2.33,0.5,1.48,9.85,Solvent,Weak + C13_Sat,,,58,0.96,0,0.72,0.06,Artifact,Weak,,
13,6.27,0,0.67,0.05,Artifact,Weak,,,36,2.32,0.3,1.41,5.97,Solvent,Weak + C13_Sat,,,59,0.95,0,2.01,0.25,Compound,None,,
14,5.95,0,0.56,0.03,Artifact,Weak,,,37,2.32,0.1,1.32,2.03,Solvent,Weak + C13_Sat,,,60,0.85,0,2.74,0.55,Compound,None,,
15,5.4,0,3.1,0.16,Artifact,Weak,,,38,2.21,0,5.99,0.53,Artifact,Weak,,,61,0.84,0,1.98,0.25,Compound,None,,
16,5.19,0,0.44,0.03,Artifact,Weak,,,39,2.16,0,0.64,0.04,Artifact,Weak,,,62,0.07,0,1.89,0.38,Compound,None,,
17,4.9,0,0.44,0.03,Artifact,Weak,,,40,2.15,0,0.61,0.04,Artifact,Weak,,,63,-0.16,0,0.74,0.06,Artifact,Weak,,
18,3.51,0.1,1.85,1.43,Compound,None,,,41,2.12,0,1.41,0.2,Compound,None,,,64,-0.92,0,0.52,0.04,Artifact,Weak,,
19,2.95,0,0.72,0.04,Artifact,Weak,,,42,2.08,0,0.79,0.06,Artifact,Weak,,,65,-1.27,0,0.63,0.04,Artifact,Weak,,
20,2.68,0.1,1.3,2.3,Solvent,Weak + C13_Sat,,,43,1.88,0,0.84,0.05,Artifact,Weak,,,66,-1.48,0,0.7,0.04,Artifact,Weak,,
21,2.67,0.3,1.41,6.38,Solvent,Weak + C13_Sat,,,44,1.36,0,1.44,0.15,Compound,None,,,67,-2.65,0,0.48,0.03,Artifact,Weak,,
22,2.67,0.5,1.41,9.07,Solvent,Weak + C13_Sat,,,45,1.3,0,1.59,0.31,Compound,None,,,68,-3.36,0,1.02,0.09,Artifact,Weak,,
23,2.66,0.3,1.36,5.84,Solvent,Weak + C13_Sat,,,46,1.28,0,1.41,0.28,Compound,None,,,,,,,,,,,
