,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.47,0,0.48,0.03,Artifact,Weak,,,31,3.3,0.2,1.68,3.22,Artifact,Weak,,,61,1.27,0,0.62,0.08,Compound,None,,
2,14.42,0,0.74,0.06,Artifact,Weak,,,32,3.09,0,0.59,0.03,Artifact,Weak,,,62,1.26,0,1.64,0.42,Compound,None,,
3,14.37,0,1.41,0.13,Artifact,Weak,,,33,2.81,0,0.49,0.04,Artifact,Weak,,,63,1.23,0.3,3.41,13.45,Compound,None,,
4,14.22,0,0.35,0.03,Artifact,Weak,,,34,2.68,0.1,1.32,1.78,Solvent,Weak + C13_Sat,,,64,1.22,0,0.72,0.06,Compound,None,,
5,13.63,0,0.86,0.09,Artifact,Weak,,,35,2.67,0.3,1.83,7.46,Solvent,Weak + C13_Sat,,,65,1.19,0,1.71,0.2,Impurity,None,,
6,12.71,0,0.66,0.04,Artifact,Weak,,,36,2.67,0.5,1.6,9.4,Solvent,Weak + C13_Sat,,,66,1.15,0.2,3.46,7.59,Compound,None,,
7,12.55,0,0.38,0.03,Artifact,Weak,,,37,2.66,0.3,1.59,6.19,Solvent,Weak + C13_Sat,,,67,1.11,0,0.85,0.08,Artifact,Weak,,
8,12.34,0,0.73,0.06,Artifact,Weak,,,38,2.66,0.1,1.35,1.79,Solvent,Weak + C13_Sat,,,68,1.08,0,2.36,0.37,Compound,None,,
9,12.24,0,0.43,0.03,Artifact,Weak,,,39,2.52,0.4,1.71,8.35,Solvent,Weak,,,69,1.05,0,2.21,0.34,Compound,None,,
10,11.97,0,0.36,0.02,Artifact,Weak,,,40,2.52,0.3,1.13,3.63,Solvent,Weak,,,70,0.97,0,1.69,0.14,Artifact,Weak,,
11,11.89,0,0.79,0.07,Artifact,Weak,,,41,2.51,22.8,1.34,353.76,Solvent,None,,,71,0.95,0,0.53,0.05,Artifact,Weak,,
12,11.54,0,0.54,0.04,Artifact,Weak,,,42,2.5,59.1,1.71,1282.58,Solvent,None,,,72,0.92,0,2.14,0.22,Compound,None,,
13,11.53,0,0.68,0.06,Impurity,Weak,,,43,2.5,81.4,1.56,1557.15,Solvent,None,,,73,0.85,0,2.63,1.15,Compound,None,,
14,11.12,0,0.96,0.09,Artifact,Weak,,,44,2.5,55.7,1.62,1103.33,Solvent,None,,,74,0.84,0,34.11,20.82,Compound,None,,
15,10.2,0,1.05,0.14,Compound,None,,,45,2.49,20.8,1.37,307.56,Solvent,None,,,75,0.81,0,2.71,0.23,Artifact,Weak,,
16,9.42,0,0.6,0.05,Artifact,Weak,,,46,2.37,0,1.28,0.09,Artifact,Weak,,,76,0.68,0,1.81,0.16,Artifact,Weak,,
17,9.26,0,0.68,0.04,Artifact,Weak,,,47,2.36,0,0.45,0.04,Artifact,Weak,,,77,0.07,0.1,1.85,1.42,CS Reference,None,,
18,9.19,0,0.84,0.06,Artifact,Weak,,,48,2.34,0.1,1.41,2.32,Solvent,Weak + C13_Sat,,,78,-0.07,0,0.8,0.05,Artifact,Weak,,
19,9.16,0,0.7,0.06,Artifact,Weak,,,49,2.33,0.3,1.66,6.64,Solvent,Weak + C13_Sat,,,79,-0.24,0,0.69,0.05,Artifact,Weak,,
20,9.15,0,0.55,0.03,Artifact,Weak,,,50,2.33,0.5,1.56,9.12,Solvent,Weak + C13_Sat,,,80,-0.48,0,0.41,0.03,Artifact,Weak,,
21,8.89,0,0.63,0.04,Artifact,Weak,,,51,2.32,0.3,1.74,7.49,Solvent,Weak + C13_Sat,,,81,-0.9,0,0.48,0.03,Artifact,Weak,,
22,8.51,0,0.56,0.04,Artifact,Weak,,,52,2.32,0.1,1.22,1.35,Solvent,Weak + C13_Sat,,,82,-1.07,0,0.56,0.04,Artifact,Weak,,
23,8.13,0,0.66,0.04,Artifact,Weak,,,53,2.21,0,0.92,0.06,Artifact,Weak,,,83,-1.65,0,0.32,0.03,Artifact,Weak,,
24,7.14,0.2,33.68,67.65,Compound,None,,,54,2.2,0,0.77,0.09,Compound,None,,,84,-1.87,0,0.56,0.05,Artifact,Weak,,
25,6.66,0,0.68,0.05,Artifact,Weak,,,55,2.18,0,1.51,0.26,Compound,None,,,85,-1.92,0,0.74,0.06,Artifact,Weak,,
26,6.52,0.1,1.58,1.24,Compound,None,,,56,2.16,0,1.39,0.1,Artifact,Weak,,,86,-2.6,0,0.6,0.04,Artifact,Weak,,
27,6.29,0,2.2,0.54,Compound,None,,,57,1.91,0,1.32,0.68,Compound,None,,,87,-2.86,0,0.39,0.03,Artifact,Weak,,
28,6.19,0,0.52,0.03,Artifact,Weak,,,58,1.33,0,2.26,0.3,Compound,None,,,88,-2.95,0,0.7,0.06,Impurity,Weak,,
29,3.9,0,0.41,0.03,Artifact,Weak,,,59,1.3,0,2.12,0.37,Compound,None,,,89,-3.05,0,0.64,0.06,Artifact,Weak,,
30,3.51,0,2.26,1.06,Compound,None,,,60,1.28,0,1.25,0.2,Compound,None,,,,,,,,,,,
