,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,11.19,0,0.77,0.06,Artifact,Weak,,,23,3.04,0.1,81.56,76.67,Artifact,Weak,,,45,2.07,0,31.88,3.1,Impurity,Weak,,
2,11,0,0.66,0.06,Artifact,Weak,,,24,2.75,0,1.05,0.09,Artifact,Weak,,,46,2.03,0,32.15,9.59,Compound,None,,
3,10.2,0,2.88,1.36,Impurity,None,,,25,2.68,0.1,1.46,2.18,Solvent,Weak + C13_Sat,,,47,1.91,0,1.12,0.66,Impurity,None,,
4,8.33,0,1.42,0.46,Impurity,Weak,,,26,2.67,0.3,1.72,6.82,Solvent,Weak + C13_Sat,,,48,1.84,0.1,56.79,94.1,Compound,None,,
5,7.38,0,20.17,5.36,Artifact,Weak,,,27,2.67,0.4,1.69,9.23,Solvent,Weak + C13_Sat,,,49,1.77,0,3.14,0.38,Impurity,Weak,,
6,7.27,1.1,42.14,522.14,Compound,None,,,28,2.66,0.3,1.55,5.65,Solvent,Weak + C13_Sat,,,50,1.75,0,1.65,0.24,Impurity,Weak,,
7,7.13,0.2,116.5,293.27,Compound,None,,,29,2.66,0.1,1.37,1.92,Solvent,Weak + C13_Sat,,,51,1.44,0,1.23,0.14,Impurity,Weak,,
8,5.2,0,5.07,0.41,Artifact,Weak,,,30,2.59,0,27.64,18.25,Artifact,Weak,,,52,1.25,0,2.05,0.45,Impurity,Weak,,
9,4.81,0.1,269.21,193.9,Compound,None,,,31,2.56,0.2,20.55,62.52,Artifact,Weak,,,53,1.23,0.2,4.29,9.89,Compound,None,,
10,4.64,0,779.85,71.92,Compound,None,,,32,2.52,1.2,7.97,139.35,Solvent,Weak,,,54,1.14,0.2,4.1,9.99,Compound,None,,
11,4.58,0,0.71,0.05,Artifact,Weak,,,33,2.51,22.5,1.45,413.19,Solvent,None,,,55,1.12,0,10.58,5.82,Impurity,None,,
12,4.16,0,8.52,0.8,Artifact,Weak,,,34,2.5,55.3,1.79,1298.92,Solvent,None,,,56,1.11,0,2.65,0.44,Impurity,Weak,,
13,4.06,0,1.18,0.11,Impurity,Weak,,,35,2.5,81.5,1.66,1794.24,Solvent,None,,,57,1.11,0,2.76,0.85,Impurity,None,,
14,3.76,0.1,150.65,108.49,Compound,None,,,36,2.5,51.9,1.47,971.58,Solvent,None,,,58,1.1,0,6.11,3.18,Impurity,None,,
15,3.52,0.1,178.27,123.06,Artifact,Weak,,,37,2.49,20.9,1.36,327.79,Solvent,None,,,59,1.09,0,2.32,0.69,Impurity,Weak,,
16,3.51,0.1,2.2,4.16,Artifact,Weak,,,38,2.41,0,3.42,1.62,Artifact,Weak,,,60,1.08,0,1.9,0.54,Impurity,Weak,,
17,3.49,0,13.89,6.97,Artifact,Weak,,,39,2.34,0.1,1.37,1.94,Solvent,Weak + C13_Sat,,,61,1.07,0,1.22,0.34,Impurity,Weak,,
18,3.42,0,38.86,6.35,Artifact,Weak,,,40,2.33,0.3,1.89,8.26,Solvent,Weak + C13_Sat,,,62,1.02,0,3.08,0.43,Impurity,Weak,,
19,3.38,0,12.35,2.96,Artifact,Weak,,,41,2.33,0.4,1.54,8.01,Solvent,Weak + C13_Sat,,,63,0.86,0.1,43.31,47.73,Compound,None,,
20,3.24,0.4,79.82,276.32,Artifact,Weak,,,42,2.32,0.3,1.64,5.58,Solvent,Weak + C13_Sat,,,64,0.85,0,2.04,0.39,Impurity,Weak,,
21,3.24,0,55.88,8.71,Artifact,Weak,,,43,2.32,0.3,1.43,4.09,Solvent,Weak + C13_Sat,,,65,0.07,0.1,2.1,1.9,Impurity,None,,
22,3.11,0.1,2.99,2.8,Artifact,Weak,,,44,2.24,0,1.38,0.1,Artifact,Weak,,,,,,,,,,,
