,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14.65,0,0.51,0.04,Artifact,Weak,,,25,3.65,0,0.51,0.04,Artifact,Weak,,,49,2.22,0,32.16,6.7,Compound,None,,
2,14.18,0,0.5,0.03,Artifact,Weak,,,26,3.51,0.1,1.91,1.63,Compound,None,,,50,2.18,0,1.7,0.13,Compound,None,,
3,13.2,0,0.64,0.04,Artifact,Weak,,,27,3.3,0.8,2.24,21.2,Artifact,Weak,,,51,2.12,0,3.24,0.25,Artifact,Weak,,
4,12.53,0,0.56,0.04,Artifact,Weak,,,28,3.08,0,0.7,0.05,Artifact,Weak,,,52,1.9,0,1.37,0.6,Compound,None,,
5,11.99,0,0.8,0.05,Artifact,Weak,,,29,2.95,0,0.51,0.04,Artifact,Weak,,,53,1.56,0,4.92,0.63,Compound,None,,
6,11.19,0,0.47,0.04,Artifact,Weak,,,30,2.68,0.1,1.4,2.2,Solvent,Weak + C13_Sat,,,54,1.3,0,1.28,0.19,Compound,None,,
7,10.42,0,0.52,0.04,Artifact,Weak,,,31,2.67,0.3,1.54,6.79,Solvent,Weak + C13_Sat,,,55,1.28,0,0.96,0.11,Compound,None,,
8,10.41,0,0.62,0.05,Artifact,Weak,,,32,2.67,0.5,1.49,9.19,Solvent,Weak + C13_Sat,,,56,1.26,0,1.85,0.47,Compound,None,,
9,10.2,0,1.36,0.17,Compound,None,,,33,2.66,0.3,1.53,6.23,Solvent,Weak + C13_Sat,,,57,1.23,0.3,3.69,14.64,Compound,None,,
10,9.41,0,0.55,0.03,Artifact,Weak,,,34,2.66,0.1,1.22,1.85,Solvent,Weak + C13_Sat,,,58,1.19,0,1.12,0.11,Artifact,Weak,,
11,9.41,0,0.51,0.05,Artifact,Weak,,,35,2.57,0.1,16.56,15.77,Artifact,Weak,,,59,1.15,0.2,3.42,7.62,Compound,None,,
12,7.38,0,0.95,0.07,Artifact,Weak,,,36,2.52,0.3,1.29,4.42,Solvent,Weak,,,60,1.12,0,0.55,0.05,Artifact,Weak,,
13,7.37,0,0.77,0.05,Artifact,Weak,,,37,2.51,24,1.39,387.13,Solvent,None,,,61,1.08,0,4.09,0.95,Compound,None,,
14,7.24,0,0.68,0.06,Artifact,Weak,,,38,2.5,58.7,1.47,1075.24,Solvent,None,,,62,1.06,0,3.45,0.94,Compound,None,,
15,6.52,0.1,1.46,1.41,Compound,None,,,39,2.5,84,1.46,1532.68,Solvent,None,,,63,0.99,0,0.58,0.04,Artifact,Weak,,
16,6.29,0,1.65,0.45,Compound,None,,,40,2.5,58.1,1.54,1130.55,Solvent,None,,,64,0.85,0,2.17,0.83,Compound,None,,
17,6.2,0,1.16,0.1,Artifact,Weak,,,41,2.49,20.8,1.2,256.75,Solvent,None,,,65,0.83,0,4,0.75,Compound,None,,
18,6.03,0,0.49,0.04,Artifact,Weak,,,42,2.37,0,0.7,0.04,Artifact,Weak,,,66,0.07,0,1.56,0.33,Compound,None,,
19,5.79,0,0.35,0.02,Artifact,Weak,,,43,2.34,0.1,1.36,2.29,Solvent,Weak + C13_Sat,,,67,-0.19,0,0.37,0.03,Artifact,Weak,,
20,5.46,0,0.75,0.07,Artifact,Weak,,,44,2.33,0.3,1.57,7.03,Solvent,Weak + C13_Sat,,,68,-0.42,0,0.86,0.07,Artifact,Weak,,
21,5.43,0,2.07,0.17,Artifact,Weak,,,45,2.33,0.5,1.45,8.72,Solvent,Weak + C13_Sat,,,69,-0.43,0,0.64,0.06,Compound,None,,
22,5.05,0,0.94,0.08,Artifact,Weak,,,46,2.32,0.3,1.5,6.32,Solvent,Weak + C13_Sat,,,70,-1.04,0,0.44,0.04,Artifact,Weak,,
23,4.28,0,0.64,0.06,Artifact,Weak,,,47,2.32,0.1,1.22,1.75,Solvent,Weak + C13_Sat,,,71,-1.68,0,0.88,0.07,Artifact,Weak,,
24,3.84,0,0.87,0.07,Artifact,Weak,,,48,2.29,0,0.47,0.03,Artifact,Weak,,,,,,,,,,,
