,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.68,0,0.45,0.04,Artifact,Weak,,,28,2.34,0.1,1.39,2.61,Solvent,Weak + C13_Sat,,,55,1.15,0,1.75,0.92,Compound,None,,
2,13.41,0,0.44,0.04,Artifact,Weak,,,29,2.33,0.4,1.38,6.45,Solvent,Weak + C13_Sat,,,56,1.15,0.2,3.31,8.64,Compound,None,,
3,10.82,0,0.69,0.06,Artifact,Weak,,,30,2.33,0.5,1.37,8.87,Solvent,Weak + C13_Sat,,,57,1.12,0.4,119.77,526.91,Compound,None,,
4,7.71,0,1.17,0.1,Artifact,Weak,,,31,2.32,0.3,1.32,5.54,Solvent,Weak + C13_Sat,,,58,1.1,0,1.57,0.56,Compound,None,,
5,7.21,0,25.74,2.21,Compound,None,,,32,2.32,0.1,1.3,2.07,Solvent,Weak + C13_Sat,,,59,1.06,0,1.68,0.7,Impurity,None,,
6,5.77,0,0.79,0.07,Artifact,Weak,,,33,2.3,0.2,2.15,3.75,Compound,None,,,60,1.02,0.1,5.17,5.41,Compound,None,,
7,3.47,0.4,259.92,956.24,Artifact,Weak,,,34,2.29,0.2,1.14,2.96,Compound,None,,,61,1,0,2.29,1.23,Compound,None,,
8,3.43,0.3,57.49,192.73,Artifact,Weak,,,35,2.26,0,10.39,3.14,Compound,None,,,62,1,0,1.86,0.28,Compound,None,,
9,3.23,0.1,120.09,172.94,Artifact,Weak,,,36,2.2,0,0.86,0.11,Impurity,Weak,,,63,0.85,0,5.56,2.83,Compound,None,,
10,3.13,0.1,2.72,3.19,Artifact,Weak,,,37,2.18,0,3.01,0.29,Impurity,Weak,,,64,0.83,0.1,41.78,43.89,Compound,None,,
11,3.11,0.1,2.17,3.19,Artifact,Weak,,,38,2.09,0,1.53,0.47,Impurity,None,,,65,0.12,0.1,1.33,1.06,CS Reference,Weak + C13_Sat,,
12,2.75,0,0.86,0.34,Artifact,Weak,,,39,2.02,0,1.19,0.12,Impurity,Weak,,,66,0.07,0,6.06,1.79,Compound,None,,
13,2.68,0.1,1.4,2.61,Solvent,Weak + C13_Sat,,,40,1.98,0,2.01,0.2,Artifact,Weak,,,67,0.07,0.6,1.22,8.62,Compound,None,,
14,2.67,0.3,1.38,6.05,Solvent,Weak + C13_Sat,,,41,1.96,0,0.66,0.08,Impurity,Weak,,,68,0.06,0,0.99,0.15,Impurity,Weak,,
15,2.67,0.5,1.41,9.37,Solvent,Weak + C13_Sat,,,42,1.9,0.1,1.22,1.3,Compound,None,,,69,0.05,0,1.31,0.12,Artifact,Weak,,
16,2.66,0.3,1.41,6,Solvent,Weak + C13_Sat,,,43,1.83,0,12.97,4.33,Compound,None,,,70,0.04,0,0.77,0.06,Artifact,Weak,,
17,2.66,0.1,1.22,2,Solvent,Weak + C13_Sat,,,44,1.83,0.2,71.4,146.16,Compound,None,,,71,0,0.1,14.55,15.88,CS Reference,Weak,,
18,2.56,0.3,40.1,161.78,Artifact,Weak,,,45,1.75,0,1.33,0.35,Impurity,None,,,72,0,0,4.01,1.13,CS Reference,Weak,,
19,2.53,0.6,21.2,160.59,Compound,None,,,46,1.49,0,37.31,4.49,Compound,None,,,73,-0.01,0.1,1.69,1.42,CS Reference,Weak,,
20,2.52,0.3,1.33,6.32,Solvent,Weak,,,47,1.36,0,1.87,0.3,Impurity,Weak,,,74,-0.02,0.7,2.93,28.12,CS Reference,None,,
21,2.52,0.2,0.79,2.18,Solvent,Weak,,,48,1.33,0,1.33,0.29,Impurity,Weak,,,75,-0.03,13.8,0.95,143.83,CS Reference,None,,
22,2.51,24,1.24,362.44,Solvent,None,,,49,1.3,0,2.17,0.31,Impurity,Weak,,,76,-0.04,0.3,0.82,2.39,CS Reference,Weak,,
23,2.5,59.4,1.43,1138.61,Solvent,None,,,50,1.28,0,0.69,0.09,Impurity,Weak,,,77,-0.06,0,0.92,0.57,CS Reference,Weak,,
24,2.5,84.5,1.48,1608.07,Solvent,None,,,51,1.26,0,1.07,0.3,Impurity,None,,,78,-0.18,0.1,1.18,1,CS Reference,Weak + C13_Sat,,
25,2.5,56.7,1.37,930.37,Solvent,None,,,52,1.23,0.2,3.26,8.56,Compound,None,,,79,-0.62,0,0.69,0.06,Artifact,Weak,,
26,2.49,23.2,1.19,309.36,Solvent,None,,,53,1.22,0,0.8,0.21,Compound,Weak,,,,,,,,,,,
27,2.43,0.1,58.35,93.97,Artifact,Weak,,,54,1.16,0,3.4,0.69,Compound,None,,,,,,,,,,,
