,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14.84,0,0.74,0.05,Artifact,Weak,,,27,3.28,0,0.65,0.07,Artifact,Weak,,,53,1.63,0,2.37,0.2,Artifact,Weak,,
2,14.45,0,1.21,0.06,Artifact,Weak,,,28,2.78,0,1.53,0.09,Artifact,Weak,,,54,1.5,0,24.02,1.32,Artifact,Weak,,
3,12.64,0,0.83,0.08,Artifact,Weak,,,29,2.76,0,3.57,0.24,Artifact,Weak,,,55,1.36,0,3.08,0.29,Artifact,Weak,,
4,12.56,0,0.81,0.07,Artifact,Weak,,,30,2.68,0.1,1.46,2.46,Solvent,Weak + C13_Sat,,,56,1.29,0,1.63,0.43,Compound,None,,
5,12.49,0,0.59,0.04,Artifact,Weak,,,31,2.67,0.3,1.39,6,Solvent,Weak + C13_Sat,,,57,1.28,0,0.75,0.15,Compound,None,,
6,10.92,0,0.83,0.07,Artifact,Weak,,,32,2.67,0.5,1.38,8.59,Solvent,Weak + C13_Sat,,,58,1.26,0,41.97,10.13,Compound,None,,
7,10.2,0,0.84,0.2,Impurity,None,,,33,2.66,0.3,1.42,5.83,Solvent,Weak + C13_Sat,,,59,1.26,0,1.3,0.68,Compound,None,,
8,8.85,0,0.53,0.04,Artifact,Weak,,,34,2.66,0.1,1.22,1.59,Solvent,Weak + C13_Sat,,,60,1.25,0,13.26,2.64,Compound,None,,
9,8.39,0,7.91,3.17,Compound,None,,,35,2.52,0.5,1.9,14.14,Solvent,Weak,,,61,1.24,0.2,2.86,7.09,Compound,None,,
10,7.91,0,0.83,0.06,Artifact,Weak,,,36,2.52,0.6,1.71,14.23,Solvent,Weak,,,62,1.23,0.1,3.04,5.71,Compound,None,,
11,7.51,0,7.6,0.72,Artifact,Weak,,,37,2.51,26.1,1.51,494.36,Solvent,None,,,63,1.2,0,93.53,15.05,Compound,None,,
12,7.11,0,0.4,0.03,Artifact,Weak,,,38,2.5,58,1.33,1010.37,Solvent,None,,,64,1.15,0,0.97,0.18,Impurity,None,,
13,6.97,0,57.52,21.38,Compound,None,,,39,2.5,86.6,1.46,1638.47,Solvent,None,,,65,1.15,0.1,1.64,1.41,Compound,None,,
14,6.52,0.2,1.17,2.26,Compound,None,,,40,2.5,55.2,1.38,938.61,Solvent,None,,,66,1.14,0.2,2.09,3.79,Compound,None,,
15,6.3,0,1.65,0.47,Compound,None,,,41,2.49,21.7,1.22,288.79,Solvent,None,,,67,1.08,0,1.13,0.42,Compound,None,,
16,5.42,0,8.45,0.77,Artifact,Weak,,,42,2.34,0.1,1.42,2.39,Solvent,Weak + C13_Sat,,,68,1.05,0,4.8,1.19,Compound,None,,
17,5.05,0,0.7,0.07,Impurity,Weak,,,43,2.33,0.3,1.42,6.27,Solvent,Weak + C13_Sat,,,69,1.03,0,7.15,2.26,Compound,None,,
18,4.58,0,7.35,0.85,Compound,None,,,44,2.33,0.5,1.34,8.12,Solvent,Weak + C13_Sat,,,70,1,0,0.72,0.07,Impurity,Weak,,
19,4.45,0,1.45,0.17,Impurity,Weak,,,45,2.32,0.3,1.42,5.82,Solvent,Weak + C13_Sat,,,71,0.98,0,1.47,0.14,Compound,None,,
20,4.3,0,0.53,0.04,Artifact,Weak,,,46,2.32,0.1,1.19,1.51,Solvent,Weak + C13_Sat,,,72,0.97,0,2.45,0.3,Compound,None,,
21,4.22,0,0.84,0.06,Artifact,Weak,,,47,2.29,0,2.71,0.15,Artifact,Weak,,,73,0.85,0,1.94,0.97,Compound,None,,
22,3.57,0,1.61,0.1,Artifact,Weak,,,48,2.22,0,1.17,0.08,Artifact,Weak,,,74,0.83,0,2.47,0.47,Compound,None,,
23,3.51,0.9,1.87,21.78,Compound,None,,,49,2.21,0,4.33,0.37,Artifact,Weak,,,75,0.83,0,0.65,0.04,Artifact,Weak,,
24,3.41,0.2,40.31,132.88,Artifact,Weak,,,50,2.12,0,4.94,0.32,Artifact,Weak,,,76,0.06,0,2.15,0.26,Compound,None,,
25,3.38,0.7,12.7,116.02,Artifact,Weak,,,51,2.1,0,1.42,0.18,Impurity,None,,,77,-3.05,0,0.61,0.05,Artifact,Weak,,
26,3.31,2,2.3,55.24,Artifact,Weak,,,52,1.87,0,8.25,1.88,Compound,None,,,,,,,,,,,
