,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14.11,0,0.56,0.04,Artifact,Weak,,,30,2.42,0,95.5,48.43,Artifact,Weak,,,59,1.02,0,3.12,0.44,Compound,None,,
2,12.27,0,0.54,0.05,Artifact,Weak,,,31,2.34,0.1,1.14,1.63,Solvent,Weak + C13_Sat,,,60,1.01,0,2.1,0.65,Compound,None,,
3,11.29,0,0.46,0.05,Artifact,Weak,,,32,2.33,0.4,1.27,6.07,Solvent,Weak + C13_Sat,,,61,1.01,0,1.16,0.13,Compound,None,,
4,10.83,0,1.06,0.1,Artifact,Weak,,,33,2.33,0.5,1.27,8.51,Solvent,Weak + C13_Sat,,,62,1,0,0.86,0.06,Artifact,Weak,,
5,8.32,0,1.17,0.53,Compound,None,,,34,2.32,0.4,1.31,5.9,Solvent,Weak + C13_Sat,,,63,1,0,1.61,0.25,Compound,None,,
6,7.12,0,196.64,56.8,Compound,None,,,35,2.32,0.1,1.22,2.17,Solvent,Weak + C13_Sat,,,64,0.99,0,0.72,0.2,Compound,None,,
7,6.57,0,0.62,0.06,Artifact,Weak,,,36,2.3,0,0.85,0.11,Impurity,Weak,,,65,0.98,0,0.74,0.1,Compound,Weak,,
8,3.73,0,128.4,22.99,Artifact,Weak,,,37,2.22,0,6,0.68,Artifact,Weak,,,66,0.97,0,2.12,0.33,Compound,None,,
9,3.56,0,50.21,15,Artifact,Weak,,,38,2.2,0,2.52,0.23,Compound,None,,,67,0.92,0,0.77,0.08,Artifact,Weak,,
10,3.49,0.1,25.99,18.18,Artifact,Weak,,,39,2.18,0,1.97,0.46,Compound,None,,,68,0.9,0,1,0.08,Artifact,Weak,,
11,3.44,0.2,31.11,57.08,Artifact,Weak,,,40,2.16,0,2.26,0.26,Compound,None,,,69,0.87,0,6.39,1.63,Compound,None,,
12,3.2,0,68.03,26.27,Artifact,Weak,,,41,2.04,0,53.99,9.48,Compound,None,,,70,0.85,0,2.25,1.09,Compound,None,,
13,3.16,0,0.59,0.05,Artifact,Weak,,,42,1.91,0.1,0.79,1.3,Compound,None,,,71,0.83,0,30.85,21.77,Compound,None,,
14,3.14,0,116.46,40.89,Artifact,Weak,,,43,1.83,0,77.17,43.96,Compound,None,,,72,0.44,0,2.27,0.2,Artifact,Weak,,
15,3.11,0,1.88,0.51,Artifact,Weak,,,44,1.78,0,1.24,0.13,Impurity,Weak,,,73,0.12,0.1,1.04,0.81,CS Reference,Weak + C13_Sat,,
16,2.68,0.1,1.18,2.04,Solvent,Weak + C13_Sat,,,45,1.78,0,0.67,0.12,Impurity,None,,,74,0.08,0,0.94,0.08,Artifact,Weak,,
17,2.67,0.4,1.24,5.69,Solvent,Weak + C13_Sat,,,46,1.51,0,17.83,2.2,Compound,None,,,75,0.07,0.3,1.59,7.02,Compound,None,,
18,2.67,0.5,1.27,8.77,Solvent,Weak + C13_Sat,,,47,1.36,0,1.31,0.12,Artifact,Weak,,,76,0.06,0,6.1,2.55,Compound,None,,
19,2.66,0.4,1.22,5.75,Solvent,Weak + C13_Sat,,,48,1.33,0,2.37,0.2,Artifact,Weak,,,77,0.05,0,0.93,0.26,Compound,None,,
20,2.66,0.1,1.15,2.02,Solvent,Weak + C13_Sat,,,49,1.32,0,1.65,0.13,Artifact,Weak,,,78,0,0,0.8,0.21,CS Reference,Weak,,
21,2.58,0.1,17.16,19.22,Artifact,Weak,,,50,1.3,0,0.93,0.13,Impurity,None,,,79,0,0,0.71,0.15,CS Reference,Weak,,
22,2.57,0,1.18,0.11,Artifact,Weak,,,51,1.28,0,0.86,0.1,Compound,None,,,80,-0.01,0,1.73,0.26,CS Reference,Weak,,
23,2.52,0.2,0.83,1.65,Solvent,Weak,,,52,1.26,0,309.72,18.61,Artifact,Weak,,,81,-0.02,0.3,0.82,3.74,CS Reference,None,,
24,2.52,0.1,0.57,0.86,Artifact,Weak,,,53,1.26,0,2.32,0.62,Compound,None,,,82,-0.03,13.8,0.81,136.33,CS Reference,None,,
25,2.51,25.3,1.16,334.72,Solvent,None,,,54,1.23,0.3,3.09,11.53,Compound,None,,,83,-0.04,0.4,0.84,3.99,CS Reference,None,,
26,2.5,60.4,1.28,951.27,Solvent,None,,,55,1.16,0.1,161.65,128.47,Compound,None,,,84,-0.05,0,0.97,0.12,CS Reference,Weak,,
27,2.5,87,1.36,1458.06,Solvent,None,,,56,1.16,0,1.64,0.18,Artifact,Weak,,,85,-0.06,0,0.7,0.26,CS Reference,Weak,,
28,2.5,63.8,1.27,1054.2,Solvent,None,,,57,1.14,0.2,3.44,8.66,Compound,None,,,86,-0.18,0.1,1.06,0.76,CS Reference,Weak + C13_Sat,,
29,2.49,24.5,1.11,303,Solvent,None,,,58,1.11,0,1.05,0.1,Impurity,Weak,,,87,-2.26,0,1.47,0.14,Artifact,Weak,,
