,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,10.2,0.1,7.12,10.9,Compound,None,,,22,2.67,0.6,8.89,69.41,Solvent,Weak + C13_Sat,,,43,1.48,0,26.56,10.14,Compound,None,,
2,10.19,0,7.72,2.65,Compound,None,,,23,2.6,0.3,26.47,108.83,Artifact,Weak,,,44,1.34,0.1,3.95,2.87,Impurity,None,,
3,8.16,0,3.38,1.53,Impurity,None,,,24,2.57,0.3,20.28,68.24,Artifact,Weak,,,45,1.32,0,0.88,0.15,Artifact,Weak,,
4,8.15,0,2.94,0.57,Impurity,Weak,,,25,2.5,99.6,5.12,6024.37,Solvent,None,,,46,1.3,0.1,4.28,2.54,Impurity,None,,
5,7.22,0.1,89.05,83,Compound,None,,,26,2.41,0.4,73.86,411.9,Artifact,Weak,,,47,1.26,0.1,4.54,5.84,Impurity,None,,
6,7.13,0,1.45,0.28,Artifact,Weak,,,27,2.39,0,4.34,1.68,Artifact,Weak,,,48,1.24,0.8,4.99,50.25,Compound,None,,
7,7.08,0.2,233.96,551.59,Compound,None,,,28,2.33,0.5,7.15,33.1,Solvent,Weak + C13_Sat,,,49,1.23,0.3,6.42,31.72,Compound,None,,
8,5.43,0,9.59,1.4,Artifact,Weak,,,29,2.2,0,1.93,0.46,Artifact,Weak,,,50,1.19,0,8.59,3.27,Impurity,Weak,,
9,5.12,0.1,336.4,604.42,Compound,None,,,30,2.18,0,3.71,1.63,Artifact,Weak,,,51,1.17,0,9.02,3.35,Compound,None,,
10,5.07,0,42.86,11.09,Artifact,Weak,,,31,2.1,0,5.28,1.38,Artifact,Weak,,,52,1.15,0.2,6.24,17.65,Compound,None,,
11,4.96,0.1,99.27,130.33,Compound,None,,,32,2.06,0.1,85.73,135.25,Compound,None,,,53,1.12,0.7,139.19,1277.64,Compound,None,,
12,4.86,0.1,60.9,42.86,Compound,None,,,33,2.05,0,7.83,1.36,Artifact,Weak,,,54,1.12,0.2,30.79,67.28,Compound,None,,
13,4.8,0,47.36,20.38,Artifact,Weak,,,34,2.03,0,15.33,10.43,Impurity,Weak,,,55,0.87,0.1,8.69,6.39,Compound,None,,
14,4.76,0,26.46,5.74,Artifact,Weak,,,35,2.02,0,5.63,1.27,Artifact,Weak,,,56,0.85,0.1,11.26,23.16,Compound,None,,
15,4.72,0,111.82,50.61,Artifact,Weak,,,36,2,0,41.71,18.55,Artifact,Weak,,,57,0.83,0.2,22.39,65.14,Compound,None,,
16,4.69,0,55.27,10.26,Artifact,Weak,,,37,1.91,0.1,1.8,1.87,Impurity,None,,,58,0.81,0.1,13.43,12.94,Compound,None,,
17,4.58,0,63.84,11.34,Artifact,Weak,,,38,1.91,0,3.64,1.34,Impurity,Weak,,,59,0.79,0.1,28.31,19.37,Compound,None,,
18,3.82,0,3.29,0.65,Artifact,Weak,,,39,1.83,0.4,56.95,278.38,Compound,None,,,60,0.07,0.1,2.78,3.96,Impurity,None,,
19,3.41,2.4,163.53,5018.93,Artifact,Weak,,,40,1.76,0,4.78,1.96,Impurity,Weak,,,61,0.06,0.1,5.06,4.63,Impurity,None,,
20,2.76,0,9.82,4.45,Artifact,Weak,,,41,1.51,0,3.89,0.87,Artifact,Weak,,,,,,,,,,,
21,2.7,0,36.59,6.1,Artifact,Weak,,,42,1.49,0,4.31,1.38,Artifact,Weak,,,,,,,,,,,
