,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.41,0,0.74,0.06,Artifact,Weak,,,23,3.3,0.4,17.73,105.41,Artifact,Weak,,,45,2.33,0.4,2.09,11.55,Solvent,Weak + C13_Sat,,
2,15.11,0,0.59,0.06,Impurity,Weak,,,24,3.21,0.1,71.62,69.49,Compound,None,,,46,2.32,0.2,1.72,4.77,Solvent,Weak + C13_Sat,,
3,14.91,0,0.63,0.05,Impurity,Weak,,,25,2.7,0.1,45.32,42.41,Compound,None,,,47,2.32,0.1,1.32,0.86,Solvent,Weak + C13_Sat,,
4,14.05,0,0.7,0.06,Artifact,Weak,,,26,2.68,0.1,1.59,1.06,Solvent,Weak + C13_Sat,,,48,1.9,0,0.49,0.04,Artifact,Weak,,
5,13.84,0,0.62,0.05,Artifact,Weak,,,27,2.68,0.2,2.2,6.81,Solvent,Weak + C13_Sat,,,49,1.3,0,2.88,0.41,Impurity,Weak,,
6,13.83,0,0.75,0.05,Artifact,Weak,,,28,2.67,0.4,2.03,10.2,Solvent,Weak + C13_Sat,,,50,1.28,0,4.94,0.69,Impurity,Weak,,
7,12.86,0,2.01,0.16,Artifact,Weak,,,29,2.67,0.4,2.06,11.49,Solvent,Weak + C13_Sat,,,51,1.26,0,3.01,0.56,Impurity,Weak,,
8,12.31,0,1.34,0.09,Artifact,Weak,,,30,2.66,0.2,1.74,4.84,Solvent,Weak + C13_Sat,,,52,1.25,0,8.36,1.83,Impurity,None,,
9,12.01,0,0.37,0.03,Artifact,Weak,,,31,2.66,0.1,1.54,1.14,Solvent,Weak + C13_Sat,,,53,1.24,0.1,4.43,5.56,Impurity,None,,
10,11.74,0,0.37,0.03,Artifact,Weak,,,32,2.61,0,2.01,0.3,Artifact,Weak,,,54,1.15,0,6.24,1.24,Impurity,Weak,,
11,11.09,0,0.51,0.05,Artifact,Weak,,,33,2.52,5.3,11.58,778.05,Compound,None,,,55,1.07,0,0.51,0.04,Artifact,Weak,,
12,9.8,0,0.65,0.05,Artifact,Weak,,,34,2.52,0.8,2.35,24.98,Solvent,Weak,,,56,0.87,0,8.12,0.52,Artifact,Weak,,
13,8.54,0,0.53,0.04,Artifact,Weak,,,35,2.51,7.8,1.78,203.45,Solvent,None,,,57,0.85,0,2.36,0.27,Impurity,Weak,,
14,8.52,0,6.72,1.79,Impurity,None,,,36,2.51,41.5,2.19,1250.62,Solvent,None,,,58,0.83,0,24.96,9.34,Compound,None,,
15,8.34,0,0.8,0.07,Artifact,Weak,,,37,2.5,68.1,1.9,1646.12,Solvent,None,,,59,0.82,0,0.99,0.09,Artifact,Weak,,
16,6.66,0,0.67,0.05,Artifact,Weak,,,38,2.5,72.5,1.88,1699.71,Solvent,None,,,60,0.66,0,0.55,0.04,Artifact,Weak,,
17,4.75,0,10.88,0.79,Artifact,Weak,,,39,2.5,41.3,1.85,884.83,Solvent,None,,,61,-0.1,0,0.37,0.03,Artifact,Weak,,
18,4.61,0,0.89,0.07,Artifact,Weak,,,40,2.49,11.2,1.37,146.01,Solvent,None,,,62,-0.43,0,1.25,0.14,Artifact,Weak,,
19,4.19,0,5.15,0.78,Impurity,Weak,,,41,2.43,0.3,116.83,489.14,Compound,None,,,63,-0.64,0,1.27,0.12,Artifact,Weak,,
20,4.11,0,1.24,0.12,Artifact,Weak,,,42,2.34,0.1,2.1,1.74,Solvent,Weak + C13_Sat,,,64,-1.17,0,0.52,0.05,Artifact,Weak,,
21,4.08,0,2.47,0.19,Artifact,Weak,,,43,2.34,0.2,2.16,6.64,Solvent,Weak + C13_Sat,,,65,-1.22,0,0.44,0.03,Artifact,Weak,,
22,3.34,3.6,12.91,569.77,Compound,None,,,44,2.33,0.4,1.97,9.63,Solvent,Weak + C13_Sat,,,66,-2.14,0,0.57,0.04,Artifact,Weak,,
