"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"1",2019-11-18 11:08:36,14,46.532021059,451.48516292,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 11:09:26,14,46.532021059,451.31956555,50,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 11:57:03,14,51.217636727,444.52848114,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 12:42:46,14,45.474762924,439.53918194,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 11:55:21,14,51.217636727,443.312362,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 06:24:02,14,46.601409245,455.86865845,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 13:30:11,14,45.410042699,437.08998062,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 13:31:02,14,45.410042699,437.12619972,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 13:31:53,14,45.410042699,437.16755304,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 14:17:27,14,45.410042699,440.00657781,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 14:18:18,14,45.410042699,439.89313972,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 05:37:26,14,47.385732193,459.83856459,50,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 05:34:42,14,46.959012387,693.92371779,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 06:24:54,14,46.601409245,455.96016974,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 11:56:13,14,51.217636727,444.60384645,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 07:12:29,14,46.617483667,459.59965907,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 07:59:04,14,46.617483667,462.31338814,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 12:43:37,14,45.474762924,439.67012316,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 12:44:27,14,45.474762924,439.64855547,101,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 08:47:24,14,46.617483667,462.36960557,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 09:33:27,14,46.532021059,457.00148394,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 09:34:18,14,46.532021059,456.91088109,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 09:35:09,14,46.532021059,456.83792583,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 10:21:00,14,46.532021059,453.82091906,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 10:21:50,14,46.532021059,453.76008256,50,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 21:43:36,14,41.951063954,467.10572173,50,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 21:44:28,14,41.951063954,466.97064517,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 22:30:33,14,47.554094606,458.16219363,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 22:31:22,14,47.554094606,458.29531363,49,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 23:17:32,14,47.554094606,450.70306732,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 23:18:23,14,47.554094606,450.57437124,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 23:19:14,14,47.554094606,450.42619372,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 00:04:46,14,46.583065772,441.27178139,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 00:05:38,14,46.583065772,442.82028241,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 00:06:31,14,46.583065772,442.73531576,105,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 00:52:56,14,46.583065772,436.40460921,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 00:53:48,14,46.583065772,436.23708579,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 01:39:50,14,47.385732193,439.843283,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 01:40:42,14,47.385732193,439.78445172,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 02:26:54,14,47.385732193,440.16886224,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 02:27:45,14,47.385732193,440.51542984,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 02:28:36,14,47.385732193,440.59257074,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 03:14:17,14,47.385732193,438.91277727,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 03:15:08,14,47.385732193,439.06874326,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 03:16:00,14,47.385732193,439.06810014,103,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 04:01:51,14,47.385732193,440.206579,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 04:02:41,14,47.385732193,440.54280682,50,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 04:03:32,14,47.385732193,440.9272177,101,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 04:49:12,14,47.385732193,449.19262968,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 04:50:03,14,47.385732193,449.43675626,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 04:50:54,14,47.385732193,449.61675749,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 05:36:36,14,47.385732193,459.7714089,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 17:26:24,14,43.934296248,1384.0038386,49,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 05:35:33,14,46.959012387,534.435367,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 07:11:38,14,46.617483667,459.56863032,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 06:22:07,14,46.959012387,685.3173577,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 06:22:59,14,46.959012387,889.94932901,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 07:59:54,14,46.617483667,462.46275359,50,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-18 08:46:33,14,46.617483667,462.46668262,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 07:09:51,14,48.64656271,599.23629356,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 07:10:42,14,48.64656271,994.94430139,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 07:57:37,14,48.08993232,544.25493232,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 07:58:28,14,48.08993232,731.47974468,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 08:45:03,14,57.752795292,541.18264488,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 08:45:55,14,57.752795292,713.71160345,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 09:32:26,14,55.587656826,534.12201327,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 09:33:18,14,55.587656826,707.87453126,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 10:18:58,14,50.730084843,680.58405399,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 10:19:49,14,50.730084843,532.26847838,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 10:20:41,14,50.730084843,706.57643247,103,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 11:06:22,14,48.665332679,677.65622789,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 11:07:11,14,48.665332679,784.08248704,49,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 11:08:02,14,48.665332679,961.04940238,100,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 11:53:49,14,43.439725707,642.48787322,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 11:54:42,14,43.439725707,1583.4487895,53,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 11:55:33,14,43.439725707,1733.7281781,104,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 12:41:13,14,43.439725707,634.00373108,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 12:42:04,14,43.439725707,1473.6882115,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 12:42:56,14,43.439725707,1628.9612527,103,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 13:29:03,14,39.111232844,543.25431478,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 13:29:55,14,39.111232844,824.14366733,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 14:16:21,14,43.93616466,549.24569897,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 14:17:13,14,43.93616466,889.24744076,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 15:03:26,14,43.932480468,623.9796384,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 15:04:19,14,43.932480468,1258.2168613,53,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 15:05:08,14,43.932480468,1415.1358298,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 15:50:47,14,43.932480468,632.40777194,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 15:51:37,14,43.932480468,1372.6509147,50,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 15:52:29,14,43.932480468,1553.4351822,102,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 16:38:14,14,43.934296248,627.89022974,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 16:39:05,14,43.934296248,1270.9011664,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 17:25:35,14,43.934296248,631.19922125,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-02 23:14:23,5,47.184330564,456.83116676,0,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 17:27:15,14,43.934296248,1586.3744034,100,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 05:36:25,14,46.959012387,708.80576834,103,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-03 00:02:19,5,47.216261744,494.38524502,52,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-03 00:03:11,5,47.216261744,497.10720595,104,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 06:23:51,14,46.959012387,1049.2679787,104,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-06 06:23:55,14,47.157564072,802.57298417,108,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 19:21:06,14,41.919336834,470.50039062,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 19:21:58,14,41.919336834,470.47636412,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 20:08:09,14,41.919336834,470.22556284,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 20:09:01,14,41.919336834,470.32477224,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 20:55:40,14,41.951063954,471.37149019,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 20:56:32,14,41.951063954,471.35489856,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-17 21:42:46,14,41.951063954,467.20333958,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 11:35:25,14,48.010750703,456.614063,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 11:36:18,14,48.010750703,456.53982805,53,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 12:22:29,14,48.002788589,455.96981898,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 12:23:21,14,48.002788589,455.91794326,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 13:09:37,14,55.641708463,458.68173538,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 13:10:29,14,55.641708463,458.70991901,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 13:11:21,14,55.641708463,458.77314851,104,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 13:57:02,14,55.641708463,462.81965595,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 13:57:54,14,55.641708463,462.51838006,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 13:58:46,14,55.641708463,462.5030746,104,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 14:44:27,14,55.641708463,461.67355604,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 14:45:18,14,55.641708463,461.6468635,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 14:46:11,14,55.641708463,461.61138825,104,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 15:31:57,14,55.641708463,459.86754916,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 15:32:49,14,55.641708463,459.81840314,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 15:33:40,14,55.641708463,459.77146799,103,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 16:19:13,14,55.623469854,465.45005559,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 16:19:17,14,55.618808599,465.51519616,4,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 16:19:52,14,55.618808599,465.51519616,39,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 16:20:44,14,55.614149918,465.6062426,91,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 17:07:06,14,55.640025754,481.12413713,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 17:07:57,14,55.640025754,481.13501481,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 17:54:17,14,55.639517007,510.49833684,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 17:55:08,14,55.639517007,510.67891299,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 18:41:29,14,55.632191438,511.22075282,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 18:42:20,14,55.632191438,510.14483421,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 19:29:22,14,55.647807911,499.18950858,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 19:30:15,14,55.647807911,498.92561443,53,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 20:15:59,14,55.647807911,829.94032292,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 20:16:50,14,55.647807911,654.5171958,51,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 20:16:54,14,56.127124709,771.88195384,55,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 20:17:29,14,56.127124709,771.88195384,90,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 21:38:01,14,56.22125208,745.92381732,0,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-11-07 21:38:53,14,56.22125208,996.37806851,52,"sat","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
