"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","Treatment"
"44",19313,2019-09-29 07:39:43,2,0.00514163613256458,1.43536495273656e-19,78.04,6.58846249687926e-05,1.83926826337334e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19339,2019-09-29 08:26:41,2,0.00818980166482557,0,78.04,0.000104943639990076,0,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19360,2019-09-29 09:14:15,3,0.00737601657029589,-8.78977932219664e-20,78.04,9.45158453395167e-05,-1.12631718633991e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19381,2019-09-29 10:01:33,2,0.00700228093504977,0,78.04,8.97268187474342e-05,0,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19403,2019-09-29 10:48:42,2,0.00957806424781176,1.46407225179129e-19,78.04,0.000122732755610094,1.87605362864081e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19431,2019-09-29 11:36:12,3,0.000955351281294538,-8.73121082850697e-20,78.04,1.22418154958296e-05,-1.11881225378101e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19451,2019-09-29 12:23:58,4,0.00680258661880509,-1.07547929040881e-19,78.04,8.71679474475281e-05,-1.37811287853513e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19476,2019-09-29 13:11:02,3,0.0073307420340306,-9.27429457745164e-20,78.04,9.39357000772757e-05,-1.1884026880384e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19502,2019-09-29 13:58:26,2,0.00657690572277507,0,78.04,8.42760856326892e-05,0,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19521,2019-09-29 14:45:56,3,0.00655236953326981,-8.84722135148822e-20,78.04,8.3961680334057e-05,-1.13367777440905e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19549,2019-09-29 15:33:17,2,0.00562756557037208,0,78.04,7.21112963912363e-05,0,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19576,2019-09-29 16:20:34,2,0.00620722993065705,0,78.04,7.95390816332272e-05,0,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19597,2019-09-29 17:08:01,3,0.00665933627091854,-1.75795586443933e-19,78.04,8.53323458600531e-05,-2.25263437267982e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19620,2019-09-29 17:55:13,3,0.00163581905398462,-8.90581222136562e-20,78.04,2.09612897742776e-05,-1.14118557423957e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19643,2019-09-29 18:42:45,3,0.00660515822566441,-8.78977932219664e-20,78.04,8.4638111553875e-05,-1.12631718633991e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19660,2019-09-29 19:30:07,3,0.00655644543318807,-1.78116244427312e-19,78.04,8.40139086774484e-05,-2.28237114847914e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19687,2019-09-29 20:17:40,2,0.00456772688250172,0,78.04,5.85305853729078e-05,0,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19711,2019-09-29 21:04:57,2,0.00499327169179603,0,78.04,6.39834916939522e-05,0,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19731,2019-09-29 21:51:54,2,0.00855966037867733,0,78.04,0.000109682987937946,0,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
"44",19755,2019-09-29 22:39:35,3,0.00656262036743002,-9.02533727709703e-20,78.04,8.40930339240136e-05,-1.15650144504062e-21,"SR_30d_low_FAD_r3","S44","SR","lowland","forced","30 day",3,"sat"
