"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","Treatment"
"11",11,2019-12-01 01:25:17,3,0.0016322289109627,-1.76921903630273e-19,108.83,1.4997968491801e-05,-1.62567218258084e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",33,2019-12-01 02:12:23,2,0.00178716709279512,1.43536495273656e-19,108.83,1.64216401065434e-05,1.31890558920937e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",59,2019-12-01 02:59:53,2,0.00117479411456818,2.87072990547311e-19,108.83,1.07947635263088e-05,2.63781117841874e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",88,2019-12-01 03:47:18,2,0.00107874337134542,-7.61371832329247e-06,108.83,9.91218755256293e-06,-6.99597383377053e-08,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",136,2019-12-01 05:21:56,2,0.00151174156629093,1.40776178056855e-19,108.83,1.3890853315179e-05,1.29354202018611e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",160,2019-12-01 06:09:26,3,0.00233506845329239,-8.78977932219664e-20,108.83,2.14561100183074e-05,-8.07661428116939e-22,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",181,2019-12-01 06:56:39,2,0.00162011075639904,1.40776178056855e-19,108.83,1.48866190976664e-05,1.29354202018611e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",210,2019-12-01 07:44:22,2,0.000605299941890126,1.40776178056855e-19,108.83,5.56188497555937e-06,1.29354202018611e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",229,2019-12-01 08:31:31,3,0.00162909136421209,-8.90581222136562e-20,108.83,1.49691386953238e-05,-8.18323276795518e-22,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",255,2019-12-01 09:19:05,2,0.000618618874838383,1.40776178056855e-19,108.83,5.68426789339688e-06,1.29354202018611e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",274,2019-12-01 10:06:02,2,0.00221573134049629,0,108.83,2.03595639115711e-05,0,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",299,2019-12-01 10:53:38,2,0.00109374497053647,0,108.83,1.005003188952e-05,0,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",326,2019-12-01 11:41:17,2,0.000477792662468538,0,108.83,4.39026612577909e-06,0,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",345,2019-12-01 12:28:12,2,0.00188066031129752,1.43536495273656e-19,108.83,1.7280715899086e-05,1.31890558920937e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",372,2019-12-01 13:15:49,2,0.000799459567314036,1.46407225179129e-19,108.83,7.34594842703332e-06,1.34528370099356e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",400,2019-12-01 14:03:21,2,0.000506142616008538,0,108.83,4.65076372331653e-06,0,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",425,2019-12-01 14:50:43,2,0.000503825752831934,-1.43536495273656e-19,108.83,4.62947489508347e-06,-1.31890558920937e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
"11",451,2019-12-01 15:37:59,2,0.000807003815328856,1.43536495273656e-19,108.83,7.41526982751866e-06,1.31890558920937e-21,"SR_90d_low_CW_r1","S11","SR","lowland","constant weight","90 day",1,"sat"
