"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","Treatment"
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,141.3,4.93362870478549e-07,1.0158279920287e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"drought"
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,141.3,2.00775547299691e-05,-1.22020454415599e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,141.3,3.16991567845424e-05,-1.23599957595794e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,141.3,1.23979507295736e-05,9.77494860254035e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3009,2019-11-05 23:16:58,2,0.00168317204001288,1.38120023753895e-19,141.3,1.19120455768781e-05,9.77494860254035e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3034,2019-11-06 00:04:09,2,0.00274298922809437,1.40776178056855e-19,141.3,1.94125210763933e-05,9.96292838335843e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3059,2019-11-06 00:51:32,2,0.00278117645743267,1.43536495273656e-19,141.3,1.96827774765228e-05,1.0158279920287e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3085,2019-11-06 01:38:59,2,0.00256530415243882,0,141.3,1.81550187716831e-05,0,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3111,2019-11-06 02:26:21,2,0.00278487540646149,1.40776178056855e-19,141.3,1.97089554597416e-05,9.96292838335843e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3137,2019-11-06 03:13:44,2,0.00275758223751599,0,141.3,1.9515797859278e-05,0,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3210,2019-11-06 05:35:33,3,0.000115605181005715,-8.67599934605158e-20,141.3,8.18154147244975e-07,-6.14012692572653e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3234,2019-11-06 06:23:13,4,0.00152753011632609,8.01656678844955e-07,141.3,1.08105457631004e-05,5.67343721758638e-09,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3260,2019-11-06 07:10:16,2,0.00578804543964279,1.43536495273656e-19,141.3,4.09628127363255e-05,1.0158279920287e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3284,2019-11-06 07:58:02,2,0.00273854887928836,1.43536495273656e-19,141.3,1.93810961025361e-05,1.0158279920287e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3308,2019-11-06 08:45:29,2,0.00247506110940497,1.40776178056855e-19,141.3,1.75163560467443e-05,9.96292838335843e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3332,2019-11-06 09:32:52,2,0.00249261401391787,1.40776178056855e-19,141.3,1.76405804240472e-05,9.96292838335843e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3356,2019-11-06 10:19:49,3,0.000195806158720623,-8.67599934605158e-20,141.3,1.3857477616463e-06,-6.14012692572653e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
"1",3380,2019-11-06 11:07:11,3,0.00211728264082873,-1.78092342539321e-19,141.3,1.49843074368629e-05,-1.26038458980411e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"sat"
