"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","Treatment"
"1",1519,2019-04-15 22:57:43,7,0.000450676957919574,1.51044132631639e-20,141.3,3.18950430233244e-06,1.06896059895003e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"drydown"
"11",85,2019-04-03 22:52:26,4,0.000447954125883087,-3.73950741776622e-06,127.64,3.50951211127458e-06,-2.9297300358557e-08,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drought"
"13",44,2019-04-03 21:24:42,3,0.00114402192491551,0.00014534133269818,163,7.01853941665955e-06,8.91664617780245e-07,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drought"
"16",1509,2019-04-15 22:31:09,2,0.000736081873139375,0,194.31,3.78818317708494e-06,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"18",1513,2019-04-15 22:35:56,2,0.000571675294486156,9.73452295073995e-21,132.15,4.32595758218809e-06,7.36626784013617e-23,"CPCRW_90d_up_FAD_r3","C18","CPCRW","upland","forced","90 day",3,"drydown"
"20",1316,2019-04-05 14:39:34,3,7.01132440601952e-07,2.89395752498545e-06,229.19,3.05917553384507e-09,1.26268926435946e-08,"CPCRW_30d_up_CW_r3","C20","CPCRW","upland","constant weight","30 day",3,"sat_incubation"
"20",1357,2019-04-12 20:23:28,2,0.00135058612329105,0,229.19,5.89286671884046e-06,0,"CPCRW_30d_up_CW_r3","C20","CPCRW","upland","constant weight","30 day",3,"sat_incubation"
"20",1402,2019-04-12 21:58:21,4,0.000546200698983794,-2.69944661614203e-06,229.19,2.38317858101922e-06,-1.17782041805577e-08,"CPCRW_30d_up_CW_r3","C20","CPCRW","upland","constant weight","30 day",3,"sat_incubation"
"20",1425,2019-04-12 22:45:55,5,0.000136288395499163,0.00202272203325752,229.19,5.94652452110316e-07,8.82552481896032e-06,"CPCRW_30d_up_CW_r3","C20","CPCRW","upland","constant weight","30 day",3,"sat_incubation"
"25",99,2019-04-03 23:12:31,2,3.93636832518244e-05,3.66018062947822e-20,171.08,2.30089333948003e-07,2.13945559356922e-22,"CPCRW_90d_up_CW_r4","C25","CPCRW","upland","constant weight","90 day",4,"drought"
"26",48,2019-04-03 21:30:13,3,1.58476075482907e-06,-4.57427291257172e-20,69.94,2.26588612357603e-08,-6.54028154499817e-22,"CPCRW_150d_up_CW_r3","C26","CPCRW","upland","constant weight","150 day",3,"drought"
"27",1517,2019-04-15 22:43:34,3,0.000570148885659005,-5.79643411090727e-21,83.7,6.81181464347677e-06,-6.92524983381992e-23,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"drydown"
"28",33,2019-04-03 21:07:37,3,0.000684002550511098,-4.57427291257172e-20,173.21,3.94897841066392e-06,-2.64088269301525e-22,"CPCRW_150d_up_CW_r1","C28","CPCRW","upland","constant weight","150 day",1,"drought"
"3",1361,2019-04-12 20:31:14,3,0.00272363304821814,-4.60538600592633e-20,181.06,1.50427098653382e-05,-2.54356898593081e-22,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"sat_incubation"
"3",1382,2019-04-12 21:18:37,2,0.00180343426639056,3.66018062947822e-20,181.06,9.96042343085473e-06,2.02152912265449e-22,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"sat_incubation"
"3",1405,2019-04-12 22:05:45,3,0.000537943260032153,-2.31857364436291e-20,181.06,2.97107732261213e-06,-1.2805554205031e-22,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"sat_incubation"
"3",1428,2019-04-12 22:53:06,4,0.00298570646289722,-7.75660912458553e-07,181.06,1.64901494692214e-05,-4.28399929558463e-09,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"sat_incubation"
"34",35,2019-04-03 21:12:23,4,0.000539936638818938,2.29116726488666e-06,131.7,4.0997466880709e-06,1.739686609633e-08,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drought"
"34",1495,2019-04-15 21:50:59,18,1.65088563190292e-05,0.000222872327408307,131.7,1.25351984199159e-07,1.69227279732959e-06,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drought"
"37",1550,2019-04-16 00:04:48,6,0.000140684677959067,-2.29278294914843e-21,53.66,2.6217793134377e-06,-4.27279714712716e-23,"CPCRW_90d_up_FAD_r4","C37","CPCRW","upland","forced","90 day",4,"drydown"
"39",1488,2019-04-15 21:25:13,4,4.28774510243112e-05,0,80.91,5.29940069513178e-07,0,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"52",1531,2019-04-15 23:28:17,5,0.00203639481977707,-2.93267009882212e-06,174.91,1.16425294138532e-05,-1.67667377441091e-08,"CPCRW_90d_low_FAD_r3","C52","CPCRW","lowland","forced","90 day",3,"drydown"
"53",97,2019-04-03 23:10:04,2,9.82540114436972e-05,3.73487819334512e-20,39.89,2.4631238767535e-06,9.36294357820286e-22,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4,"drought"
"54",1313,2019-04-05 14:32:14,6,1.1985525757118e-06,0.00220324448369374,15.94,7.51915041224467e-08,0.000138221109391075,"CPCRW_30d_low_CW_r4","C54","CPCRW","lowland","constant weight","30 day",4,"sat_incubation"
"54",1359,2019-04-12 20:26:27,4,0.000522991317334235,0,15.94,3.28099948139419e-05,0,"CPCRW_30d_low_CW_r4","C54","CPCRW","lowland","constant weight","30 day",4,"sat_incubation"
"54",1378,2019-04-12 21:13:45,2,0.000357666495992948,7.62537631141296e-20,15.94,2.2438299623146e-05,4.78379944254263e-21,"CPCRW_30d_low_CW_r4","C54","CPCRW","lowland","constant weight","30 day",4,"sat_incubation"
"54",1403,2019-04-12 22:00:51,3,0.000173639561157641,-2.28713645628586e-20,15.94,1.0893322531847e-05,-1.43484093869878e-21,"CPCRW_30d_low_CW_r4","C54","CPCRW","lowland","constant weight","30 day",4,"sat_incubation"
"54",1426,2019-04-12 22:48:20,3,0.00111242611596285,-7.31883666011476e-19,15.94,6.9788338517117e-05,-4.59149100383611e-20,"CPCRW_30d_low_CW_r4","C54","CPCRW","lowland","constant weight","30 day",4,"sat_incubation"
"55",40,2019-04-03 21:19:54,3,0.00350204102882653,0.00109108443519689,82.11,4.26506032009077e-05,1.32880822700875e-05,"CPCRW_150d_low_CW_r4","C55","CPCRW","lowland","constant weight","150 day",4,"drought"
"56",1530,2019-04-15 23:26:07,4,0.000627919589519627,-0.00137504882631313,84.64,7.41870970604474e-06,-1.62458509725087e-05,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4,"drydown"
"6",1481,2019-04-15 21:12:42,2,0.00011858824202284,7.62537631141296e-20,161.94,7.3229740658787e-07,4.70876640200874e-22,"CPCRW_30d_up_FAD_r1","C6","CPCRW","upland","forced","30 day",1,"drydown"
"60",38,2019-04-03 21:17:44,2,0.00063449164285365,7.46975638669024e-20,86.64,7.32331074392486e-06,8.62160247771265e-22,"CPCRW_150d_low_CW_r1","C60","CPCRW","lowland","constant weight","150 day",1,"drought"
"61",34,2019-04-03 21:10:02,3,0.0007798795579027,-3.82286416085954e-06,90.49,8.61840598853686e-06,-4.22462610328162e-08,"CPCRW_90d_low_CW_r2","C61","CPCRW","lowland","constant weight","90 day",2,"drought"
"62",95,2019-04-03 23:07:39,2,0.000108471099998749,3.73487819334512e-20,74.08,1.46424271056626e-06,5.0416822264378e-22,"CPCRW_150d_low_CW_r2","C62","CPCRW","lowland","constant weight","150 day",2,"drought"
"65",1315,2019-04-05 14:37:09,3,1.14767804686357e-06,-4.57427291257172e-20,143.04,8.0234762784086e-09,-3.19789772970618e-22,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"sat_incubation"
"65",1351,2019-04-12 20:16:10,2,0.000548281507308123,3.81268815570648e-20,143.04,3.83306422894381e-06,2.66546990751292e-22,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"sat_incubation"
"65",1374,2019-04-12 21:03:30,4,0.000685007142328341,-4.70607866782032e-06,143.04,4.78892017846995e-06,-3.29004381139564e-08,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"sat_incubation"
"65",1397,2019-04-12 21:51:02,2,0.00104504294517751,7.46975638669024e-20,143.04,7.30594900152062e-06,5.22214512492327e-22,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"sat_incubation"
"65",1422,2019-04-12 22:38:24,3,0.00197465093835738,-1.02204669149293e-18,143.04,1.38048863140197e-05,-7.14518100875928e-21,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"sat_incubation"
"66",1355,2019-04-12 20:21:01,2,0.000791581168541002,0,142.71,5.54678136459254e-06,0,"CPCRW_30d_low_CW_r2","C66","CPCRW","lowland","constant weight","30 day",2,"sat_incubation"
"66",1376,2019-04-12 21:08:29,3,0.0017127705019801,-2.33478513245848e-20,142.71,1.20017553218422e-05,-1.63603470847066e-22,"CPCRW_30d_low_CW_r2","C66","CPCRW","lowland","constant weight","30 day",2,"sat_incubation"
"66",1401,2019-04-12 21:56:15,6,0.000711709175824065,1.06558365896357e-05,142.71,4.98710094474154e-06,7.46677639242916e-08,"CPCRW_30d_low_CW_r2","C66","CPCRW","lowland","constant weight","30 day",2,"sat_incubation"
"66",1424,2019-04-12 22:43:27,3,0.00203529284364951,-9.02533727709703e-20,142.71,1.42617394972287e-05,-6.32425007154161e-22,"CPCRW_30d_low_CW_r2","C66","CPCRW","lowland","constant weight","30 day",2,"sat_incubation"
"69",1,2019-04-01 19:30:34,4,0.000416566242147177,1.40433158889254e-08,178.92,2.32822625836786e-06,7.84893577516512e-11,"CPCRW_30d_low_CW_r1","C69","CPCRW","lowland","constant weight","30 day",1,"sat_incubation"
"69",1362,2019-04-12 20:33:41,3,0.000798696028019497,-4.57427291257172e-20,178.92,4.46398406002402e-06,-2.55660234326611e-22,"CPCRW_30d_low_CW_r1","C69","CPCRW","lowland","constant weight","30 day",1,"sat_incubation"
"69",1384,2019-04-12 21:21:02,2,0.000526145659710663,3.73487819334512e-20,178.92,2.94067549581189e-06,2.08745707206859e-22,"CPCRW_30d_low_CW_r1","C69","CPCRW","lowland","constant weight","30 day",1,"sat_incubation"
"69",1407,2019-04-12 22:08:36,2,0.000324414786540826,0,178.92,1.81318347049422e-06,0,"CPCRW_30d_low_CW_r1","C69","CPCRW","lowland","constant weight","30 day",1,"sat_incubation"
"71",1535,2019-04-15 23:33:39,2,0.000826821041137415,7.62537631141296e-20,127.49,6.48537956810272e-06,5.98115641337592e-22,"CPCRW_90d_low_FAD_r4","C71","CPCRW","lowland","forced","90 day",4,"drydown"
"72",87,2019-04-03 22:55:02,2,3.25436859114952e-05,3.73487819334512e-20,198.31,1.64105117802911e-07,1.88335343318296e-22,"CPCRW_150d_low_CW_r3","C72","CPCRW","lowland","constant weight","150 day",3,"drought"
