"Site","drying","length","cum","max","mean","median"
"CPCRW","constant weight","150 day",0.00016390260827586,3.0268390408493e-06,1.48203383800775e-06,1.06469695898826e-06
"CPCRW","constant weight","30 day",6.67914714839062e-05,2.29526864799128e-06,1.7960877933883e-06,1.78733000908869e-06
"CPCRW","constant weight","90 day",0.000110015213027729,2.20232902806954e-06,1.3497873807395e-06,1.25527665323101e-06
"CPCRW","forced","30 day",0.000204782116841659,3.61908138381414e-06,2.06261014903403e-06,1.78973793325632e-06
"CPCRW","forced","90 day",0.000149346994482383,4.13911648072741e-06,2.4890006810083e-06,2.18866417183478e-06
