"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","mean","median","sd","outlier"
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,154.86,1.68709233599946e-05,9.64710885534062e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,2.90584372345345e-05,2.94611327205002e-05,1.21336103566563e-05,FALSE
