"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","mean","median","sd","outlier"
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
"1",188,2019-05-03 22:01:32,3,0.000219467365399188,-0.00261273293833373,100.13,2.19182428242473e-06,-2.60934079529984e-05,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.70162409978842e-06,2.70162409978842e-06,5.14975582722189e-07,FALSE
