"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"11",2019-12-01 01:24:26,9,50.304417753,601.14105245,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 01:25:18,9,50.304417753,804.50555166,52,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 01:26:08,9,50.304417753,823.14160842,102,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 02:11:58,9,47.234066507,583.26917964,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 02:12:49,9,47.234066507,705.45141496,51,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 02:59:28,9,46.302069499,523.59653126,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 03:00:19,9,46.302069499,603.91301176,51,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 03:46:52,9,48.522516628,502.28563261,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 03:47:44,9,47.991787553,577.4815418,52,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 04:33:44,9,47.991787553,610.07613556,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 04:34:36,9,44.809935784,488.5443786,52,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 04:35:29,9,44.809935784,522.69999866,105,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 05:21:30,9,43.587912169,522.87803096,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 05:22:22,9,43.587912169,628.25692325,52,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 06:08:35,9,49.094831182,595.90392703,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 06:09:26,9,49.094831182,892.75641263,51,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 06:10:17,9,49.094831182,915.18451853,102,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 06:56:13,9,49.802697069,576.66248069,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 06:57:05,9,49.802697069,689.59545859,52,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 07:43:56,9,51.96785421,511.4941553,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 07:44:48,9,51.96785421,553.68776749,52,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 08:30:41,9,38.659036153,617.1051505,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 08:31:32,9,38.659036153,814.3810998,51,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 08:32:22,9,38.659036153,837.10276834,101,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 09:18:39,9,38.659036153,515.27590338,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 09:19:31,9,38.659036153,558.39793775,52,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-12-01 10:05:37,9,48.178254038,585.88713059,0,"sat","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
