"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"1",2019-07-10 17:15:17,12,48.400168197,637.04086307,50,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-10 17:14:27,12,48.400168197,557.26927874,0,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-08 18:31:05,1,40.57452831,593.64113907,0,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-08 17:36:06,1,40.57452831,476.95158467,0,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-08 18:31:55,1,40.57452831,671.47822939,50,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-29 20:40:50,1,49.770235991,526.95223144,0,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-29 20:41:41,1,49.770235991,534.17428376,51,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-12 21:07:38,11,40.89684613,563.78871706,0,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-12 21:08:29,11,40.89684613,672.6523334,51,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"1",2019-07-08 17:36:56,1,40.57452831,584.75479023,50,"drydown","S1","SR","lowland","forced","90 day",1,"SR_90d_low_FAD_r1"
"10",2019-07-02 18:09:14,2,24.583563811,1074.0836697,0,"initial","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-29 18:01:37,10,49.765611498,453.92518901,0,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-15 18:00:16,12,43.562813573,633.42134143,51,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-08 19:07:23,15,158.99533987,995.49654162,101,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-08 19:05:42,15,158.99533987,716.36854849,0,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-12 18:47:01,6,30.971091442,582.73214636,0,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-15 19:03:56,12,43.178572248,644.23032101,49,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-03 16:39:50,7,148.65137854,495.2103912,20,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-08 19:06:33,15,158.99533987,992.00527834,51,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-29 18:02:25,10,49.765611498,471.28991847,48,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-12 18:47:52,6,30.971091442,682.60602876,51,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-15 19:03:07,12,43.178572248,573.85168607,0,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-02 18:10:02,2,24.583563811,2892.5970532,48,"initial","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-22 20:27:17,2,47.424977191,553.35302881,50,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-03 16:40:40,7,25.683863096,654.03483661,70,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-15 17:59:25,12,43.562813573,541.54015945,0,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-22 20:26:27,2,47.424977191,521.64831048,0,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"10",2019-07-03 16:39:30,7,148.65137854,495.2103912,0,"drydown","S10","SR","lowland","forced","1000 day",4,"SR_1000d_low_FAD_r4"
"11",2019-07-12 21:16:50,15,40.89684613,601.32867711,0,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-10 16:55:34,4,46.232263254,580.02115328,50,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-02 18:32:12,11,24.693814392,714.7155146,51,"initial","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-22 18:36:48,5,45.231530354,675.87768093,49,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-02 18:31:21,11,24.693814392,919.67567802,0,"initial","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-29 18:56:45,11,49.770235991,558.1543016,52,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-03 19:49:04,14,25.687717865,656.53354364,0,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-02 18:33:00,11,24.693814392,1037.3243461,99,"initial","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-03 19:50:43,14,25.687717865,858.11633798,99,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-29 18:57:36,11,49.770235991,601.04873231,103,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-05 22:41:36,2,163.93304477,594.55151305,49,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-05 22:40:47,2,163.93304477,516.41929412,0,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-29 18:55:53,11,49.770235991,472.61977895,0,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-03 19:49:53,14,25.687717865,831.32219859,49,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-22 18:35:59,5,45.231530354,548.76889565,0,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-12 21:18:30,15,40.89684613,906.23244929,100,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-12 21:17:41,15,40.89684613,562.90516954,51,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-10 17:58:54,4,47.785237354,524.5024041,0,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-10 17:59:44,4,47.785237354,576.99566198,50,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-22 18:36:28,5,45.231530354,675.87768093,29,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"11",2019-07-10 16:54:44,4,46.232263254,552.67139345,0,"drydown","S11","SR","lowland","constant weight","90 day",1,"SR_90d_low_CW_r1"
"13",2019-07-29 20:19:00,13,49.770235991,484.9299527,0,"drydown","S13","SR","lowland","constant weight","150 day",2,"SR_150d_low_CW_r2"
"13",2019-07-10 16:53:04,3,46.232263254,602.09988484,50,"drydown","S13","SR","lowland","constant weight","150 day",2,"SR_150d_low_CW_r2"
