sample,Dist,peak.x,peak.y,Dist.plus,Dist.minus,Trans.name
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.0363838476939975,201.113184349333,201.076800501639,0.0363938476939975,0.0363738476939975,CH4_O
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01565208454301,203.05608409593,201.040432011387,2.01566208454301,2.01564208454301,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564058313699,203.092441084776,201.076800501639,2.01565058313699,2.01563058313699,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.995256772543001,204.030205549793,203.03494877725,0.995266772543001,0.995246772543002,NH_CH2
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564259611098,205.050591373361,203.03494877725,2.01565259611098,2.01563259611098,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.0363748476760009,205.050591373361,205.014216525685,0.0363848476760009,0.0363648476760009,CH4_O
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564766766299,205.071731763593,203.05608409593,2.01565766766299,2.01563766766299,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01565521468402,207.029871740369,205.014216525685,2.01566521468402,2.01564521468402,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.015658515355,207.066249888716,205.050591373361,2.015668515355,2.015648515355,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.0363781483469836,207.066249888716,207.029871740369,0.0363881483469836,0.0363681483469836,CH4_O
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564914473502,209.081899033451,207.066249888716,2.01565914473502,2.01563914473502,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01565183488998,211.097550868341,209.081899033451,2.01566183488998,2.01564183488998,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.0363723790140114,211.133923247355,211.097550868341,0.0363823790140114,0.0363623790140114,CH4_O
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.995244123133006,212.056429136061,211.061185012928,0.995254123133006,0.995234123133006,NH_CH2
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564992552002,213.040437971956,211.024788046436,2.01565992552002,2.01563992552002,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.0363896875360012,213.040437971956,213.00404828442,0.0363996875360013,0.0363796875360012,CH4_O
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.015642967655,213.076827980583,211.061185012928,2.015652967655,2.015632967655,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01565233811502,213.113203206456,211.097550868341,2.01566233811502,2.01564233811502,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.0363752258730017,213.113203206456,213.076827980583,0.0363852258730017,0.0363652258730017,CH4_O
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01565758813098,215.019705872551,213.00404828442,2.01566758813098,2.01564758813098,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,14.015651002145,215.056083013532,201.040432011387,14.015661002145,14.015641002145,methanol (-H2O)
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564504157599,215.056083013532,213.040437971956,2.01565504157599,2.01563504157599,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.036377140981017,215.056083013532,215.019705872551,0.036387140981017,0.036367140981017,CH4_O
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564782456799,215.092475805151,213.076827980583,2.01565782456799,2.01563782456799,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,14.015654103513,215.128838452846,201.113184349333,14.015664103513,14.015644103513,methanol (-H2O)
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564021992701,217.108116025078,215.092475805151,2.01565021992701,2.01563021992701,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564931706901,219.029902780215,217.014253463146,2.01565931706901,2.01563931706901,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,15.994923952012,219.051008047942,203.05608409593,15.994933952012,15.994913952012,hydroxylation (-H)
Sample_5cm-end_CPCRW_150d_FAD_saturated,14.01565496819,219.066246341551,205.050591373361,14.01566496819,14.01564496819,methanol (-H2O)
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564810009398,219.087396897402,217.071748797308,2.01565810009398,2.01563810009398,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,0.0363888494599962,219.087396897402,219.051008047942,0.0363988494599962,0.0363788494599962,CH4_O
Sample_5cm-end_CPCRW_150d_FAD_saturated,14.015642496722,221.081892385438,207.066249888716,14.015652496722,14.015632496722,methanol (-H2O)
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.01564604388702,221.081892385438,219.066246341551,2.01565604388702,2.01563604388702,hydrogenation/dehydrogenation
Sample_5cm-end_CPCRW_150d_FAD_saturated,18.010566658868,222.040772208661,204.030205549793,18.010576658868,18.010556658868,condensation/dehydration
Sample_5cm-end_CPCRW_150d_FAD_saturated,15.010900468292,222.040772208661,207.029871740369,15.010910468292,15.010890468292,secondary amine
Sample_5cm-end_CPCRW_150d_FAD_saturated,2.015653472434,223.024796983305,221.009143510871,2.015663472434,2.015643472434,hydrogenation/dehydrogenation
