"DATETIME","ALARM_STATUS","MPVPosition","CH4_dry","CO2_dry","h2o_reported","Sample_number","Elapsed_seconds","Core"
2019-12-01 01:04:55,0,1,50.304417753,450.19985581,2.595351236,1,0,"53"
2019-12-01 01:05:46,0,1,50.304417753,573.08693626,2.595351236,1,51,"53"
2019-12-01 01:51:43,0,1,47.234066507,452.12815226,2.595351236,24,0,"53"
2019-12-01 01:52:35,0,1,47.234066507,777.15677436,2.595351236,24,52,"53"
2019-12-01 01:53:26,0,1,47.234066507,857.95539257,2.595351236,24,103,"53"
2019-12-01 02:39:10,0,1,47.234066507,449.37173752,2.595351236,47,0,"53"
2019-12-01 02:40:01,0,1,47.234066507,926.0079538,2.595351236,47,51,"53"
2019-12-01 02:40:52,0,1,47.234066507,1002.6558025,2.595351236,47,102,"53"
2019-12-01 03:26:41,0,1,49.092053963,447.564679,2.595351236,72,0,"53"
2019-12-01 03:27:32,0,1,49.092053963,734.97327223,2.595351236,72,51,"53"
2019-12-01 04:14:12,0,1,47.991787553,439.03301471,0.48244982044,100,0,"53"
2019-12-01 04:15:03,0,1,47.991787553,618.31753902,0.48244982044,100,51,"53"
2019-12-01 05:01:15,0,1,43.587912169,441.31605257,0.48244982044,126,0,"53"
2019-12-01 05:02:05,0,1,43.587912169,918.27634123,0.48244982044,126,50,"53"
2019-12-01 05:02:57,0,1,43.587912169,994.95497464,0.48244982044,126,102,"53"
2019-12-01 05:48:41,0,1,43.587912169,442.65609122,0.48244982044,148,0,"53"
2019-12-01 05:49:00,0,1,43.587912169,442.65609122,0.48244982044,148,19,"53"
2019-12-01 05:49:52,0,1,49.094831182,598.34401839,0.48244982044,148,71,"53"
2019-12-01 06:36:33,0,1,49.802697069,450.62265277,1.8455743862,169,0,"53"
2019-12-01 06:37:26,0,1,49.802697069,562.94537142,1.8455743862,169,53,"53"
2019-12-01 07:23:33,0,1,49.802697069,450.29577071,1.8455743862,195,0,"53"
2019-12-01 07:24:23,0,1,51.96785421,726.07247833,1.8455743862,195,50,"53"
2019-12-01 07:25:13,0,1,51.96785421,792.39035498,1.8455743862,195,100,"53"
2019-12-01 08:11:26,0,1,51.96785421,451.27907243,1.8455743862,220,0,"53"
2019-12-01 08:12:15,0,1,51.96785421,544.83423689,1.8455743862,220,49,"53"
2019-12-01 08:58:12,0,1,38.659036153,453.12294815,2.161609675,241,0,"53"
2019-12-01 08:59:03,0,1,38.659036153,853.02120577,2.161609675,241,51,"53"
2019-12-01 08:59:54,0,1,38.659036153,923.76160373,2.161609675,241,102,"53"
2019-12-01 09:46:06,0,1,38.659036153,453.06034376,2.161609675,264,0,"53"
2019-12-01 09:46:35,0,1,38.659036153,453.06660768,2.161609675,264,29,"53"
2019-12-01 09:46:55,0,1,38.659036153,453.06660768,2.161609675,264,49,"53"
2019-12-01 10:32:50,0,1,50.347158802,453.18484561,2.161609675,288,0,"53"
2019-12-01 10:33:41,0,1,50.347158802,939.29659492,2.161609675,288,51,"53"
2019-12-01 10:34:31,0,1,50.347158802,1026.7284113,2.161609675,288,101,"53"
2019-12-01 11:20:35,0,1,40.080377964,453.68365239,2.161609675,310,0,"53"
2019-12-01 11:21:26,0,1,40.080377964,631.93674579,2.161609675,310,51,"53"
2019-12-01 12:08:18,0,1,46.837888022,449.71773712,2.161609675,336,0,"53"
2019-12-01 12:09:10,0,1,46.837888022,545.30113963,2.161609675,336,52,"53"
2019-12-01 12:54:57,0,1,46.837888022,448.0187657,2.161609675,359,0,"53"
2019-12-01 12:55:49,0,1,46.837888022,800.22059999,2.161609675,359,52,"53"
2019-12-01 12:56:41,0,1,46.837888022,879.38701574,2.161609675,359,104,"53"
2019-12-01 13:42:25,0,1,42.985788763,446.85468729,2.1928639671,386,0,"53"
2019-12-01 13:43:17,0,1,42.985788763,852.18280784,2.1928639671,386,52,"53"
2019-12-01 13:44:07,0,1,42.985788763,922.41635284,2.1928639671,386,102,"53"
2019-12-01 14:30:20,0,1,45.127853924,446.49839151,2.1928639671,409,0,"53"
2019-12-01 14:31:10,0,1,45.127853924,550.0893484,2.1928639671,409,50,"53"
2019-12-01 15:17:30,0,1,44.363323757,436.77325083,0.58654349531,435,0,"53"
2019-12-01 15:18:19,0,1,44.363323757,582.23517578,0.58654349531,435,49,"53"
2019-12-01 16:04:56,0,1,45.281687586,449.55644184,2.4962965289,461,0,"53"
2019-12-01 16:05:48,0,1,45.281687586,583.61985581,2.4962965289,461,52,"53"
2019-12-01 16:51:54,0,1,45.281687586,449.85374049,2.4962965289,485,0,"53"
2019-12-01 16:52:45,0,1,45.281687586,876.37286775,2.4962965289,485,51,"53"
2019-12-01 16:53:34,0,1,45.281687586,948.45747429,2.4962965289,485,100,"53"
2019-12-01 17:39:45,0,1,45.281687586,449.40281663,2.4962965289,508,0,"53"
2019-12-01 17:40:35,0,1,45.281687586,567.4530962,2.4962965289,508,50,"53"
2019-12-01 18:26:46,0,1,45.281687586,449.2972276,2.4962965289,532,0,"53"
2019-12-01 18:27:37,0,1,45.281687586,737.55870304,2.4962965289,532,51,"53"
2019-12-01 18:28:27,0,1,45.281687586,804.03709158,2.4962965289,532,101,"53"
2019-12-01 19:14:34,0,1,45.281687586,449.43208619,2.4962965289,556,0,"53"
2019-12-01 19:15:24,0,1,45.281687586,559.91730227,2.4962965289,556,50,"53"
2019-12-01 20:01:30,0,1,45.281687586,448.67773577,2.4962965289,580,0,"53"
2019-12-01 20:02:22,0,1,45.281687586,837.37719518,2.4962965289,580,52,"53"
2019-12-01 20:49:24,0,1,49.541069025,449.92430342,2.4962965289,605,0,"53"
2019-12-01 20:50:16,0,1,49.541069025,590.14314861,2.4962965289,605,52,"53"
2019-12-01 21:36:20,0,1,49.541069025,450.9274461,2.4962965289,628,0,"53"
2019-12-01 21:37:09,0,1,49.541069025,641.89733277,2.4962965289,628,49,"53"
2019-12-01 22:24:01,0,1,49.72482692,451.21407219,2.4962965289,653,0,"53"
2019-12-01 22:24:51,0,1,49.72482692,579.47437805,2.4962965289,653,50,"53"
2019-12-01 23:10:48,0,1,49.72482692,451.07475129,2.4962965289,676,0,"53"
2019-12-01 23:11:38,0,1,49.72482692,594.19745538,2.4962965289,676,50,"53"
2019-12-01 23:12:29,0,1,49.72482692,688.62213914,2.4962965289,676,101,"53"
2019-12-01 23:58:32,0,1,49.72482692,450.20117043,2.4962965289,700,0,"53"
2019-12-01 23:59:22,0,1,49.72482692,602.86563643,2.4962965289,700,50,"53"
2019-12-02 00:45:34,0,1,49.72482692,451.09920598,2.4962965289,726,0,"53"
2019-12-02 00:46:26,0,1,49.72482692,652.31458823,2.4962965289,726,52,"53"
2019-12-02 00:46:55,0,1,49.72482692,737.59937983,2.4962965289,726,81,"53"
2019-12-02 00:47:15,0,1,49.72482692,737.59937983,2.4962965289,726,101,"53"
2019-12-02 01:32:51,0,1,44.594305309,451.28484489,2.4962965289,750,0,"53"
2019-12-02 01:33:42,0,1,44.594305309,451.25635225,2.4962965289,750,51,"53"
2019-12-02 01:34:32,0,1,44.594305309,544.7004992,2.4962965289,750,101,"53"
2019-12-02 02:20:42,0,1,44.594305309,453.33419869,2.4962965289,773,0,"53"
2019-12-02 02:21:33,0,1,44.594305309,591.05395498,2.4962965289,773,51,"53"
2019-12-02 03:08:19,0,1,43.737889608,441.59193021,0.69430027699,799,0,"53"
2019-12-02 03:09:11,0,1,43.737889608,544.12588925,0.69430027699,799,52,"53"
2019-12-02 03:55:45,0,1,43.730023702,441.28921525,0.67669821546,820,0,"53"
2019-12-02 03:56:37,0,1,43.730023702,536.66112645,0.67669821546,820,52,"53"
2019-12-02 04:42:32,0,1,43.730023702,441.80080465,0.67669821546,843,0,"53"
2019-12-02 04:43:24,0,1,43.730023702,633.29427727,0.67669821546,843,52,"53"
2019-12-02 04:44:14,0,1,43.730023702,704.1783997,0.67669821546,843,102,"53"
2019-12-02 05:30:08,0,1,43.730023702,443.23404115,0.67669821546,867,0,"53"
2019-12-02 05:30:59,0,1,43.730023702,581.95752522,0.67669821546,867,51,"53"
2019-12-02 06:17:45,0,1,43.730023702,446.28304711,0.67669821546,892,0,"53"
2019-12-02 06:18:35,0,1,43.730023702,551.21001829,0.67669821546,892,50,"53"
2019-12-02 07:04:39,0,1,43.730023702,447.50833379,0.67669821546,917,0,"53"
2019-12-02 07:05:32,0,1,43.730023702,633.20761805,0.67669821546,917,53,"53"
2019-12-02 07:06:22,0,1,43.730023702,701.43519185,0.67669821546,917,103,"53"
2019-12-02 07:52:21,0,1,43.730023702,446.53445765,0.67669821546,942,0,"53"
2019-12-02 07:53:11,0,1,43.730023702,570.16203853,0.67669821546,942,50,"53"
2019-12-02 08:39:13,0,1,43.730023702,446.12247902,0.67669821546,966,0,"53"
2019-12-02 08:40:03,0,1,43.730023702,447.7111221,0.67669821546,966,50,"53"
2019-12-02 08:40:54,0,1,43.730023702,533.93427302,0.67669821546,966,101,"53"
2019-12-02 09:27:07,0,1,47.125129855,449.07292943,0.67640202272,989,0,"53"
2019-12-02 09:27:37,0,1,47.125129855,564.98974874,0.67640202272,989,30,"53"
2019-12-02 09:27:57,0,1,47.125129855,564.98974874,0.67640202272,989,50,"53"
2019-12-02 10:14:02,0,1,45.52459818,447.1397154,0.67640202272,1014,0,"53"
2019-12-02 10:14:53,0,1,45.52459818,646.08350941,0.67640202272,1014,51,"53"
2019-12-02 10:15:43,0,1,45.52459818,722.11668443,0.67640202272,1014,101,"53"
2019-12-02 11:01:43,0,1,45.52459818,448.88097885,0.67640202272,1039,0,"53"
2019-12-02 11:02:35,0,1,45.52459818,584.93199949,0.67640202272,1039,52,"53"
2019-12-02 11:49:29,0,1,45.52459818,445.49236389,0.67640202272,1064,0,"53"
2019-12-02 11:50:19,0,1,45.52459818,534.35829516,0.67640202272,1064,50,"53"
2019-12-02 12:36:53,0,1,45.52459818,444.30969589,0.67640202272,1088,0,"53"
2019-12-02 12:37:43,0,1,45.52459818,530.06542596,0.67640202272,1088,50,"53"
2019-12-02 13:24:06,0,1,47.964643363,443.73561132,0.73517692457,1111,0,"53"
2019-12-02 13:24:57,0,1,47.964643363,544.44337299,0.73517692457,1111,51,"53"
2019-12-02 14:11:28,0,1,48.683471409,443.07387633,0.73517692457,1133,0,"53"
2019-12-02 14:12:19,0,1,48.683471409,542.23301898,0.73517692457,1133,51,"53"
2019-12-02 14:58:24,0,1,48.683471409,444.58781641,0.73517692457,1157,0,"53"
2019-12-02 14:59:16,0,1,48.683471409,612.56619585,0.73517692457,1157,52,"53"
2019-12-02 15:00:06,0,1,48.683471409,676.06898207,0.73517692457,1157,102,"53"
2019-12-02 15:45:49,0,1,48.683471409,446.80550564,0.73517692457,1184,0,"53"
2019-12-02 15:46:41,0,1,48.683471409,601.8539279,0.73517692457,1184,52,"53"
2019-12-02 16:33:22,0,1,48.683471409,451.23206906,0.73517692457,1210,0,"53"
2019-12-02 16:34:14,0,1,48.683471409,575.41003357,0.73517692457,1210,52,"53"
2019-12-02 17:20:58,0,1,48.683471409,452.58436088,0.73517692457,1236,0,"53"
2019-12-02 17:21:49,0,1,48.683471409,547.87920584,0.73517692457,1236,51,"53"
2019-12-02 18:07:41,0,1,48.69391056,465.42889931,0.75608785836,1260,0,"53"
2019-12-02 18:08:32,0,1,48.69391056,488.12631124,0.75608785836,1260,51,"53"
2019-12-02 18:09:25,0,1,48.69391056,564.9661834,0.75608785836,1260,104,"53"
2019-12-02 18:55:48,0,1,48.69391056,492.12268753,0.75608785836,1282,0,"53"
2019-12-02 18:56:39,0,1,48.69391056,533.75721648,0.75608785836,1282,51,"53"
2019-12-02 19:43:06,0,1,48.69391056,507.21626953,0.75608785836,1302,0,"53"
2019-12-02 19:43:57,0,1,48.69391056,567.36666378,0.75608785836,1302,51,"53"
2019-12-02 20:30:24,0,1,51.286379208,503.30773133,0.75608785836,1324,0,"53"
2019-12-02 20:31:16,0,1,51.286379208,578.28604719,0.75608785836,1324,52,"53"
2019-12-02 20:31:19,0,1,51.62327843,615.51204843,2.0098319015,1324,55,"53"
2019-12-02 21:17:28,0,1,51.974612938,494.6216039,2.0098319015,1353,0,"53"
2019-12-02 21:18:19,0,1,51.974612938,659.81454844,2.0098319015,1353,51,"53"
2019-12-02 22:04:31,0,1,47.683103805,497.62133974,3.4443133767,1383,0,"53"
2019-12-02 22:05:22,0,1,47.683103805,497.80091506,3.4443133767,1383,51,"53"
2019-12-02 22:06:11,0,1,47.683103805,560.90820241,3.4443133767,1383,100,"53"
2019-12-02 22:52:40,0,1,47.683103805,503.59066283,3.4443133767,1405,0,"53"
2019-12-02 22:53:30,0,1,47.683103805,574.54642826,3.4443133767,1405,50,"53"
2019-12-02 23:39:52,0,1,47.683103805,524.71665337,3.4443133767,1424,0,"53"
2019-12-02 23:40:42,0,1,47.683103805,617.05281275,3.4443133767,1424,50,"53"
2019-12-03 00:27:10,0,1,47.683103805,542.48915556,3.4443133767,1446,0,"53"
2019-12-03 00:27:59,0,1,47.683103805,647.97405618,3.4443133767,1446,49,"53"
2019-12-03 01:14:31,0,1,53.579483788,555.1128021,3.4443133767,1469,0,"53"
2019-12-03 01:15:22,0,1,53.579483788,664.85843729,3.4443133767,1469,51,"53"
2019-12-03 02:01:48,0,1,53.579483788,547.89916676,3.4443133767,1494,0,"53"
2019-12-03 02:02:38,0,1,53.579483788,690.83866088,3.4443133767,1494,50,"53"
2019-12-03 02:49:01,0,1,53.579483788,526.50670817,3.4443133767,1522,0,"53"
2019-12-03 02:49:51,0,1,53.579483788,755.73630025,3.4443133767,1522,50,"53"
2019-12-03 02:50:42,0,1,53.579483788,807.86288472,3.4443133767,1522,101,"53"
2019-12-03 03:36:11,0,1,51.996896086,479.22780484,0.73448144306,1549,0,"53"
2019-12-03 03:37:01,0,1,51.996896086,686.768358,0.73448144306,1549,50,"53"
2019-12-03 03:37:52,0,1,51.996896086,749.05391132,0.73448144306,1549,101,"53"
2019-12-03 04:23:29,0,1,51.996896086,475.32828565,0.73448144306,1572,0,"53"
2019-12-03 04:24:19,0,1,51.996896086,475.26977076,0.73448144306,1572,50,"53"
2019-12-03 04:25:09,0,1,51.996896086,544.14439557,0.73448144306,1572,100,"53"
2019-12-03 05:11:31,0,1,52.975320164,480.75179455,2.4663814144,1594,0,"53"
2019-12-03 05:12:21,0,1,52.975320164,570.31933197,2.4663814144,1594,50,"53"
2019-12-03 05:58:49,0,1,50.697396063,475.2999573,2.4663814144,1616,0,"53"
2019-12-03 05:59:39,0,1,50.697396063,575.79709508,2.4663814144,1616,50,"53"
2019-12-03 06:46:10,0,1,50.697396063,468.97050738,2.4663814144,1638,0,"53"
2019-12-03 06:47:00,0,1,50.697396063,575.27062369,2.4663814144,1638,50,"53"
2019-12-03 07:33:26,0,1,50.697396063,464.6264621,2.4663814144,1661,0,"53"
2019-12-03 07:34:16,0,1,50.697396063,598.27538952,2.4663814144,1661,50,"53"
2019-12-03 08:21:06,0,1,49.755809512,446.81467924,0.72421204858,1691,0,"53"
2019-12-03 08:21:56,0,1,49.755809512,523.0274664,0.72421204858,1691,50,"53"
2019-12-03 09:08:24,0,1,49.755809512,448.70670938,0.72421204858,1713,0,"53"
2019-12-03 09:09:15,0,1,49.755809512,533.29260665,0.72421204858,1713,51,"53"
2019-12-03 09:55:44,0,1,49.755809512,450.77934195,0.72421204858,1735,0,"53"
2019-12-03 09:56:34,0,1,49.755809512,539.36213078,0.72421204858,1735,50,"53"
2019-12-03 10:43:01,0,1,49.755809512,446.75672287,0.72421204858,1757,0,"53"
2019-12-03 10:43:50,0,1,49.755809512,551.48973305,0.72421204858,1757,49,"53"
2019-12-03 11:30:11,0,1,49.755809512,443.82606935,0.72421204858,1782,0,"53"
2019-12-03 11:31:00,0,1,49.755809512,617.57084364,0.72421204858,1782,49,"53"
2019-12-03 12:17:30,0,1,49.755809512,441.83272911,0.72421204858,1809,0,"53"
2019-12-03 12:18:20,0,1,49.755809512,654.45774077,0.72421204858,1809,50,"53"
2019-12-03 12:19:09,0,1,49.755809512,704.40843806,0.72421204858,1809,99,"53"
2019-12-03 13:04:39,0,1,49.755809512,439.84131112,0.72421204858,1837,0,"53"
2019-12-03 13:05:31,0,1,49.755809512,647.43933808,0.72421204858,1837,52,"53"
2019-12-03 13:06:23,0,1,49.755809512,706.63672435,0.72421204858,1837,104,"53"
2019-12-03 13:52:01,0,1,49.755809512,438.30243351,0.72421204858,1861,0,"53"
2019-12-03 13:52:52,0,1,49.755809512,554.08381796,0.72421204858,1861,51,"53"
2019-12-03 13:53:43,0,1,49.755809512,616.29053023,0.72421204858,1861,102,"53"
2019-12-03 14:40:03,0,1,49.755809512,440.7418212,0.72421204858,1882,0,"53"
2019-12-03 14:40:54,0,1,49.755809512,519.83131071,0.72421204858,1882,51,"53"
2019-12-03 15:27:18,0,1,49.755809512,442.52207598,0.72421204858,1904,0,"53"
2019-12-03 15:28:09,0,1,49.755809512,539.34173241,0.72421204858,1904,51,"53"
2019-12-03 16:14:15,0,1,49.774919762,442.25439498,0.76166986303,1929,0,"53"
2019-12-03 16:15:07,0,1,49.774919762,760.76256138,0.76166986303,1929,52,"53"
2019-12-03 16:15:57,0,1,49.774919762,813.88146247,0.76166986303,1929,102,"53"
2019-12-03 17:01:28,0,1,49.774919762,448.27391705,0.76166986303,1954,0,"53"
2019-12-03 17:02:19,0,1,49.774919762,448.32901634,0.76166986303,1954,51,"53"
2019-12-03 17:03:09,0,1,49.774919762,511.9317252,0.76166986303,1954,101,"53"
2019-12-03 17:49:18,0,1,37.937851235,468.16871352,2.4810705843,1973,0,"53"
2019-12-03 17:50:08,0,1,37.937851235,590.42324829,2.4810705843,1973,50,"53"
2019-12-03 18:36:43,0,1,37.937851235,478.74158233,2.4810705843,1997,0,"53"
2019-12-03 18:37:32,0,1,37.937851235,589.68827876,2.4810705843,1997,49,"53"
2019-12-03 19:24:00,0,1,37.937851235,496.22600625,2.4810705843,2021,0,"53"
2019-12-03 19:24:50,0,1,37.937851235,635.00170955,2.4810705843,2021,50,"53"
2019-12-03 20:11:41,0,1,37.229524271,484.69233289,0.73065699805,2051,0,"53"
2019-12-03 20:12:31,0,1,37.229524271,558.05860912,0.73065699805,2051,50,"53"
2019-12-03 20:58:57,0,1,37.229524271,498.87077753,0.73065699805,2073,0,"53"
2019-12-03 20:59:48,0,1,37.229524271,585.43340785,0.73065699805,2073,51,"53"
2019-12-03 21:46:04,0,1,38.257337172,510.24806071,3.2086271364,2098,0,"53"
2019-12-03 21:46:54,0,1,38.257337172,665.91751438,3.2086271364,2098,50,"53"
2019-12-03 22:33:29,0,1,38.257337172,543.12917372,3.2086271364,2123,0,"53"
2019-12-03 22:34:19,0,1,38.257337172,679.3264597,3.2086271364,2123,50,"53"
2019-12-03 23:20:45,0,1,46.920906276,530.73408794,3.2086271364,2150,0,"53"
2019-12-03 23:21:35,0,1,46.920906276,722.45650319,3.2086271364,2150,50,"53"
2019-12-04 00:08:06,0,1,46.920906276,524.07986691,3.2086271364,2178,0,"53"
2019-12-04 00:08:56,0,1,46.920906276,736.73632524,3.2086271364,2178,50,"53"
2019-12-04 00:09:46,0,1,46.920906276,786.12038749,3.2086271364,2178,100,"53"
2019-12-04 00:55:21,0,1,46.920906276,522.5721347,3.2086271364,2206,0,"53"
2019-12-04 00:56:12,0,1,46.920906276,854.98378556,3.2086271364,2206,51,"53"
2019-12-04 00:57:02,0,1,46.920906276,909.47047108,3.2086271364,2206,101,"53"
2019-12-04 01:43:14,0,1,46.561326469,544.36710575,2.542297716,2227,0,"53"
2019-12-04 01:44:04,0,1,46.561326469,626.74248495,2.542297716,2227,50,"53"
2019-12-04 02:30:33,0,1,46.561326469,539.00227169,2.542297716,2250,0,"53"
2019-12-04 02:31:23,0,1,46.561326469,630.40370886,2.542297716,2250,50,"53"
2019-12-04 03:17:47,0,1,46.561326469,526.36540774,2.542297716,2273,0,"53"
2019-12-04 03:18:38,0,1,46.561326469,649.82672439,2.542297716,2273,51,"53"
2019-12-04 04:05:02,0,1,46.561326469,496.93705665,2.542297716,2299,0,"53"
2019-12-04 04:05:52,0,1,46.561326469,666.42502808,2.542297716,2299,50,"53"
2019-12-04 04:52:19,0,1,46.561326469,501.18430655,2.542297716,2327,0,"53"
2019-12-04 04:53:10,0,1,46.561326469,729.21760751,2.542297716,2327,51,"53"
2019-12-04 04:54:01,0,1,46.561326469,778.61026454,2.542297716,2327,102,"53"
2019-12-04 05:39:40,0,1,48.726280839,486.41429932,2.542297716,2354,0,"53"
2019-12-04 05:40:30,0,1,48.726280839,728.78711074,2.542297716,2354,50,"53"
2019-12-04 05:41:21,0,1,48.726280839,780.21623359,2.542297716,2354,101,"53"
2019-12-04 06:26:55,0,1,59.508726515,490.26825655,2.542297716,2381,0,"53"
2019-12-04 06:27:46,0,1,59.508726515,855.6044677,2.542297716,2381,51,"53"
2019-12-04 06:28:37,0,1,59.508726515,912.76044889,2.542297716,2381,102,"53"
2019-12-04 07:14:31,0,1,52.859682679,476.55848904,0.72749048175,2398,0,"53"
2019-12-04 07:15:22,0,1,52.859682679,648.23562232,0.72749048175,2398,51,"53"
