"DATETIME","ALARM_STATUS","MPVPosition","CH4_dry","CO2_dry","h2o_reported","Sample_number","Elapsed_seconds","Core"
2019-07-01 18:29:38,0,1,39.041746024,488.72877361,2.3694261773,3,0,"51"
2019-07-01 18:30:28,0,1,39.041746024,601.28746225,2.3694261773,3,50,"51"
2019-07-01 18:31:18,0,2,39.041746024,663.12971352,2.3694261773,4,0,"53"
2019-07-01 18:32:06,0,2,39.041746024,548.93626011,2.3694261773,4,48,"53"
2019-07-01 18:32:56,0,2,39.041746024,1059.5921981,2.3694261773,4,98,"53"
2019-07-01 18:34:38,0,3,39.041746024,1410.9574472,2.3694261773,6,0,"59"
2019-07-01 18:35:27,0,3,39.041746024,542.71293856,2.3694261773,6,49,"59"
2019-07-01 18:36:17,0,4,39.041746024,579.85201056,2.3694261773,7,0,"52"
2019-07-01 18:37:09,0,4,39.041746024,519.99633665,2.3694261773,7,52,"52"
2019-07-01 18:37:59,0,4,39.041746024,676.97900992,2.3694261773,7,102,"52"
2019-07-01 18:38:48,0,5,39.041746024,787.95153083,2.3694261773,8,0,"56"
2019-07-01 18:39:37,0,5,39.041746024,593.83839782,2.3694261773,8,49,"56"
2019-07-01 18:40:27,0,5,39.041746024,775.91768632,2.3694261773,8,99,"56"
2019-07-01 18:41:17,0,6,39.041746024,933.47115261,2.3694261773,9,0,"45"
2019-07-01 18:42:07,0,6,39.041746024,640.93783329,2.3694261773,9,50,"45"
2019-07-01 18:42:56,0,6,39.041746024,549.17768449,2.3694261773,9,99,"45"
2019-07-01 18:18:49,0,16,49.737256541,529.60972343,2.3694261773,2,0,NA
2019-07-01 18:19:38,0,16,49.737256541,534.43711341,2.3694261773,2,49,NA
2019-07-01 18:20:29,0,16,49.737256541,521.5220929,2.3694261773,2,100,NA
2019-07-01 18:21:20,0,16,49.737256541,502.54768081,2.3694261773,2,151,NA
2019-07-01 18:22:10,0,16,49.737256541,500.95934272,2.3694261773,2,201,NA
