"DATETIME","ALARM_STATUS","MPVPosition","CH4_dry","CO2_dry","h2o_reported","Sample_number","Elapsed_seconds","Core"
2019-06-01 00:39:26,0,1,229.87372435,503.67074985,1.7614372964,1,0,"61"
2019-06-01 00:40:16,0,1,229.87372435,1028.1112797,1.7614372964,1,50,"61"
2019-06-01 01:26:51,0,1,42.816004154,498.10547128,1.7511625513,26,0,"61"
2019-06-01 01:27:41,0,1,42.816004154,954.34004005,1.7511625513,26,50,"61"
2019-06-01 02:13:54,0,1,266.38502574,483.03244764,2.8437473541,46,0,"61"
2019-06-01 02:14:44,0,1,266.38502574,1241.4519399,2.8437473541,46,50,"61"
2019-06-01 02:15:34,0,1,266.38502574,1402.973316,2.8437473541,46,100,"61"
2019-06-01 03:01:52,0,1,41.008956626,466.52309371,1.5797070928,69,0,"61"
2019-06-01 03:02:41,0,1,41.008956626,705.96921789,1.5797070928,69,49,"61"
2019-06-01 03:48:58,0,1,205.52860868,464.84463383,1.5678611912,97,0,"61"
2019-06-01 03:49:47,0,1,205.52860868,923.33866618,1.5678611912,97,49,"61"
2019-06-01 04:36:41,0,1,205.57899922,463.65576413,1.590667625,120,0,"61"
2019-06-01 04:36:44,0,1,207.08759161,670.31486315,2.9251110259,120,3,"61"
2019-06-01 04:37:16,0,1,207.08759161,670.31486315,2.9251110259,120,35,"61"
2019-06-01 05:24:01,0,1,205.75433111,468.10803361,1.6697523353,143,0,"61"
2019-06-01 05:24:50,0,1,205.75433111,683.33232505,1.6697523353,143,49,"61"
2019-06-01 06:11:17,0,1,205.86826912,470.77608314,1.7209222163,167,0,"61"
2019-06-01 06:11:46,0,1,205.86826912,743.18680383,1.7209222163,167,29,"61"
2019-06-01 06:12:06,0,1,205.86826912,743.18680383,1.7209222163,167,49,"61"
2019-06-01 06:58:48,0,1,167.16081821,472.2914791,1.7556638844,188,0,"61"
2019-06-01 06:59:39,0,1,167.16081821,668.87277179,1.7556638844,188,51,"61"
2019-06-01 07:45:38,0,1,167.1747806,470.57635346,1.7633563839,215,0,"61"
2019-06-01 07:46:27,0,1,167.1747806,470.60367832,1.7633563839,215,49,"61"
2019-06-01 07:47:17,0,1,167.1747806,470.59704483,1.7633563839,215,99,"61"
2019-06-01 08:32:53,0,1,44.543089875,468.40718034,1.7935801293,240,0,"61"
2019-06-01 08:33:42,0,1,44.543089875,1448.2552036,1.7935801293,240,49,"61"
2019-06-01 08:34:32,0,1,44.543089875,1628.7994721,1.7935801293,240,99,"61"
2019-06-01 09:20:41,0,1,161.46713989,466.94617933,1.7902698245,258,0,"61"
2019-06-01 09:21:30,0,1,161.46713989,823.48004886,1.7902698245,258,49,"61"
2019-06-01 10:07:47,0,1,163.42913352,472.30202572,2.8680195351,278,0,"61"
2019-06-01 10:07:50,0,1,163.49847315,1220.266049,2.9414603036,278,3,"61"
2019-06-01 10:08:02,0,1,163.49847315,1220.266049,2.9414603036,278,15,"61"
2019-06-01 10:08:22,0,1,163.49847315,1220.266049,2.9414603036,278,35,"61"
2019-06-01 10:09:12,0,1,49.708716211,1265.7969785,2.9414603036,278,85,"61"
2019-06-01 10:55:22,0,1,49.056598591,478.72331387,1.7646404412,303,0,"61"
2019-06-01 10:56:12,0,1,49.056598591,874.94945525,1.7646404412,303,50,"61"
2019-06-01 11:42:39,0,1,49.051414522,486.42732447,1.7549073678,327,0,"61"
2019-06-01 11:43:28,0,1,49.051414522,1002.7184857,1.7549073678,327,49,"61"
2019-06-01 12:30:19,0,1,49.063854618,525.99456239,1.7782530261,348,0,"61"
2019-06-01 12:31:10,0,1,49.063854618,761.45647326,1.7782530261,348,51,"61"
2019-06-01 13:17:20,0,1,164.79197378,536.0935945,1.7988743518,372,0,"61"
2019-06-01 13:18:10,0,1,164.79197378,1139.4165603,1.7988743518,372,50,"61"
2019-06-01 13:18:59,0,1,164.79197378,1252.8173792,1.7988743518,372,99,"61"
2019-06-01 14:04:47,0,1,164.79835021,537.53838636,1.8024298248,390,0,"61"
2019-06-01 14:05:37,0,1,164.79835021,1005.6909411,1.8024298248,390,50,"61"
2019-06-01 14:52:01,0,1,48.548017125,527.01652603,1.817777669,413,0,"61"
2019-06-01 14:52:49,0,1,48.548473157,1220.769358,1.817777669,413,48,"61"
2019-06-01 14:53:37,0,1,48.548473157,1346.7494721,1.817777669,413,96,"61"
2019-06-01 15:39:56,0,1,48.551381705,510.20994705,1.8232765171,435,0,"61"
2019-06-01 15:40:44,0,1,48.551381705,694.85413597,1.8232765171,435,48,"61"
2019-06-01 16:27:19,0,1,48.551381705,494.87916313,1.8232765171,461,0,"61"
2019-06-01 16:28:09,0,1,48.551381705,672.29242073,1.8232765171,461,50,"61"
2019-06-01 17:14:39,0,1,48.551381705,481.51852965,1.8232765171,480,0,"61"
2019-06-01 17:15:28,0,1,48.551381705,670.16479775,1.8232765171,480,49,"61"
2019-06-01 18:01:39,0,1,174.58638801,472.86961563,1.7777293331,505,0,"61"
2019-06-01 18:02:08,0,1,174.58638801,946.34019091,1.7777293331,505,29,"61"
2019-06-01 18:02:28,0,1,174.58638801,946.34019091,1.7777293331,505,49,"61"
2019-06-01 18:48:54,0,1,180.55770945,463.43670018,1.7777293331,529,0,"61"
2019-06-01 18:49:42,0,1,180.55770945,1124.1731815,1.7777293331,529,48,"61"
2019-06-01 18:50:32,0,1,180.55770945,1244.2448852,1.7777293331,529,98,"61"
2019-06-01 19:36:02,0,1,180.46468334,456.81994889,1.730251111,552,0,"61"
2019-06-01 19:36:51,0,1,180.46468334,456.77385092,1.730251111,552,49,"61"
2019-06-01 19:37:42,0,1,180.46468334,619.10721233,1.730251111,552,100,"61"
2019-06-01 20:23:26,0,1,180.46468334,447.94626679,1.730251111,575,0,"61"
2019-06-01 20:24:16,0,1,180.46468334,451.04831578,1.730251111,575,50,"61"
2019-06-01 20:25:05,0,1,180.46468334,604.75374475,1.730251111,575,99,"61"
2019-06-01 21:11:35,0,1,180.46468334,447.75558423,1.730251111,592,0,"61"
2019-06-01 21:12:24,0,1,180.46468334,614.95052238,1.730251111,592,49,"61"
2019-06-01 21:58:38,0,1,180.40072417,448.45588464,1.6975205889,622,0,"61"
2019-06-01 21:59:30,0,1,180.40072417,771.47031065,1.6975205889,622,52,"61"
2019-06-01 22:45:42,0,1,180.42847326,459.24890408,1.7117297014,643,0,"61"
2019-06-01 22:45:51,0,1,181.67831712,1212.2857778,2.9646504,643,9,"61"
2019-06-01 22:46:25,0,1,181.67831712,1212.2857778,2.9646504,643,43,"61"
2019-06-01 22:47:13,0,1,182.9810668,1368.5829451,2.9646504,643,91,"61"
2019-06-01 23:32:56,0,1,182.9810668,450.17046696,2.9646504,659,0,"61"
2019-06-01 23:33:46,0,1,182.9810668,499.99194386,2.9646504,659,50,"61"
2019-06-01 23:34:36,0,1,182.9810668,649.9295917,2.9646504,659,100,"61"
2019-06-02 00:20:23,0,1,180.20977514,436.74026414,1.5993770768,681,0,"61"
2019-06-02 00:21:13,0,1,180.20977514,1190.0519797,1.5993770768,681,50,"61"
2019-06-02 00:22:02,0,1,180.20977514,1321.7451406,1.5993770768,681,99,"61"
2019-06-02 01:08:19,0,1,180.1607807,440.89125711,1.5740910971,709,0,"61"
2019-06-02 01:09:07,0,1,180.1607807,653.77398438,1.5740910971,709,48,"61"
2019-06-02 01:55:17,0,1,161.84729794,436.67798189,1.561644951,739,0,"61"
2019-06-02 01:56:05,0,1,161.84729794,1035.2276048,1.561644951,739,48,"61"
2019-06-02 01:56:55,0,1,161.84729794,1148.3378699,1.561644951,739,98,"61"
2019-06-02 02:43:04,0,1,171.3027239,435.6811179,1.5413474992,755,0,"61"
2019-06-02 02:43:53,0,1,171.3027239,645.30651665,1.5413474992,755,49,"61"
2019-06-02 03:30:21,0,1,43.553861919,472.6780248,1.5463509362,785,0,"61"
2019-06-02 03:31:11,0,1,43.553861919,711.46624201,1.5463509362,785,50,"61"
2019-06-02 04:17:12,0,1,44.105656325,440.28404877,2.6831194058,806,0,"61"
2019-06-02 04:18:03,0,1,44.105656325,827.95837231,2.6831194058,806,51,"61"
2019-06-02 04:18:52,0,1,44.105656325,967.79236738,2.6831194058,806,100,"61"
2019-06-02 05:05:01,0,1,43.580139294,436.28993833,1.6024784938,835,0,"61"
2019-06-02 05:05:51,0,1,43.580139294,728.43875465,1.6024784938,835,50,"61"
2019-06-02 05:52:33,0,1,160.74983226,446.88057126,2.5141489109,865,0,"61"
2019-06-02 05:53:22,0,1,160.74983226,651.23085499,2.5141489109,865,49,"61"
2019-06-02 06:39:53,0,1,159.01431732,434.33179753,1.5289130511,895,0,"61"
2019-06-02 06:40:43,0,1,159.01431732,651.04386375,1.5289130511,895,50,"61"
2019-06-02 07:27:14,0,1,158.86906551,431.35492923,1.4434488641,918,0,"61"
2019-06-02 07:28:03,0,1,158.86906551,660.53710442,1.4434488641,918,49,"61"
2019-06-02 08:14:14,0,1,158.6592707,430.52688218,1.3191396812,948,0,"61"
2019-06-02 08:15:02,0,1,158.6592707,1042.6478438,1.3191396812,948,48,"61"
2019-06-02 08:15:52,0,1,158.6592707,1155.2445882,1.3191396812,948,98,"61"
2019-06-02 09:01:22,0,1,161.26780552,434.00718204,1.2572129187,974,0,"61"
2019-06-02 09:02:13,0,1,161.25839686,433.90087103,1.2572129187,974,51,"61"
2019-06-02 09:03:02,0,1,161.25839686,576.98674042,1.2572129187,974,100,"61"
2019-06-02 09:49:32,0,1,172.6840401,437.45399113,1.2574074973,992,0,"61"
2019-06-02 09:50:21,0,1,172.6840401,596.51400038,1.2574074973,992,49,"61"
2019-06-02 10:36:42,0,1,172.70314521,443.26825172,1.2678845705,1019,0,"61"
2019-06-02 10:37:33,0,1,172.70314521,674.86824839,1.2678845705,1019,51,"61"
2019-06-02 11:23:51,0,1,172.80452499,458.99905492,1.3233575947,1049,0,"61"
2019-06-02 11:24:42,0,1,172.80452499,874.2314251,1.3233575947,1049,51,"61"
2019-06-02 12:11:34,0,1,172.8844608,474.90918915,1.366952034,1076,0,"61"
2019-06-02 12:12:23,0,1,172.8844608,657.70038173,1.366952034,1076,49,"61"
2019-06-02 12:58:26,0,1,173.12861878,482.99465144,1.4993260277,1105,0,"61"
2019-06-02 12:59:14,0,1,173.12861878,1153.1519475,1.4993260277,1105,48,"61"
2019-06-02 13:00:03,0,1,173.12861878,1267.4573082,1.4993260277,1105,97,"61"
2019-06-02 13:46:19,0,1,47.748380298,488.56525081,1.5449753922,1124,0,"61"
2019-06-02 13:47:08,0,1,47.748380298,667.75656166,1.5449753922,1124,49,"61"
2019-06-02 14:33:36,0,1,48.428679865,492.66772296,2.8176498675,1154,0,"61"
2019-06-02 14:34:25,0,1,48.428679865,719.09941072,2.8176498675,1154,49,"61"
2019-06-02 15:20:40,0,1,48.036690378,482.90545717,1.6400881711,1184,0,"61"
2019-06-02 15:21:28,0,1,47.79725776,977.5363386,1.6400881711,1184,48,"61"
2019-06-02 15:22:18,0,1,47.79725776,1077.6807949,1.6400881711,1184,98,"61"
2019-06-02 16:08:14,0,1,47.809174413,466.38729618,1.6631860725,1207,0,"61"
2019-06-02 16:09:03,0,1,47.809174413,759.27358242,1.6631860725,1207,49,"61"
2019-06-02 16:55:26,0,1,115.37519522,452.48670051,1.6915726422,1233,0,"61"
2019-06-02 16:56:15,0,1,115.37519522,931.72053608,1.6915726422,1233,49,"61"
2019-06-02 16:57:03,0,1,115.37519522,1029.2966899,1.6915726422,1233,97,"61"
2019-06-02 17:42:37,0,1,48.974700709,447.91037055,2.7052857868,1249,0,"61"
2019-06-02 17:43:26,0,1,48.974700709,1208.1146321,2.7052857868,1249,49,"61"
2019-06-02 17:44:15,0,1,48.974700709,1332.7828513,2.7052857868,1249,98,"61"
2019-06-02 17:44:18,0,1,49.020497633,638.80500784,2.8683473953,1249,101,"61"
2019-06-02 18:30:21,0,1,48.423771581,436.57171041,1.6883913615,1279,0,"61"
2019-06-02 18:31:11,0,1,48.423771581,725.95731056,1.6883913615,1279,50,"61"
2019-06-02 19:17:25,0,1,48.42826982,433.68674951,1.6969783937,1309,0,"61"
2019-06-02 19:18:13,0,1,48.42826982,1111.9081426,1.6969783937,1309,48,"61"
2019-06-02 19:19:03,0,1,48.42826982,1226.3844288,1.6969783937,1309,98,"61"
2019-06-02 20:05:17,0,1,139.82203751,430.69766188,1.7042038992,1334,0,"61"
2019-06-02 20:05:47,0,1,139.82203751,618.92987404,1.7042038992,1334,30,"61"
2019-06-02 20:06:07,0,1,139.82203751,618.92987404,1.7042038992,1334,50,"61"
2019-06-02 20:52:36,0,1,165.58114936,434.84692822,2.6223117868,1364,0,"61"
2019-06-02 20:53:26,0,1,165.58114936,648.01745387,2.6223117868,1364,50,"61"
2019-06-02 21:39:33,0,1,163.84540738,427.45311259,1.6724787936,1389,0,"61"
2019-06-02 21:40:21,0,1,163.84540738,1090.6329886,1.6724787936,1389,48,"61"
2019-06-02 21:41:10,0,1,163.84540738,1204.0543501,1.6724787936,1389,97,"61"
2019-06-02 21:41:16,0,1,164.92464647,608.26782608,2.8676305469,1389,103,"61"
2019-06-02 22:27:26,0,1,170.15540995,433.24816777,2.8442147028,1415,0,"61"
2019-06-02 22:28:15,0,1,170.15540995,614.01862851,2.8442147028,1415,49,"61"
2019-06-02 23:14:08,0,1,167.61549433,425.17935508,1.4902173286,1438,0,"61"
2019-06-02 23:14:57,0,1,167.61549433,447.69686316,1.4902173286,1438,49,"61"
2019-06-02 23:15:45,0,1,167.61549433,586.26663614,1.4902173286,1438,97,"61"
2019-06-03 00:01:32,0,1,153.26749642,425.20055634,1.4902173286,1456,0,"61"
2019-06-03 00:02:22,0,1,153.26749642,818.31269578,1.4902173286,1456,50,"61"
2019-06-03 00:03:11,0,1,153.26749642,947.15844688,1.4902173286,1456,99,"61"
2019-06-03 00:49:40,0,1,163.20414836,424.36940245,1.2720426295,1472,0,"61"
2019-06-03 00:50:29,0,1,163.20414836,568.83176391,1.2720426295,1472,49,"61"
2019-06-03 01:36:57,0,1,163.11928457,425.69666943,1.2227428617,1492,0,"61"
2019-06-03 01:37:26,0,1,163.11928457,592.83041579,1.2227428617,1492,29,"61"
2019-06-03 01:37:46,0,1,163.11928457,592.83041579,1.2227428617,1492,49,"61"
2019-06-03 02:24:16,0,1,170.52648329,435.92480235,2.8044219506,1522,0,"61"
2019-06-03 02:24:22,0,1,170.59861419,625.87238202,2.8778927841,1522,6,"61"
2019-06-03 02:24:54,0,1,170.59861419,625.87238202,2.8778927841,1522,38,"61"
2019-06-03 02:25:02,0,1,170.53968612,708.34765565,2.8178833427,1522,46,"61"
2019-06-03 03:11:20,0,1,170.55289481,437.36067733,2.8178833427,1539,0,"61"
2019-06-03 03:12:09,0,1,170.55289481,836.66098643,2.8178833427,1539,49,"61"
2019-06-03 03:58:44,0,1,170.55289481,440.23022852,2.8178833427,1564,0,"61"
2019-06-03 03:59:35,0,1,170.55289481,800.87612936,2.8178833427,1564,51,"61"
2019-06-03 04:45:57,0,1,170.65298721,438.2262509,2.8687902771,1584,0,"61"
2019-06-03 04:46:45,0,1,170.65298721,1007.5173582,2.8687902771,1584,48,"61"
2019-06-03 04:47:35,0,1,170.65298721,1113.2498928,2.8687902771,1584,98,"61"
2019-06-03 05:33:27,0,1,112.28364122,444.81682784,1.2561396318,1601,0,"61"
2019-06-03 05:34:16,0,1,112.28364122,836.11864624,1.2561396318,1601,49,"61"
2019-06-03 06:21:12,0,1,113.85378024,457.58557479,2.525653664,1624,0,"61"
2019-06-03 06:22:01,0,1,113.85378024,615.19268724,2.525653664,1624,49,"61"
2019-06-03 07:08:05,0,1,45.865811949,453.10263008,1.2506582508,1654,0,"61"
2019-06-03 07:08:55,0,1,45.865811949,962.09343031,1.2506582508,1654,50,"61"
2019-06-03 07:09:43,0,1,45.865811949,1058.2733911,1.2506582508,1654,98,"61"
2019-06-03 07:56:00,0,1,164.69234011,475.82621266,2.6517846489,1674,0,"61"
2019-06-03 07:56:04,0,1,164.88021485,618.22805617,2.8511677838,1674,4,"61"
2019-06-03 07:56:15,0,1,164.88021485,618.22805617,2.8511677838,1674,15,"61"
2019-06-03 07:56:35,0,1,164.88021485,618.22805617,2.8511677838,1674,35,"61"
2019-06-03 08:42:54,0,1,43.168571478,467.6646814,1.4004577774,1704,0,"61"
2019-06-03 08:43:44,0,1,43.168571478,882.89467952,1.4004577774,1704,50,"61"
2019-06-03 09:30:37,0,1,43.204679985,458.98772895,1.4788541093,1722,0,"61"
2019-06-03 09:31:28,0,1,43.204679985,634.70520645,1.4788541093,1722,51,"61"
