"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","Treatment"
"15",68,2019-01-04 21:01:15,10,0.000448300282163887,-3.94832410716732e-08,116.33,3.85369450841474e-06,-3.39407212857158e-10,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drydown"
"15",98,2019-01-04 21:48:49,11,0.000250685072129774,-4.84875730365984e-08,116.33,2.15494775320015e-06,-4.16810565087238e-10,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drydown"
"15",368,2019-01-17 20:05:31,11,8.21750025317935e-05,4.79710673539661e-09,116.33,7.06395620491649e-07,4.12370560938417e-11,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drydown"
"15",488,2019-01-24 18:46:17,11,0.000912452373733758,-1.89752529866722e-07,116.33,7.84365489326707e-06,-1.63115730995205e-09,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drydown"
"16",213,2019-01-11 20:58:11,10,0.000419662742623052,4.95629767029835e-08,194.31,2.15975885246797e-06,2.55071672600399e-10,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"16",518,2019-01-24 19:45:32,11,7.68400933590179e-05,4.32721799064502e-05,194.31,3.95451049143214e-07,2.22696618323556e-07,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"18",4,2019-01-04 18:41:36,10,0.00026802706442211,-6.19653044167559e-07,132.15,2.02820328734098e-06,-4.6890128200345e-09,"CPCRW_90d_up_FAD_r3","C18","CPCRW","upland","forced","90 day",3,"drydown"
"18",237,2019-01-11 22:01:10,11,0.000117789600501598,2.26244927258676e-09,132.15,8.91332580413154e-07,1.7120312316207e-11,"CPCRW_90d_up_FAD_r3","C18","CPCRW","upland","forced","90 day",3,"drydown"
"18",468,2019-01-24 17:54:52,12,3.42765879310719e-05,-1.76618040322186e-07,132.15,2.59376374809473e-07,-1.33649671072407e-09,"CPCRW_90d_up_FAD_r3","C18","CPCRW","upland","forced","90 day",3,"drydown"
"20",47,2019-01-04 20:00:27,11,0.00026420422383192,7.19222914768116e-08,229.19,1.15277378520843e-06,3.13810774801743e-10,"CPCRW_30d_up_CW_r3","C20","CPCRW","upland","constant weight","30 day",3,"drydown"
"20",529,2019-01-24 19:57:55,11,0.000112542193799689,2.13939315800846e-05,229.19,4.91043212180675e-07,9.3345833500958e-08,"CPCRW_30d_up_CW_r3","C20","CPCRW","upland","constant weight","30 day",3,"drydown"
"25",22,2019-01-04 19:04:12,11,2.90350062446327e-05,-7.77006931970443e-08,171.08,1.6971595887674e-07,-4.54177537976644e-10,"CPCRW_90d_up_CW_r4","C25","CPCRW","upland","constant weight","90 day",4,"drydown"
"25",243,2019-01-11 22:08:52,11,2.51809412458483e-05,1.6574975487742e-09,171.08,1.47188106417163e-07,9.68843552007364e-12,"CPCRW_90d_up_CW_r4","C25","CPCRW","upland","constant weight","90 day",4,"drydown"
"25",404,2019-01-17 21:16:08,10,3.9476703858437e-05,-1.04666892258477e-08,171.08,2.30749964101221e-07,-6.11800866603209e-11,"CPCRW_90d_up_CW_r4","C25","CPCRW","upland","constant weight","90 day",4,"drydown"
"25",462,2019-01-24 17:47:13,11,3.69182883843604e-05,-5.68415499084762e-07,171.08,2.15795466357028e-07,-3.32251285413118e-09,"CPCRW_90d_up_CW_r4","C25","CPCRW","upland","constant weight","90 day",4,"drydown"
"26",30,2019-01-04 19:14:02,11,6.51924026425122e-05,-5.07212644475899e-09,69.94,9.32118996890367e-07,-7.25211101624105e-11,"CPCRW_150d_up_CW_r3","C26","CPCRW","upland","constant weight","150 day",3,"drydown"
"26",227,2019-01-11 21:48:43,11,0.000350570597210155,-1.91340343258234e-08,69.94,5.01244777252152e-06,-2.73577842805597e-10,"CPCRW_150d_up_CW_r3","C26","CPCRW","upland","constant weight","150 day",3,"drydown"
"26",421,2019-01-17 21:38:35,10,2.08647519570135e-05,1.00060221957141e-08,69.94,2.98323591035366e-07,1.43065802054819e-10,"CPCRW_150d_up_CW_r3","C26","CPCRW","upland","constant weight","150 day",3,"drydown"
"26",480,2019-01-24 18:36:26,11,5.34679847725e-05,-9.28868828013314e-07,69.94,7.64483625571919e-07,-1.32809383473451e-08,"CPCRW_150d_up_CW_r3","C26","CPCRW","upland","constant weight","150 day",3,"drydown"
"27",20,2019-01-04 19:01:39,11,3.92639565905489e-05,-1.38105928921914e-07,83.7,4.69103424020894e-07,-1.65001109823075e-09,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"drydown"
"27",247,2019-01-11 22:13:45,9,0.000174657695172379,-9.71471069993968e-09,83.7,2.08671081448481e-06,-1.16065838708957e-10,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"drydown"
"28",18,2019-01-04 18:59:07,10,0.000122328570144547,-2.4710071679578e-07,173.21,7.06244270795835e-07,-1.42659613645737e-09,"CPCRW_150d_up_CW_r1","C28","CPCRW","upland","constant weight","150 day",1,"drydown"
"28",239,2019-01-11 22:03:45,11,0.000158836214014388,5.43801802487266e-09,173.21,9.17015264790645e-07,3.13955200327502e-11,"CPCRW_150d_up_CW_r1","C28","CPCRW","upland","constant weight","150 day",1,"drydown"
"28",427,2019-01-17 22:00:55,13,4.87328957930375e-05,-6.18636024217831e-08,173.21,2.8135151430655e-07,-3.57159531330657e-10,"CPCRW_150d_up_CW_r1","C28","CPCRW","upland","constant weight","150 day",1,"drydown"
"28",470,2019-01-24 17:57:14,10,1.44649680349818e-05,-7.42819807596072e-08,173.21,8.35111600657109e-08,-4.28855035850166e-10,"CPCRW_150d_up_CW_r1","C28","CPCRW","upland","constant weight","150 day",1,"drydown"
"3",55,2019-01-04 20:10:44,11,4.95423692366284e-05,1.96213362467924e-08,181.06,2.73624043061021e-07,1.08369249126215e-10,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"drydown"
"3",360,2019-01-17 19:29:43,11,0.00011854876902648,2.51712502389101e-08,181.06,6.54748531019993e-07,1.39021596370872e-10,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"drydown"
"3",533,2019-01-24 20:02:59,11,1.63899676647721e-05,-4.09671215889643e-07,181.06,9.0522300147863e-08,-2.26262684132135e-09,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"drydown"
"34",84,2019-01-04 21:21:15,9,2.22707650802941e-05,9.53650097640895e-08,131.7,1.6910224054893e-07,7.24107894943732e-10,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drydown"
"34",370,2019-01-17 20:07:59,12,6.98553974724937e-05,2.02597779556443e-08,131.7,5.30413040793422e-07,1.53832786299501e-10,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drydown"
"34",474,2019-01-24 18:28:55,11,7.062779278791e-05,-3.52694181736108e-08,131.7,5.36277849566515e-07,-2.67801201014509e-10,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drydown"
"37",300,2019-01-17 17:52:41,11,0.000152665924936274,8.51422960353353e-09,53.66,2.84506009944603e-06,1.58669951612626e-10,"CPCRW_90d_up_FAD_r4","C37","CPCRW","upland","forced","90 day",4,"drydown"
"39",271,2019-01-11 23:05:44,11,0.000102707915532815,-1.15485622079569e-08,80.91,1.26940941209758e-06,-1.42733434778851e-10,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"39",310,2019-01-17 18:05:14,11,0.000101507577569447,-5.31639268366837e-07,80.91,1.25457394103877e-06,-6.57074858938125e-09,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"4",413,2019-01-17 21:28:26,9,0.000156850051753005,5.78492775195832e-08,188.66,8.31390076078685e-07,3.06632447363422e-10,"CPCRW_150d_up_CW_r4","C4","CPCRW","upland","constant weight","150 day",4,"drydown"
"4",444,2019-01-24 17:24:49,11,5.1652600998222e-05,2.92112675125202e-09,188.66,2.73786711535153e-07,1.54835511038483e-11,"CPCRW_150d_up_CW_r4","C4","CPCRW","upland","constant weight","150 day",4,"drydown"
"44",63,2019-01-04 20:54:03,11,7.04007315111902e-05,-1.93703171863524e-07,84.37,8.34428487746713e-07,-2.29587734815129e-09,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3,"drydown"
"44",92,2019-01-04 21:41:18,11,0.000131562020169123,-3.22973870430046e-07,84.37,1.55934597806238e-06,-3.82806531267093e-09,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3,"drydown"
"44",192,2019-01-11 20:02:58,11,0.000112646867106363,-3.88906340479698e-05,84.37,1.33515310070361e-06,-4.60953348915134e-07,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3,"drydown"
"44",386,2019-01-17 20:28:02,8,0.000271755598512206,-1.28039878886555e-06,84.37,3.22099796743162e-06,-1.5175996075211e-08,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3,"drydown"
"44",494,2019-01-24 18:53:50,13,0.000167126230936518,-5.10669617055537e-07,84.37,1.98087271466775e-06,-6.05273932743318e-09,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3,"drydown"
"50",500,2019-01-24 19:01:21,11,1.75616844289825e-06,-1.30699991147029e-07,183.19,9.58659557234703e-09,-7.13466843970899e-10,"CPCRW_30d_low_FAD_r1","C50","CPCRW","lowland","forced","30 day",1,"drydown"
"52",186,2019-01-11 19:55:32,12,8.43023335981306e-05,-2.37274850734836e-07,174.91,4.81975493671778e-07,-1.35655394622855e-09,"CPCRW_90d_low_FAD_r3","C52","CPCRW","lowland","forced","90 day",3,"drydown"
"53",24,2019-01-04 19:06:45,11,0.000121126216820612,-1.50942373395495e-07,39.89,3.03650581149691e-06,-3.78396523929543e-09,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4,"drydown"
"53",415,2019-01-17 21:30:51,11,0.000127565996041734,-6.35779275073738e-09,39.89,3.19794424772458e-06,-1.5938312235491e-10,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4,"drydown"
"53",446,2019-01-24 17:27:21,14,0.000144934281737047,2.1210904803469e-08,39.89,3.63334875249553e-06,5.31734891037076e-10,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4,"drydown"
"54",312,2019-01-17 18:07:37,11,0.000149289473817731,-3.98684046375136e-05,15.94,9.36571353938086e-06,-2.50115461966836e-06,"CPCRW_30d_low_CW_r4","C54","CPCRW","lowland","constant weight","30 day",4,"drydown"
"55",251,2019-01-11 22:18:44,12,3.75353715787527e-05,-2.19052831426128e-08,82.11,4.57135203735876e-07,-2.66779724060562e-10,"CPCRW_150d_low_CW_r4","C55","CPCRW","lowland","constant weight","150 day",4,"drydown"
"55",398,2019-01-17 21:08:27,11,7.65472482004317e-05,8.76700910027443e-09,82.11,9.32252444287318e-07,1.06771515044141e-10,"CPCRW_150d_low_CW_r4","C55","CPCRW","lowland","constant weight","150 day",4,"drydown"
"55",456,2019-01-24 17:39:54,13,0.000352091134145021,-1.24398861561398e-07,82.11,4.28804206728804e-06,-1.5150269341298e-09,"CPCRW_150d_low_CW_r4","C55","CPCRW","lowland","constant weight","150 day",4,"drydown"
"56",74,2019-01-04 21:08:47,11,0.000185906589394212,-9.50206524419033e-08,84.64,2.19643891061214e-06,-1.12264475947428e-09,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4,"drydown"
"56",394,2019-01-17 20:47:26,5,0.000594083321978772,1.73223061019154e-07,84.64,7.01894284001385e-06,2.04658625967809e-09,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4,"drydown"
"56",486,2019-01-24 18:43:54,11,0.000121652951772086,-3.11034704489326e-07,84.64,1.43729857953787e-06,-3.67479565795517e-09,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4,"drydown"
"56",486,2019-01-24 18:43:54,11,0.000121652951772086,-3.11034704489326e-07,84.64,1.43729857953787e-06,-3.67479565795517e-09,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4,"drydown"
"56",492,2019-01-24 18:51:11,11,0.000207778771370894,-7.96686482326775e-07,84.64,2.45485315891888e-06,-9.41264747550537e-09,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4,"drydown"
"56",492,2019-01-24 18:51:11,11,0.000207778771370894,-7.96686482326775e-07,84.64,2.45485315891888e-06,-9.41264747550537e-09,"CPCRW_30d_low_FAD_r4","C56","CPCRW","lowland","forced","30 day",4,"drydown"
"6",330,2019-01-17 18:54:51,11,8.77732326325141e-05,-3.08838852005997e-07,161.94,5.42010822727641e-07,-1.90711900707667e-09,"CPCRW_30d_up_FAD_r1","C6","CPCRW","upland","forced","30 day",1,"drydown"
"6",362,2019-01-17 19:42:34,15,0.000106651082578588,-8.07633040749153e-09,161.94,6.58583935893468e-07,-4.98723626496945e-11,"CPCRW_30d_up_FAD_r1","C6","CPCRW","upland","forced","30 day",1,"drydown"
"6",514,2019-01-24 19:40:42,12,7.11657769398334e-05,-8.87212109017198e-07,161.94,4.39457681485942e-07,-5.47864708544645e-09,"CPCRW_30d_up_FAD_r1","C6","CPCRW","upland","forced","30 day",1,"drydown"
"60",123,2019-01-04 22:29:42,11,0.000154646337515242,-1.45611918404704e-07,86.64,1.78493002672255e-06,-1.68065464456029e-09,"CPCRW_150d_low_CW_r1","C60","CPCRW","lowland","constant weight","150 day",1,"drydown"
"60",258,2019-01-11 22:50:41,11,9.51295392755036e-05,-1.20893465445861e-07,86.64,1.0979863720626e-06,-1.39535394097254e-09,"CPCRW_150d_low_CW_r1","C60","CPCRW","lowland","constant weight","150 day",1,"drydown"
"60",298,2019-01-17 17:50:15,10,5.67149929327897e-05,6.2708687925074e-08,86.64,6.54605181588062e-07,7.23784486669829e-10,"CPCRW_150d_low_CW_r1","C60","CPCRW","lowland","constant weight","150 day",1,"drydown"
"60",328,2019-01-17 18:40:21,41,0.000291641076053844,-7.41979758624853e-08,86.64,3.36612506987355e-06,-8.56393996566081e-10,"CPCRW_150d_low_CW_r1","C60","CPCRW","lowland","constant weight","150 day",1,"drydown"
"60",557,2019-01-24 21:00:01,11,0.000174496345570052,-6.03127937090735e-07,86.64,2.0140390762933e-06,-6.96131044656896e-09,"CPCRW_150d_low_CW_r1","C60","CPCRW","lowland","constant weight","150 day",1,"drydown"
"61",127,2019-01-04 22:34:26,11,7.65606248886593e-05,-6.46383514198243e-09,90.49,8.46067243769028e-07,-7.14314857109341e-11,"CPCRW_90d_low_CW_r2","C61","CPCRW","lowland","constant weight","90 day",2,"drydown"
"61",264,2019-01-11 22:58:03,11,5.35222592377937e-05,-3.60696118015648e-09,90.49,5.91471535393896e-07,-3.9860329098867e-11,"CPCRW_90d_low_CW_r2","C61","CPCRW","lowland","constant weight","90 day",2,"drydown"
"61",318,2019-01-17 18:15:23,11,5.15026658142438e-05,-1.16739327365816e-06,90.49,5.6915311983914e-07,-1.29007986922109e-08,"CPCRW_90d_low_CW_r2","C61","CPCRW","lowland","constant weight","90 day",2,"drydown"
"61",549,2019-01-24 20:49:59,11,4.62798239649528e-05,7.29477749696551e-08,90.49,5.11435782572138e-07,8.06141838541884e-10,"CPCRW_90d_low_CW_r2","C61","CPCRW","lowland","constant weight","90 day",2,"drydown"
"62",121,2019-01-04 22:27:01,11,9.15735752156802e-05,-1.2919390416822e-08,74.08,1.23614437386177e-06,-1.74397818801593e-10,"CPCRW_150d_low_CW_r2","C62","CPCRW","lowland","constant weight","150 day",2,"drydown"
"62",273,2019-01-11 23:08:08,11,2.92919059351365e-05,-2.6427425123323e-08,74.08,3.95409097396551e-07,-3.56741699828874e-10,"CPCRW_150d_low_CW_r2","C62","CPCRW","lowland","constant weight","150 day",2,"drydown"
"62",322,2019-01-17 18:20:25,10,3.50661616099053e-05,-4.14365638097209e-07,74.08,4.73355313308657e-07,-5.5934886352215e-09,"CPCRW_150d_low_CW_r2","C62","CPCRW","lowland","constant weight","150 day",2,"drydown"
"64",111,2019-01-04 22:14:39,11,4.41149235303929e-05,-1.15345486674366e-08,113.5,3.88677740355885e-07,-1.01625979448781e-10,"CPCRW_90d_low_CW_r3","C64","CPCRW","lowland","constant weight","90 day",3,"drydown"
"64",275,2019-01-11 23:10:40,11,1.98393830146671e-05,-7.90579080791927e-09,113.5,1.74796326120415e-07,-6.96545445631654e-11,"CPCRW_90d_low_CW_r3","C64","CPCRW","lowland","constant weight","90 day",3,"drydown"
"64",296,2019-01-17 17:48:01,14,5.31168896328723e-05,-5.16746516637871e-09,113.5,4.67990217029712e-07,-4.55283274570811e-11,"CPCRW_90d_low_CW_r3","C64","CPCRW","lowland","constant weight","90 day",3,"drydown"
"64",326,2019-01-17 18:35:11,11,8.15032738645535e-05,-1.24422500524734e-07,113.5,7.18090518630427e-07,-1.09623348479942e-09,"CPCRW_90d_low_CW_r3","C64","CPCRW","lowland","constant weight","90 day",3,"drydown"
"64",541,2019-01-24 20:40:09,11,1.14190586461621e-05,-3.79153450197693e-09,113.5,1.00608446221693e-07,-3.34055903257879e-11,"CPCRW_90d_low_CW_r3","C64","CPCRW","lowland","constant weight","90 day",3,"drydown"
"65",113,2019-01-04 22:16:57,11,0.000151437369443335,-2.18524508880394e-08,143.04,1.05870644185777e-06,-1.52771608557323e-10,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"drydown"
"65",281,2019-01-11 23:18:13,10,0.000155753115379059,-4.31462266120445e-08,143.04,1.08887804375741e-06,-3.01637490296732e-10,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"drydown"
"65",314,2019-01-17 18:10:11,11,0.000308809584370672,-9.41964614255205e-07,143.04,2.15890369386656e-06,-6.58532308623605e-09,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"drydown"
"65",555,2019-01-24 20:57:33,11,1.70230672089376e-05,-7.89713090971898e-07,143.04,1.19009138764944e-07,-5.52092485299146e-09,"CPCRW_30d_low_CW_r3","C65","CPCRW","lowland","constant weight","30 day",3,"drydown"
"66",283,2019-01-11 23:20:23,11,0.000418164111985204,-4.42499202396898e-09,142.71,2.93016685575786e-06,-3.1006881255476e-11,"CPCRW_30d_low_CW_r2","C66","CPCRW","lowland","constant weight","30 day",2,"drydown"
"66",350,2019-01-17 19:17:25,11,3.60651336903222e-06,3.76835703917883e-08,142.71,2.52716233552815e-08,2.64056971423084e-10,"CPCRW_30d_low_CW_r2","C66","CPCRW","lowland","constant weight","30 day",2,"drydown"
"66",506,2019-01-24 19:30:33,11,0.00018471382053227,-1.05773736037799e-07,142.71,1.29432990352652e-06,-7.41179567218829e-10,"CPCRW_30d_low_CW_r2","C66","CPCRW","lowland","constant weight","30 day",2,"drydown"
"69",302,2019-01-17 17:55:18,11,0.000173070266965898,-1.3360676503461e-07,178.92,9.6730531503408e-07,-7.46740247231221e-10,"CPCRW_30d_low_CW_r1","C69","CPCRW","lowland","constant weight","30 day",1,"drydown"
"69",537,2019-01-24 20:35:02,14,4.91130242200348e-05,3.00300300527541e-08,178.92,2.74497117259305e-07,1.67840543554405e-10,"CPCRW_30d_low_CW_r1","C69","CPCRW","lowland","constant weight","30 day",1,"drydown"
"69",567,2019-01-24 21:22:23,8,0.000161648979629292,-8.61683902262321e-08,178.92,9.03470711095976e-07,-4.81602896413101e-10,"CPCRW_30d_low_CW_r1","C69","CPCRW","lowland","constant weight","30 day",1,"drydown"
"71",136,2019-01-04 23:07:24,11,6.53864595882468e-05,-4.51361276721248e-05,127.49,5.12875202668812e-07,-3.5403661206467e-07,"CPCRW_90d_low_FAD_r4","C71","CPCRW","lowland","forced","90 day",4,"drydown"
"71",253,2019-01-11 22:21:04,11,0.000198971724003669,4.4839858889652e-09,127.49,1.56068494786783e-06,3.51712753075943e-11,"CPCRW_90d_low_FAD_r4","C71","CPCRW","lowland","forced","90 day",4,"drydown"
"71",423,2019-01-17 21:40:52,11,4.10822735635791e-05,-3.87388783054905e-05,127.49,3.22239183964068e-07,-3.0385817166437e-07,"CPCRW_90d_low_FAD_r4","C71","CPCRW","lowland","forced","90 day",4,"drydown"
"71",452,2019-01-24 17:34:51,11,2.55166421320612e-06,-3.51594549390196e-07,127.49,2.0014622426905e-08,-2.75782060859829e-09,"CPCRW_90d_low_FAD_r4","C71","CPCRW","lowland","forced","90 day",4,"drydown"
"72",119,2019-01-04 22:24:32,9,0.000102092448651267,4.73785108760514e-09,198.31,5.14812408104819e-07,2.38911355332819e-11,"CPCRW_150d_low_CW_r3","C72","CPCRW","lowland","constant weight","150 day",3,"drydown"
"77",49,2019-01-04 20:03:02,11,0.000522149074599076,-3.54638982344877e-07,62.56,8.34637267581643e-06,-5.66878168709841e-09,"CPCRW_90d_low_FAD_r1","C77","CPCRW","lowland","forced","90 day",1,"drydown"
"77",211,2019-01-11 20:55:54,10,0.000224372869837914,-1.70809974467466e-07,62.56,3.58652285546538e-06,-2.73033846655156e-09,"CPCRW_90d_low_FAD_r1","C77","CPCRW","lowland","forced","90 day",1,"drydown"
"77",521,2019-01-24 19:48:04,11,6.4094579607882e-05,-2.47121073341684e-05,62.56,1.02452972518993e-06,-3.95014503423408e-07,"CPCRW_90d_low_FAD_r1","C77","CPCRW","lowland","forced","90 day",1,"drydown"
"82",279,2019-01-11 23:15:46,11,2.8062657665457e-05,-1.85972539492895e-08,214.84,1.30621195612814e-07,-8.65632747593071e-11,"CPCRW_30d_up_CW_r1","C82","CPCRW","upland","constant weight","30 day",1,"drydown"
"82",324,2019-01-17 18:22:49,11,5.28860906854239e-05,-2.21611258624268e-07,214.84,2.4616500970687e-07,-1.03151768117794e-09,"CPCRW_30d_up_CW_r1","C82","CPCRW","upland","constant weight","30 day",1,"drydown"
"86",39,2019-01-04 19:50:37,8,0.000443832554926035,-1.51783589987378e-06,170.46,2.60373433606732e-06,-8.90435233998464e-09,"CPCRW_90d_low_CW_r1","C86","CPCRW","lowland","constant weight","90 day",1,"drydown"
"86",442,2019-01-24 17:22:21,10,9.41023834128782e-05,-9.19871269499452e-09,170.46,5.52049650433405e-07,-5.39640542942304e-11,"CPCRW_90d_low_CW_r1","C86","CPCRW","lowland","constant weight","90 day",1,"drydown"
"9",41,2019-01-04 19:52:58,11,0.000144709166832788,1.20774106003485e-07,163.26,8.86372453955582e-07,7.39765441648201e-10,"CPCRW_30d_up_CW_r2","C9","CPCRW","upland","constant weight","30 day",2,"drydown"
"9",198,2019-01-11 20:38:28,11,3.0716481908483e-06,-4.80380641340916e-09,163.26,1.88144566387866e-08,-2.94242705709247e-11,"CPCRW_30d_up_CW_r2","C9","CPCRW","upland","constant weight","30 day",2,"drydown"
"9",341,2019-01-17 19:07:22,10,3.19636152063658e-05,3.68262659502353e-08,163.26,1.95783506102939e-07,2.25568209912013e-10,"CPCRW_30d_up_CW_r2","C9","CPCRW","upland","constant weight","30 day",2,"drydown"
"9",516,2019-01-24 19:42:58,11,9.12676552335202e-05,-3.94647274779218e-05,163.26,5.59032556863409e-07,-2.41729312004911e-07,"CPCRW_30d_up_CW_r2","C9","CPCRW","upland","constant weight","30 day",2,"drydown"
