"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","Treatment"
"16",12,2019-09-01 00:55:51,2,0.00261263119152876,1.49395127733805e-19,194.31,1.34456857162718e-05,7.68849404219056e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",32,2019-09-01 01:43:04,3,0.00699286837971072,9.46819595347291e-09,194.31,3.59882063697737e-05,4.87272706164011e-11,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",59,2019-09-01 02:30:20,2,0.00486144290681214,1.43536495273656e-19,194.31,2.50190052329378e-05,7.38698447190858e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",89,2019-09-01 03:18:00,2,0.0025258079698001,1.43536495273656e-19,194.31,1.2998857340333e-05,7.38698447190858e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",105,2019-09-01 04:05:06,3,0.00670177223574981,-8.96557490864057e-20,194.31,3.44901046562185e-05,-4.61405738697986e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",127,2019-09-01 04:52:30,2,0.00444571281558733,0,194.31,2.28794854386667e-05,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",157,2019-09-01 05:39:46,2,0.00594549422527881,2.9879025546761e-19,194.31,3.05979837644939e-05,1.53769880843811e-21,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",187,2019-09-01 06:27:30,2,0.00265529935688264,1.43536495273656e-19,194.31,1.36652738247267e-05,7.38698447190858e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",203,2019-09-01 07:14:44,3,0.00652681883671084,-8.84722135148822e-20,194.31,3.35897217678495e-05,-4.55314772862345e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",227,2019-09-01 08:01:58,2,0.0054325364388795,1.46407225179129e-19,194.31,2.79580898506484e-05,7.53472416134676e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",257,2019-09-01 08:49:29,3,0.00698613239645703,7.92612185415791e-08,194.31,3.59535402010037e-05,4.07911165362457e-10,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",273,2019-09-01 09:36:44,3,0.00305477160883545,-1.78092342539321e-19,194.31,1.57211240226208e-05,-9.16537195920544e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",290,2019-09-01 10:24:10,3,0.00727167211074332,0,194.31,3.74230462186368e-05,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",314,2019-09-01 11:11:44,2,0.0028816618519546,0,194.31,1.48302292828706e-05,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",336,2019-09-01 11:58:54,3,0.00729612234409367,-1.80506745541941e-19,194.31,3.75488772790576e-05,-9.28962717008597e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",356,2019-09-01 12:46:33,2,0.00258408161806957,2.87072990547311e-19,194.31,1.32987577482866e-05,1.47739689438172e-21,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",383,2019-09-01 13:33:52,2,0.00289805172084421,0,194.31,1.4914578358521e-05,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",405,2019-09-01 14:21:13,2,0.00314605705301237,1.46407225179129e-19,194.31,1.61909168494281e-05,7.53472416134676e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",433,2019-09-01 15:08:37,2,0.00296533700316554,1.43536495273656e-19,194.31,1.5260856379834e-05,7.38698447190858e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",452,2019-09-01 15:55:55,3,0.00623367785875742,-1.75726674022747e-19,194.31,3.20810964888962e-05,-9.04362482747915e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",478,2019-09-01 16:43:07,2,0.0054893994749389,1.43536495273656e-19,194.31,2.82507306620292e-05,7.38698447190858e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",508,2019-09-01 17:30:47,2,0.0027640116541773,1.46407225179129e-19,194.31,1.42247524789115e-05,7.53472416134676e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",529,2019-09-01 18:17:55,3,0.00320808849777517,-8.96557490864057e-20,194.31,1.65101564395819e-05,-4.61405738697986e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",551,2019-09-01 19:05:25,2,0.00387853165061289,0,194.31,1.99605354876892e-05,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",576,2019-09-01 19:52:37,3,0.000141098378742651,-1.76921903630273e-19,194.31,7.2615088643225e-07,-9.10513630951947e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",593,2019-09-01 20:40:21,2,0.00275701603438804,0,194.31,1.41887501126449e-05,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",612,2019-09-01 21:27:31,3,0.00698149892112501,-1.80381346156915e-19,194.31,3.59296944116361e-05,-9.28317359667102e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",634,2019-09-01 22:14:45,2,0.00599319789387917,0,194.31,3.08434866650155e-05,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",664,2019-09-01 23:02:12,2,0.0050899060650814,1.46407225179129e-19,194.31,2.6194771576766e-05,7.53472416134676e-22,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"16",694,2019-09-01 23:49:36,2,0.00467898921060599,0,194.31,2.40800226988111e-05,0,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"sat_incubation"
"27",9,2019-09-01 00:50:48,2,0.00167239976266122,1.43536495273656e-19,83.7,1.99808812743276e-05,1.71489241665061e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",28,2019-09-01 01:37:48,2,0.00395621940769709,0,83.7,4.72666595901684e-05,0,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",55,2019-09-01 02:25:20,2,0.00275493249841285,1.46407225179129e-19,83.7,3.29143667671786e-05,1.74919026498362e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",85,2019-09-01 03:12:56,2,0.00174010215272636,1.46407225179129e-19,83.7,2.07897509286303e-05,1.74919026498362e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",103,2019-09-01 04:00:06,3,0.00518541329480811,-8.96191698334126e-20,83.7,6.19523691135975e-05,-1.07071887495117e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",123,2019-09-01 04:47:27,2,0.0029107072492343,0,83.7,3.47754749012461e-05,0,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",153,2019-09-01 05:34:48,2,0.00320198913821936,2.92814450358258e-19,83.7,3.82555452594905e-05,3.49838052996724e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",183,2019-09-01 06:22:30,2,0.00157386889358803,1.49395127733805e-19,83.7,1.88036904849227e-05,1.78488802549349e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",201,2019-09-01 07:09:46,3,0.00318354488890618,-9.02533727709703e-20,83.7,3.80351838578994e-05,-1.07829597097933e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",223,2019-09-01 07:56:56,2,0.00327142261225252,1.49395127733805e-19,83.7,3.90850969205797e-05,1.78488802549349e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",253,2019-09-01 08:44:15,2,0.00374211629621358,1.43536495273656e-19,83.7,4.47086773741169e-05,1.71489241665061e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",271,2019-09-01 09:31:56,4,0.00340779469066783,1.15380865527794e-06,83.7,4.07143929589943e-05,1.37850496448978e-08,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",288,2019-09-01 10:19:10,3,0.00526136421614325,0,83.7,6.28597875285932e-05,0,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",310,2019-09-01 11:06:44,2,0.00186238859124177,0,83.7,2.22507597519924e-05,0,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",334,2019-09-01 11:53:54,3,0.0047121426484562,-1.79311498172811e-19,83.7,5.62980005789271e-05,-2.14231180612678e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",352,2019-09-01 12:41:31,2,0.00179300430902417,2.92814450358258e-19,83.7,2.14217958067404e-05,3.49838052996724e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",379,2019-09-01 13:28:52,2,0.00180961637708222,0,83.7,2.16202673486526e-05,0,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",429,2019-09-01 15:03:35,2,0.00196545913563514,1.49395127733805e-19,83.7,2.34821880004198e-05,1.78488802549349e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",450,2019-09-01 15:50:55,3,0.00335598988489748,-1.81726385714521e-19,83.7,4.00954586009257e-05,-2.17116350913407e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",474,2019-09-01 16:38:06,2,0.00327820461006148,1.49395127733805e-19,83.7,3.91661243734943e-05,1.78488802549349e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",504,2019-09-01 17:25:44,2,0.00199925996688498,1.46407225179129e-19,83.7,2.38860211097369e-05,1.74919026498362e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",547,2019-09-01 19:00:24,2,0.00239233254986779,0,83.7,2.85822287917299e-05,0,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",590,2019-09-01 20:35:03,3,0.000373738210847504,-1.74624216570139e-19,83.7,4.46521159913386e-06,-2.08631083118446e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",610,2019-09-01 21:22:30,3,0.00505880954075849,-1.78092342539321e-19,83.7,6.04397794594802e-05,-2.12774602794888e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",630,2019-09-01 22:09:45,2,0.0034367135458356,0,83.7,4.10598989944517e-05,0,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",660,2019-09-01 22:57:12,2,0.00336097354185924,1.46407225179129e-19,83.7,4.01550005001104e-05,1.74919026498362e-21,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"27",690,2019-09-01 23:44:36,2,0.00285500542641923,0,83.7,3.41099811997518e-05,0,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"sat_incubation"
"39",3,2019-09-01 00:43:12,2,0.00060740171680253,1.43536495273656e-19,80.91,7.50712788039217e-06,1.77402663791442e-21,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"sat_incubation"
"39",23,2019-09-01 01:30:14,2,0.00183278846932412,0,80.91,2.26521872367336e-05,0,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"sat_incubation"
"39",49,2019-09-01 02:17:48,3,0.000560953035222276,2.37148197899042e-06,80.91,6.93304950219102e-06,2.93101220985097e-08,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"sat_incubation"
"39",79,2019-09-01 03:05:23,2,0.000559615788300607,1.46407225179129e-19,80.91,6.91652191695226e-06,1.80950717067271e-21,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"sat_incubation"
"39",117,2019-09-01 04:39:53,2,0.00120187780776682,0,80.91,1.48545026296727e-05,0,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"sat_incubation"
"39",147,2019-09-01 05:27:30,2,0.000585517065765498,0,80.91,7.23664646848966e-06,0,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"sat_incubation"
"39",177,2019-09-01 06:14:58,2,0.000464045561661233,1.46407225179129e-19,80.91,5.73533014041816e-06,1.80950717067271e-21,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"sat_incubation"
