"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","Treatment"
"1",167,2019-03-01 23:52:16,6,8.00645282442741e-05,1.24707350293237e-07,141.3,5.66627942280779e-07,8.82571481197717e-10,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"drydown"
"1",414,2019-03-18 23:24:50,2,0.000236054623756355,9.3371954833628e-21,141.3,1.67059181710089e-06,6.60806474406426e-23,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"drydown"
"1",2844,2019-03-29 00:00:17,3,0.000379450859844701,-4.96893756170913e-20,141.3,2.68542717512174e-06,-3.51658709250469e-22,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"drydown"
"11",91,2019-03-01 21:31:22,11,7.86858089687258e-05,-9.80317859236612e-05,127.64,6.16466695148275e-07,-7.68033421526647e-07,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drought"
"11",119,2019-03-01 22:18:47,8,6.07361311007605e-05,-1.57700561103641e-06,127.64,4.75839322318713e-07,-1.23551050692291e-08,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drought"
"11",146,2019-03-01 23:06:12,9,4.13253008745463e-05,-7.77935692194848e-07,127.64,3.23764500740727e-07,-6.09476411935795e-09,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drought"
"13",37,2019-03-01 19:51:36,11,0.000181562441887844,-9.50048935156915e-09,163,1.11388001158186e-06,-5.8285210745823e-11,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drought"
"13",347,2019-03-18 20:51:44,4,9.58051441238058e-05,-2.49417515636229e-05,163,5.87761620391447e-07,-1.53016880758423e-07,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drought"
"13",2911,2019-03-29 18:52:08,6,4.19403202337873e-05,-0.000100351160852734,163,2.57302578121395e-07,-6.15651293575055e-07,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drought"
"15",43,2019-03-01 19:58:56,7,0.00021317172785124,-1.19547040909727e-08,116.33,1.83247423580539e-06,-1.02765443917929e-10,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drought"
"16",173,2019-03-01 23:59:59,6,2.7473588634075e-05,-3.668357771473e-05,194.31,1.4139050298016e-07,-1.8878893373851e-07,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"16",278,2019-03-14 22:05:38,7,7.79544524035542e-05,9.15863709653854e-06,194.31,4.01186003826639e-07,4.71341521102287e-08,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"16",2825,2019-03-28 22:57:19,4,0.000178391700727231,-2.04787551608185e-07,194.31,9.18077817545321e-07,-1.05392183422461e-09,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"18",81,2019-03-01 21:06:36,6,0.000134846755805762,-8.00618924611826e-05,132.15,1.02040677870421e-06,-6.05841032623402e-07,"CPCRW_90d_up_FAD_r3","C18","CPCRW","upland","forced","90 day",3,"drydown"
