num.trans.involved.in,sample,peak
5,Sample_0-5cm_CPCRW_90d_CW_saturated,236.056484311863
8,Sample_0-5cm_CPCRW_90d_CW_saturated,237.004082544365
6,Sample_0-5cm_CPCRW_90d_CW_saturated,237.040463192464
11,Sample_0-5cm_CPCRW_90d_CW_saturated,237.076839708177
7,Sample_0-5cm_CPCRW_90d_CW_saturated,237.113227583853
10,Sample_0-5cm_CPCRW_90d_CW_saturated,238.035701971607
6,Sample_0-5cm_CPCRW_90d_CW_saturated,238.072081799648
5,Sample_0-5cm_CPCRW_90d_CW_saturated,239.019739402976
12,Sample_0-5cm_CPCRW_90d_CW_saturated,239.05612822707
6,Sample_0-5cm_CPCRW_90d_CW_saturated,239.092514091643
7,Sample_0-5cm_CPCRW_90d_CW_saturated,239.128889345626
8,Sample_0-5cm_CPCRW_90d_CW_saturated,240.051351930308
6,Sample_0-5cm_CPCRW_90d_CW_saturated,240.087741400147
6,Sample_0-5cm_CPCRW_90d_CW_saturated,240.998996466098
2,Sample_0-5cm_CPCRW_90d_CW_saturated,241.017625152852
14,Sample_0-5cm_CPCRW_90d_CW_saturated,241.035372566806
9,Sample_0-5cm_CPCRW_90d_CW_saturated,241.071743906111
8,Sample_0-5cm_CPCRW_90d_CW_saturated,241.1081153992
3,Sample_0-5cm_CPCRW_90d_CW_saturated,241.144512488671
7,Sample_0-5cm_CPCRW_90d_CW_saturated,242.067006781073
2,Sample_0-5cm_CPCRW_90d_CW_saturated,242.103368754757
4,Sample_0-5cm_CPCRW_90d_CW_saturated,242.139788388269
1,Sample_0-5cm_CPCRW_90d_CW_saturated,242.176161468595
7,Sample_0-5cm_CPCRW_90d_CW_saturated,243.014647007463
2,Sample_0-5cm_CPCRW_90d_CW_saturated,243.033264171335
13,Sample_0-5cm_CPCRW_90d_CW_saturated,243.051019364619
2,Sample_0-5cm_CPCRW_90d_CW_saturated,243.066271302932
7,Sample_0-5cm_CPCRW_90d_CW_saturated,243.087383319883
8,Sample_0-5cm_CPCRW_90d_CW_saturated,243.123775796397
6,Sample_0-5cm_CPCRW_90d_CW_saturated,243.160189130681
8,Sample_0-5cm_CPCRW_90d_CW_saturated,244.082655438096
5,Sample_0-5cm_CPCRW_90d_CW_saturated,245.03034572923
10,Sample_0-5cm_CPCRW_90d_CW_saturated,245.045561186885
3,Sample_0-5cm_CPCRW_90d_CW_saturated,245.048924442179
8,Sample_0-5cm_CPCRW_90d_CW_saturated,245.066695226483
5,Sample_0-5cm_CPCRW_90d_CW_saturated,245.081963506818
9,Sample_0-5cm_CPCRW_90d_CW_saturated,245.103078637049
4,Sample_0-5cm_CPCRW_90d_CW_saturated,245.139438688763
1,Sample_0-5cm_CPCRW_90d_CW_saturated,246.098268716347
9,Sample_0-5cm_CPCRW_90d_CW_saturated,247.024798946455
6,Sample_0-5cm_CPCRW_90d_CW_saturated,247.04592310572
6,Sample_0-5cm_CPCRW_90d_CW_saturated,247.061223728369
7,Sample_0-5cm_CPCRW_90d_CW_saturated,247.082349929829
