"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"1",2019-02-01 17:35:29,2,-4.6404023919,517.02080166,34,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:35:34,2,-4.6404023919,517.02080166,39,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:53:54,15,2.035804493,509.70071975,3,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:35:26,2,2.0062116947,505.00228083,31,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:38:20,11,16.173090386,515.50406708,35,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:53:51,15,2.0356043362,516.84844331,0,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:36:26,2,2.4190610848,503.04360569,91,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:35:55,2,-4.6404023919,517.02080166,60,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:35:58,2,2.4190610848,503.04360569,63,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:36:04,2,2.4190610848,503.04360569,69,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:34:55,2,2.0063388277,488.25473578,0,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:34:59,2,2.0061970193,504.99777279,4,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:35:04,2,2.0062116947,505.00228083,9,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:55:34,15,2.0363352958,512.7192387,103,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:38:25,11,16.173090386,515.50406708,40,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:38:48,11,16.173090386,515.50406708,63,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:38:52,11,2.1611723878,534.38278388,67,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:38:58,11,2.1611723878,534.38278388,73,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:39:21,11,2.1611723878,534.38278388,96,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:39:25,11,2.1775358553,531.55447256,100,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-01 17:36:30,2,2.3784393547,493.11520059,95,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:54:28,15,2.038402391,520.72952358,37,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:54:33,15,2.038402391,520.72952358,42,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:37:45,11,2.1683572946,518.69595263,0,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:37:56,11,2.1683572946,518.69595263,11,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-22 19:38:16,11,2.1683572946,518.69595263,31,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:55:30,15,2.0363207632,515.17401507,99,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:54:01,15,2.035804493,509.70071975,10,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:54:25,15,2.035804493,509.70071975,34,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:54:59,15,2.0363207632,515.17401507,68,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-02-15 23:54:56,15,2.038402391,520.72952358,65,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"10",2019-02-15 21:24:28,14,2.3092101875,471.5403598,50,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-01 21:22:56,4,2.3773475984,508.73132251,32,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-22 20:41:51,6,2.5819480999,546.88759861,9,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-22 20:41:46,6,2.5819480999,546.88759861,4,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-22 20:41:42,6,2.6422129822,543.73664172,0,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-01 21:22:33,4,2.3773475984,508.73132251,9,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-15 19:50:16,14,2.2207325104,466.1889253,84,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-15 21:23:42,14,2.3098952417,466.248412,4,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-15 19:48:52,14,2.2500659576,459.5705161,0,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-22 20:42:13,6,2.5819480999,546.88759861,31,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-15 21:13:39,14,19.434338751,468.60017114,0,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-02-15 19:50:22,14,2.2207325104,466.1889253,90,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
