"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"1",2019-07-29 18:00:02,9,49.765611498,450.69985673,48,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 18:50:53,9,49.770235991,553.8486416,0,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 18:51:41,9,49.770235991,509.69972638,48,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 18:52:31,9,49.770235991,489.12294791,98,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 19:46:16,9,49.770235991,473.81711318,0,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 19:47:07,9,49.770235991,537.53298898,51,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 21:00:06,9,49.770235991,539.26496507,0,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 21:00:57,9,49.770235991,506.25647114,51,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 21:01:48,9,49.770235991,512.165955,102,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 17:59:14,9,49.765611498,456.67929718,0,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 22:14:11,9,49.696885816,485.44915525,0,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-07-29 22:15:02,9,49.696885816,541.9438703,51,"drought","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"10",2019-07-29 16:37:03,10,49.298407151,436.26128163,0,"drought","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-07-29 16:38:42,10,49.298407151,438.93208984,99,"drought","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
