"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"16",2019-09-01 00:55:27,7,47.18627795,514.17338517,0,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 00:56:16,7,47.18627795,685.78509506,49,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 01:42:15,7,43.20621044,545.73309707,0,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 01:43:03,7,43.207480187,1314.9984603,48,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 01:43:54,7,43.207480187,1480.1520002,99,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 02:29:55,7,46.636873332,524.98827588,0,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 02:30:46,7,46.636873332,857.3477758,51,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 03:17:35,7,35.512883581,507.89652314,0,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 03:18:26,7,35.512883581,680.57699884,51,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 04:04:16,7,49.035595008,654.29529423,0,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 04:05:06,7,49.035595008,1413.2441327,50,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 04:05:56,7,49.035595008,1552.6800934,100,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-09-01 04:52:06,7,49.035595008,546.50523675,0,"sat_incubation","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
