"Core","DATETIME","MPVPosition","CH4_dry","CO2_dry","Elapsed_seconds","Treatment","coreID","Site","location","drying","length","replicate","Core_assignment"
"1",2019-04-15 22:55:18,1,16.675701388,483.1647651,0,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-04-15 22:56:06,1,16.675701388,497.31296371,48,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-04-15 22:56:55,1,16.675701388,505.54090312,97,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-04-15 22:57:45,1,16.675701388,508.51355456,147,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-04-15 22:58:32,1,16.675701388,575.73501138,194,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-04-15 22:59:21,1,16.675701388,636.55469147,243,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"1",2019-04-15 23:00:09,1,16.675701388,641.17511778,291,"drydown","C1","CPCRW","upland","forced","90 day",1,"CPCRW_90d_up_FAD_r1"
"10",2019-04-15 22:22:44,7,17.762241345,531.57524717,0,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-04-15 22:23:32,7,17.762241345,512.72257452,48,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"10",2019-04-15 22:24:20,7,17.762241345,515.58429945,96,"drydown","C10","CPCRW","upland","forced","1000 day",4,"CPCRW_1000d_up_FAD_r4"
"11",2019-04-03 22:51:52,1,13.601660915,477.94875014,0,"drought","C11","CPCRW","upland","constant weight","90 day",1,"CPCRW_90d_up_CW_r1"
"11",2019-04-03 22:52:12,1,13.601660915,477.94875014,20,"drought","C11","CPCRW","upland","constant weight","90 day",1,"CPCRW_90d_up_CW_r1"
"11",2019-04-03 22:52:40,1,13.319268791,511.77639184,48,"drought","C11","CPCRW","upland","constant weight","90 day",1,"CPCRW_90d_up_CW_r1"
"11",2019-04-03 22:53:00,1,13.319268791,511.77639184,68,"drought","C11","CPCRW","upland","constant weight","90 day",1,"CPCRW_90d_up_CW_r1"
"13",2019-04-03 21:24:15,8,2.0871641887,507.80944071,0,"drought","C13","CPCRW","upland","constant weight","150 day",2,"CPCRW_150d_up_CW_r2"
"13",2019-04-03 21:25:17,8,13.342499917,596.40330872,62,"drought","C13","CPCRW","upland","constant weight","150 day",2,"CPCRW_150d_up_CW_r2"
"13",2019-04-03 21:24:35,8,2.0871641887,507.80944071,20,"drought","C13","CPCRW","upland","constant weight","150 day",2,"CPCRW_150d_up_CW_r2"
"14",2019-04-15 23:30:51,7,17.308498737,537.2589199,0,"drydown","C14","CPCRW","upland","forced","150 day",4,"CPCRW_150d_up_FAD_r4"
"14",2019-04-15 23:31:38,7,17.308498737,531.92785859,47,"drydown","C14","CPCRW","upland","forced","150 day",4,"CPCRW_150d_up_FAD_r4"
"15",2019-04-03 21:35:53,12,13.67017762,448.37776488,99,"drought","C15","CPCRW","upland","constant weight","90 day",2,"CPCRW_90d_up_CW_r2"
"15",2019-04-03 21:34:14,12,13.67017762,448.96764729,0,"drought","C15","CPCRW","upland","constant weight","90 day",2,"CPCRW_90d_up_CW_r2"
"15",2019-04-03 21:35:03,12,13.67017762,448.65503102,49,"drought","C15","CPCRW","upland","constant weight","90 day",2,"CPCRW_90d_up_CW_r2"
"16",2019-04-15 22:30:45,10,17.762241345,505.64402046,0,"drydown","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"16",2019-04-15 22:31:34,10,17.762241345,553.99384851,49,"drydown","C16","CPCRW","upland","forced","30 day",2,"CPCRW_30d_up_FAD_r2"
"17",2019-04-15 22:14:03,3,258.96816144,563.29433058,80,"drydown","C17","CPCRW","upland","forced","1000 day",3,"CPCRW_1000d_up_FAD_r3"
"18",2019-04-15 22:35:33,12,2.5383658481,529.19169735,0,"drydown","C18","CPCRW","upland","forced","90 day",3,"CPCRW_90d_up_FAD_r3"
"18",2019-04-15 22:36:20,12,2.5383658481,565.20973213,47,"drydown","C18","CPCRW","upland","forced","90 day",3,"CPCRW_90d_up_FAD_r3"
"2",2019-04-03 22:59:28,4,13.588605168,473.97988729,0,"drought","C2","CPCRW","upland","constant weight","1000 day",3,"CPCRW_1000d_up_CW_r3"
"2",2019-04-03 22:59:36,4,13.586886866,493.70848215,8,"drought","C2","CPCRW","upland","constant weight","1000 day",3,"CPCRW_1000d_up_CW_r3"
"2",2019-04-03 23:00:09,4,13.586886866,493.70848215,41,"drought","C2","CPCRW","upland","constant weight","1000 day",3,"CPCRW_1000d_up_CW_r3"
"2",2019-04-03 23:00:59,4,13.585169953,502.60748944,91,"drought","C2","CPCRW","upland","constant weight","1000 day",3,"CPCRW_1000d_up_CW_r3"
"20",2019-04-12 22:45:06,4,15.997013637,559.35790404,0,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-05 14:38:45,5,15.385045338,441.69687806,0,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 22:45:53,4,15.997013637,851.9439584,47,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 20:23:04,4,15.946483656,503.13055671,0,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 20:23:53,4,15.946483656,591.84433871,49,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 22:45:33,4,15.997013637,851.9439584,27,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 21:10:54,4,15.89342099,525.54554662,49,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-05 14:39:34,5,15.770416832,441.68523161,49,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-05 14:40:24,5,15.770416832,441.78953901,99,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 21:57:40,4,15.661539035,616.57913218,0,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 21:58:05,4,15.661539035,967.15779682,25,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 21:58:26,4,15.661539035,967.15779682,46,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 21:59:13,4,15.336834118,756.44015541,93,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 22:46:42,4,230.66201001,670.82039155,96,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 21:10:05,4,15.508688928,576.89330171,0,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 22:46:22,4,230.66201001,670.82039155,76,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"20",2019-04-12 21:11:43,4,15.89342099,567.11292794,98,"sat_incubation","C20","CPCRW","upland","constant weight","30 day",3,"CPCRW_30d_up_CW_r3"
"25",2019-04-03 23:12:56,9,13.676490196,472.10422363,50,"drought","C25","CPCRW","upland","constant weight","90 day",4,"CPCRW_90d_up_CW_r4"
"25",2019-04-03 23:12:06,9,13.676490196,469.46583684,0,"drought","C25","CPCRW","upland","constant weight","90 day",4,"CPCRW_90d_up_CW_r4"
"26",2019-04-03 21:31:02,10,13.342499917,448.18499915,98,"drought","C26","CPCRW","upland","constant weight","150 day",3,"CPCRW_150d_up_CW_r3"
"26",2019-04-03 21:29:24,10,13.342499917,447.97680788,0,"drought","C26","CPCRW","upland","constant weight","150 day",3,"CPCRW_150d_up_CW_r3"
"26",2019-04-03 21:30:13,10,13.342499917,448.07258063,49,"drought","C26","CPCRW","upland","constant weight","150 day",3,"CPCRW_150d_up_CW_r3"
"27",2019-04-15 22:42:46,15,2.5383658481,567.66596341,0,"drydown","C27","CPCRW","upland","forced","30 day",3,"CPCRW_30d_up_FAD_r3"
"27",2019-04-15 22:43:35,15,2.5383658481,617.96800472,49,"drydown","C27","CPCRW","upland","forced","30 day",3,"CPCRW_30d_up_FAD_r3"
"27",2019-04-15 22:44:23,15,2.5383658481,641.71394548,97,"drydown","C27","CPCRW","upland","forced","30 day",3,"CPCRW_30d_up_FAD_r3"
"28",2019-04-03 21:06:48,1,13.755951555,458.52955578,0,"drought","C28","CPCRW","upland","constant weight","150 day",1,"CPCRW_150d_up_CW_r1"
"28",2019-04-03 21:08:26,1,13.755951555,548.3875102,98,"drought","C28","CPCRW","upland","constant weight","150 day",1,"CPCRW_150d_up_CW_r1"
"28",2019-04-03 21:07:37,1,13.755951555,535.27282046,49,"drought","C28","CPCRW","upland","constant weight","150 day",1,"CPCRW_150d_up_CW_r1"
"3",2019-04-12 22:54:00,7,15.60376496,959.45804495,96,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 22:05:46,7,15.336834118,553.72725982,49,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 20:32:03,7,15.853531344,854.37887416,97,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 21:18:12,7,15.083255088,525.09302749,0,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 21:19:02,7,15.083255088,645.96985486,50,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 22:04:57,7,15.336834118,587.83409909,0,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 22:53:11,7,15.699730102,889.96835442,47,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 22:06:34,7,15.336834118,658.26191593,97,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 22:52:24,7,15.699730102,508.43450382,0,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
"3",2019-04-12 22:52:50,7,15.699730102,889.96835442,26,"sat_incubation","C3","CPCRW","upland","constant weight","30 day",4,"CPCRW_30d_up_CW_r4"
