"Site","drying","length","cum","max","mean","median"
"CPCRW","constant weight","150 day",7.62949029113828e-05,2.45491366136556e-06,2.45491366136556e-06,2.45491366136556e-06
"CPCRW","constant weight","90 day",0.387441237507262,8.30329317623544e-05,2.42599375544161e-05,2.13728202707806e-05
