"Site","drying","length","cum","max","mean","median"
"CPCRW","constant weight","150 day",0.000608708776830379,1.91371745640149e-05,1.91371745640149e-05,1.91371745640149e-05
"CPCRW","constant weight","30 day",0.000786490946673122,1.72571670032587e-05,8.02086394565312e-06,7.20479100199798e-06
"CPCRW","constant weight","90 day",0.000101567603631735,4.24888141592632e-06,3.58648229861436e-06,3.58648229861436e-06
"CPCRW","forced","30 day",0.000139466202807684,4.80621481387616e-06,4.80621481387616e-06,4.80621481387616e-06
"CPCRW","forced","90 day",0.000196660716879013,7.93187870084828e-06,7.93187870084828e-06,7.93187870084828e-06
