"Site","drying","length","cum","max","mean","median"
"CPCRW","constant weight","150 day",0.000141086252046233,1.96121488859049e-06,1.14524939373622e-06,1.0221368334482e-06
"CPCRW","constant weight","30 day",4.41265481002263e-05,1.00275877481047e-06,5.94572762910856e-07,5.20205956162305e-07
"CPCRW","constant weight","90 day",8.78035750027816e-05,1.87751655762631e-06,8.77387195701375e-07,6.97546331792163e-07
"CPCRW","forced","30 day",0.00011781467363342,1.42220528379077e-06,9.753655838973e-07,9.50353661462343e-07
"CPCRW","forced","90 day",0.000148774695056575,3.75392599414785e-06,1.56056542811077e-06,1.16958288042419e-06
