"Site","drying","length","cum","max","mean","median"
"CPCRW","constant weight","150 day",0.000197173115988571,4.29454081500436e-06,2.27256394652249e-06,1.68279564113123e-06
"CPCRW","constant weight","90 day",0.124560188219273,0.000150202947720935,6.15352072218733e-05,5.59844076518229e-05
"CPCRW","forced","30 day",6.22609952847195e-05,1.51332377970507e-06,1.07690317840578e-06,1.05854911234435e-06
"CPCRW","forced","90 day",0.000127386385670529,2.71913966652308e-06,1.91140459202929e-06,1.810288178889e-06
